"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SG25","SG60","SG90","SG128","SG89","SG40","SG43","SG44","SG77","SG19","SG57","SG20","SG62","SG41","SG21","SG129","SG61","SG45","SG58","SG26","SG22","SG140","SG63","SG100","SG17","SG138","SG59","SG42","SG139","SG99","SG130","SG24","SG18","SG127","SG23","SG39","up","down"
"93","PGEN_.00g215190",89.8062354525608,-1.32014332685313,0.344215637289726,-3.83522183142996,0.000125451016577875,0.0239053881590062,73,86,121,83,135,84,145,149,104,69,73,90,111,102,19,65,139,104,65,94,55,132,96,95,99,66,26,124,145,114,90,212,75,78,122,50,FALSE,TRUE
"94","PGEN_.00g148940",6.70973881526463,4.01996187064309,1.09510190838639,3.67085641971569,0.000241739115538946,0.0326076188993825,11,4,12,4,9,11,4,3,6,14,12,24,0,3,5,7,4,2,13,4,7,1,0,9,0,8,6,4,10,7,1,3,18,3,2,7,TRUE,FALSE
"95","PGEN_.00g340250",429.182119431241,-9.53237689265739,1.57710001680921,-6.04424373283777,1.50112440799737e-09,3.00349975300141e-06,196,561,1457,85,349,124,125,801,152,20,47,61,3658,144,153,84,155,1152,56,94,112,26,151,28,72,12,1172,1655,82,26,946,159,44,10,152,66,FALSE,TRUE
"96","PGEN_.00g254940",8.10679253639295,4.59360449000878,1.00745688200693,4.5596040605311,5.12501565205159e-06,0.00279662785922179,3,3,1,7,6,8,7,0,8,6,5,7,2,20,11,17,7,1,6,2,6,2,13,6,5,4,6,2,4,37,2,8,22,20,4,21,TRUE,FALSE
"97","PGEN_.00g092260",59.1871054185915,-11.6362120647123,2.02086905156759,-5.75802378471091,8.51043662652764e-09,1.2770973962683e-05,20,85,941,5,22,6,10,118,6,1,0,9,443,8,7,5,21,50,2,6,22,4,11,3,10,0,15,313,7,7,63,23,6,0,12,7,FALSE,TRUE
"98","PGEN_.00g084780",8.80860901889432,2.74473997663474,0.752797351772872,3.64605424045496,0.000266297790276712,0.0342178699005321,7,7,5,15,14,8,4,7,4,7,11,13,5,14,9,5,8,4,12,3,15,2,11,9,7,16,11,8,8,14,8,6,7,6,4,11,TRUE,FALSE
"99","PGEN_.00g258930",18.1359705537876,-8.24106176181804,2.16785655122036,-3.80147928015756,0.00014383476869552,0.0250251651911554,3,22,220,4,22,0,5,19,6,2,3,3,222,4,3,0,7,24,1,4,11,0,1,5,4,0,9,20,3,0,14,2,5,0,5,4,FALSE,TRUE
"100","PGEN_.00g122110",124.489867140199,2.31644174454307,0.576029853409733,4.02139182688397,5.78552753881339e-05,0.0155232928499652,162,218,191,147,214,146,137,127,166,301,249,156,41,118,59,154,78,68,225,115,117,49,78,87,88,150,70,82,95,137,63,74,148,100,17,127,TRUE,FALSE
"101","PGEN_.00g049160",428.946953290067,-0.866771246240225,0.214439764074886,-4.04202667345564,5.29912029557293e-05,0.0155232928499652,453,494,787,364,527,457,596,610,398,379,468,381,420,509,153,269,528,415,390,513,223,452,545,456,578,320,239,610,515,453,390,835,430,484,493,288,FALSE,TRUE
"102","PGEN_.00g291230",94.8841394963543,-8.29025062965327,1.59631287652225,-5.19337452674976,2.06516142858819e-07,0.000177087592501437,46,92,510,69,63,13,57,463,19,4,45,175,450,13,17,14,23,291,12,52,19,6,9,14,19,17,40,446,136,2,277,127,15,0,25,15,FALSE,TRUE
"103","PGEN_.00g167300",11.8376396626636,5.0347401162391,1.07294857403985,4.6924337643531,2.69973955648855e-06,0.00190649255150853,12,21,5,13,5,10,11,3,6,21,37,36,3,15,9,26,2,5,22,0,5,1,4,7,13,13,5,8,22,17,6,2,54,7,4,4,TRUE,FALSE
"104","PGEN_.00g326210",25.1939947481414,-7.3532364109871,1.82914479520441,-4.02004063880868,5.81881031443927e-05,0.0155232928499652,21,34,363,3,46,4,19,35,19,3,5,10,193,4,7,6,7,9,5,10,21,0,7,9,4,0,11,57,4,2,2,8,4,0,8,3,FALSE,TRUE
"105","PGEN_.00g158570",33.2940135456419,4.12887713008008,0.910582129674315,4.53432699316957,5.77874454270292e-06,0.00289057617646452,18,47,30,25,191,50,13,21,28,19,41,55,19,21,22,52,7,18,45,19,51,8,15,21,18,36,21,11,39,62,10,14,86,19,9,23,TRUE,FALSE
"106","PGEN_.00g189040",66.4317269883172,2.67446441208327,0.574735302060193,4.65338461461546,3.26530359107153e-06,0.00217777608948965,22,101,50,63,100,53,50,91,75,105,100,74,22,104,59,63,28,85,117,46,65,40,51,96,75,81,14,55,62,67,24,43,108,61,57,112,TRUE,FALSE
"107","PGEN_.00g295510",29.1907341833049,-4.15282612081949,0.769058719995908,-5.39988171623825,6.66848501556027e-08,6.67126355098342e-05,11,31,48,4,24,13,31,68,40,13,17,18,43,29,8,26,95,29,12,30,8,100,52,12,38,21,6,32,65,11,58,48,2,18,57,17,FALSE,TRUE
"108","PGEN_.00g144110",8.78651632448805,4.00549714953172,0.994575304133298,4.02734426733251,5.64104065251599e-05,0.0155232928499652,17,24,9,9,27,8,3,7,16,3,11,12,2,7,14,15,5,0,6,5,10,3,1,11,12,13,0,3,10,23,3,4,10,4,2,6,TRUE,FALSE
"109","PGEN_.00g182870",360.412141410009,-7.25184385122264,1.69745921681884,-4.27217560184633,1.93575040425104e-05,0.00664436117167202,115,358,6253,128,303,55,144,258,57,43,31,79,2283,110,194,24,182,143,47,103,125,36,120,166,118,25,289,1210,80,72,46,84,98,30,51,103,FALSE,TRUE
