"","Gene.ID","SG117","SG137","SG38","SG97","SG88","SG87","SG98","SG37"
"3707","PGEN_.00g004040",8,0,3,4,3,6,0,5
"3708","PGEN_.00g060140",80,47,58,68,49,118,95,90
"3709","PGEN_.00g040070",61,64,48,58,68,65,62,74
"3710","PGEN_.00g001670",113,39,44,62,38,22,89,47
"3711","PGEN_.00g313780",36,37,35,47,50,51,44,43
"3712","PGEN_.00g250300",55,53,65,61,83,74,100,66
"3713","PGEN_.00g319520",3,3,7,1,6,2,5,9
"3714","PGEN_.00g127490",124,102,66,110,163,158,136,90
"3715","PGEN_.00g007630",31,17,12,10,25,11,32,7
"3716","PGEN_.00g315400",6,9,19,23,55,41,23,9
"3717","PGEN_.00g219480",121,65,18,138,72,75,176,74
"3718","PGEN_.00g286450",54,234,53,270,65,105,73,373
"3719","PGEN_.00g229710",27,16,21,31,20,33,25,18
"3720","PGEN_.00g219150",11,3,11,9,9,9,9,8
"3721","PGEN_.00g122510",12,34,117,129,281,153,42,47
"3722","PGEN_.00g211360",47,5,5,6,2,10,24,6
"3723","PGEN_.00g117820",24,36,27,35,31,41,14,50
"3724","PGEN_.00g083770",41,38,21,30,42,27,35,33
"3725","PGEN_.00g309130",128,137,160,222,183,288,186,213
"3726","PGEN_.00g261830",12,0,2,3,5,0,2,0
"3727","PGEN_.00g149680",15,9,4,10,12,16,18,11
"3728","PGEN_.00g007090",37,24,26,35,25,34,34,29
"3729","PGEN_.00g318690",37,36,25,16,25,42,40,33
"3730","PGEN_.00g044400",18,1,4,6,8,4,5,4
"3731","PGEN_.00g177010",8,12,10,8,6,12,8,6
"3732","PGEN_.00g006940",2,2,9,6,7,4,6,9
"3733","PGEN_.00g279710",8,0,8,6,13,13,9,8
"3734","PGEN_.00g223410",17,23,8,13,23,22,24,21
"3735","PGEN_.00g235190",2,4,5,5,2,4,4,0
"3736","PGEN_.00g266640",10,5,4,3,3,9,15,1
"3737","PGEN_.00g107370",20,39,2,5,47,67,79,12
"3738","PGEN_.00g094510",7,4,3,3,0,0,3,1
"3739","PGEN_.00g163880",11,34,19,35,22,39,9,46
"3740","PGEN_.00g264640",0,11,3,4,6,0,8,3
"3741","PGEN_.00g235220",74,42,65,104,101,135,82,73
"3742","PGEN_.00g056450",14,6,5,11,8,15,6,5
"3743","PGEN_.00g176760",8,10,5,8,13,15,12,15
"3744","PGEN_.00g172220",18,15,16,16,9,18,25,8
"3745","PGEN_.00g261160",230,186,209,240,266,321,202,247
"3746","PGEN_.00g201670",6,22,16,17,12,15,11,13
"3747","PGEN_.00g269560",84,41,24,45,37,53,77,34
"3748","PGEN_.00g171750",10,24,12,28,23,31,13,23
"3749","PGEN_.00g114030",8,3,2,9,4,17,8,2
"3750","PGEN_.00g232640",1145,262,173,284,353,155,265,371
"3751","PGEN_.00g342390",26,11,11,23,26,25,14,11
"3752","PGEN_.00g297720",16,11,19,51,68,47,39,15
"3753","PGEN_.00g037220",4,5,6,7,7,3,4,5
"3754","PGEN_.00g046580",182,98,92,139,130,198,155,98
"3755","PGEN_.00g042000",20,14,8,14,11,17,24,7
"3756","PGEN_.00g147170",129,84,52,133,139,198,129,112
"3757","PGEN_.00g306210",6,4,0,0,3,5,5,3
"3758","PGEN_.00g140180",254,67,139,207,205,266,264,156
"3759","PGEN_.00g046630",23,10,9,11,21,31,10,9
"3760","PGEN_.00g179160",27,12,11,18,31,21,15,15
"3761","PGEN_.00g152060",14,9,7,14,8,10,6,12
"3762","PGEN_.00g321910",12,3,5,6,13,8,17,10
"3763","PGEN_.00g200100",5,2,6,5,5,3,0,2
"3764","PGEN_.00g141580",20,22,12,31,37,40,24,40
"3765","PGEN_.00g169330",55,47,14,29,33,46,58,42
"3766","PGEN_.00g081040",26,15,11,6,6,13,13,13
"3767","PGEN_.00g161100",9,4,8,9,6,12,10,5
"3768","PGEN_.00g343040",108,130,83,39,111,127,136,73
"3769","PGEN_.00g008490",6,7,3,8,4,8,7,8
"3770","PGEN_.00g034750",25,11,10,15,14,25,17,13
"3771","PGEN_.00g188270",73,44,77,70,66,74,63,63
"3772","PGEN_.00g169480",21,15,51,60,87,107,37,25
"3773","PGEN_.00g230480",0,10,7,14,8,11,12,13
"3774","PGEN_.00g011560",59,36,22,47,30,59,38,37
"3775","PGEN_.00g255010",3,7,0,7,5,10,6,6
"3776","PGEN_.00g159630",10,16,0,9,10,14,8,6
"3777","PGEN_.00g148250",12,4,6,8,14,30,9,3
"3778","PGEN_.00g119300",14,21,41,30,34,30,42,24
"3779","PGEN_.00g069010",0,0,0,4,3,7,8,5
"3780","PGEN_.00g280470",13,3,2,1,2,2,14,3
"3781","PGEN_.00g155040",12,0,6,9,5,13,4,4
"3782","PGEN_.00g329660",11,128,7,40,54,18,9,43
"3783","PGEN_.00g248050",3066,522,530,398,414,179,100,385
"3784","PGEN_.00g161810",164,103,146,148,132,208,199,172
"3785","PGEN_.00g342800",3,22,18,10,14,18,16,16
"3786","PGEN_.00g102930",13,4,3,7,12,5,4,5
"3787","PGEN_.00g163410",26,12,11,36,37,33,28,34
"3788","PGEN_.00g252050",19,10,12,6,6,13,16,6
"3789","PGEN_.00g202610",10,3,3,2,6,2,14,0
"3790","PGEN_.00g259080",5,0,5,3,4,15,1,2
"3791","PGEN_.00g055390",11,7,6,8,4,8,14,14
"3792","PGEN_.00g242700",52,13,15,32,16,35,27,31
"3793","PGEN_.00g323650",74,48,33,37,52,57,55,21
"3794","PGEN_.00g276920",63,106,92,102,86,103,113,135
"3795","PGEN_.00g056840",5,5,2,4,3,6,1,2
"3796","PGEN_.00g149120",23,15,85,128,236,303,170,46
"3797","PGEN_.00g027740",2,5,3,24,23,15,11,23
"3798","PGEN_.00g138990",3,3,2,6,6,18,14,6
"3799","PGEN_.00g283920",1,3,3,2,11,12,1,3
"3800","PGEN_.00g119540",5,8,2,2,2,4,3,1
"3801","PGEN_.00g272710",39,27,75,149,165,218,112,53
"3802","PGEN_.00g026290",14,12,9,20,14,15,20,22
"3803","PGEN_.00g049460",3,1,0,3,4,0,4,2
"3804","PGEN_.00g065220",6,2,3,8,4,4,10,9
"3805","PGEN_.00g093300",22,28,12,28,23,37,19,19
"3806","PGEN_.00g205340",89,34,48,78,67,72,63,56
"3807","PGEN_.00g323230",28,7,0,8,6,7,17,7
"3808","PGEN_.00g089050",4,4,2,2,5,3,10,0
"3809","PGEN_.00g086080",6,11,5,12,14,12,19,6
"3810","PGEN_.00g022770",424,158,220,218,198,270,371,203
"3811","PGEN_.00g183590",3,3,0,0,0,2,3,3
"3812","PGEN_.00g336770",6,2,2,4,6,5,6,6
"3813","PGEN_.00g053150",8,2,3,3,3,15,5,2
"3814","PGEN_.00g185850",7,4,5,7,14,5,10,4
"3815","PGEN_.00g331200",0,0,4,1,12,12,9,3
"3816","PGEN_.00g086550",0,0,2,3,4,14,4,3
"3817","PGEN_.00g025670",12,7,6,6,3,18,6,9
"3818","PGEN_.00g110010",1,19,13,2,38,6,18,4
"3819","PGEN_.00g201990",17,6,16,12,9,22,22,9
"3820","PGEN_.00g324170",20,25,19,24,9,30,13,19
"3821","PGEN_.00g241420",18,6,2,6,6,3,13,4
"3822","PGEN_.00g013070",9,16,12,23,27,12,22,18
"3823","PGEN_.00g147430",2,23,11,16,6,7,8,7
"3824","PGEN_.00g094650",182,51,47,31,50,39,59,38
"3825","PGEN_.00g254790",1475,1718,1220,1456,1864,1829,1720,1733
"3826","PGEN_.00g122380",8,0,4,6,4,10,13,7
"3827","PGEN_.00g027360",82,78,44,76,91,181,109,89
"3828","PGEN_.00g156710",22,17,12,27,18,30,20,31
"3829","PGEN_.00g205870",35,24,22,23,22,22,30,29
"3830","PGEN_.00g174130",66,63,51,61,66,62,56,85
"3831","PGEN_.00g347020",43,9,22,24,12,27,14,17
"3832","PGEN_.00g024100",157,81,18,24,45,62,113,124
"3833","PGEN_.00g030420",12,12,9,13,21,15,11,9
"3834","PGEN_.00g147680",58,12,24,36,47,49,39,38
"3835","PGEN_.00g174680",111,79,80,90,84,108,111,106
"3836","PGEN_.00g180730",10,16,10,20,17,12,20,18
"3837","PGEN_.00g293610",7,9,41,37,96,77,13,21
"3838","PGEN_.00g184020",134,94,64,126,87,128,91,108
"3839","PGEN_.00g113090",15,4,8,7,2,4,7,7
"3840","PGEN_.00g208810",336,196,170,303,320,311,328,299
"3841","PGEN_.00g061330",4,0,2,0,3,8,2,1
"3842","PGEN_.00g294060",29,20,16,25,18,19,30,20
"3843","PGEN_.00g103600",13,5,4,9,7,13,9,10
"3844","PGEN_.00g059020",3,2,14,6,3,3,5,5
"3845","PGEN_.00g283110",62,39,25,45,38,58,77,34
"3846","PGEN_.00g275590",23,20,8,18,11,39,40,21
"3847","PGEN_.00g067330",53,31,34,56,41,58,43,49
"3848","PGEN_.00g289210",28,4,2,6,7,1,6,2
"3849","PGEN_.00g036280",10,3,5,4,2,0,8,0
"3850","PGEN_.00g091770",26,21,14,12,28,29,38,14
"3851","PGEN_.00g214600",43,39,23,46,57,50,41,35
"3852","PGEN_.00g008380",74,41,44,53,73,88,65,64
"3853","PGEN_.00g188400",13,10,3,4,9,5,15,7
"3854","PGEN_.00g133680",6,14,0,10,1,5,5,2
"3855","PGEN_.00g246470",8,5,7,2,3,0,5,3
"3856","PGEN_.00g322910",59,20,27,47,37,46,46,42
"3857","PGEN_.00g089860",15,7,5,11,10,12,23,16
"3858","PGEN_.00g031480",26,5,11,6,25,19,12,16
"3859","PGEN_.00g186770",9,5,4,4,6,6,8,4
"3860","PGEN_.00g250890",546,343,304,401,424,439,408,332
"3861","PGEN_.00g029680",2,22,5,10,27,4,0,4
"3862","PGEN_.00g036130",169,318,200,291,293,394,221,388
"3863","PGEN_.00g203200",35,39,35,35,43,50,33,51
"3864","PGEN_.00g129880",40,26,9,28,12,27,25,20
"3865","PGEN_.00g185080",164,107,92,150,157,203,206,154
"3866","PGEN_.00g022500",0,6,0,6,6,5,0,5
"3867","PGEN_.00g009650",13,8,6,8,14,12,22,9
"3868","PGEN_.00g223160",135,288,153,252,270,224,227,222
"3869","PGEN_.00g003710",14,5,7,8,14,23,14,8
"3870","PGEN_.00g145700",57,25,13,28,14,50,56,37
"3871","PGEN_.00g218970",5,2,5,5,7,7,4,10
"3872","PGEN_.00g298820",29,17,8,21,17,40,27,32
"3873","PGEN_.00g227880",5,3,6,3,0,6,0,0
"3874","PGEN_.00g030990",118,126,108,170,152,231,180,190
"3875","PGEN_.00g172420",13,0,4,12,4,10,4,6
"3876","PGEN_.00g075120",22,12,13,26,20,31,22,23
"3877","PGEN_.00g261360",4,14,14,22,27,13,17,11
"3878","PGEN_.00g265860",11,12,9,11,11,13,17,12
"3879","PGEN_.00g202150",57,40,24,44,43,57,60,48
"3880","PGEN_.00g006290",94,159,79,182,71,166,172,163
"3881","PGEN_.00g078060",44,42,45,62,67,92,80,47
"3882","PGEN_.00g120630",3,1,8,2,5,4,0,2
"3883","PGEN_.00g082880",41,11,20,22,19,27,16,23
"3884","PGEN_.00g178360",7,6,5,12,19,16,13,9
"3885","PGEN_.00g006740",5,6,13,12,3,11,6,3
"3886","PGEN_.00g314950",7,2,7,12,2,14,1,3
"3887","PGEN_.00g317900",6,19,5,15,7,14,17,12
"3888","PGEN_.00g081280",6,11,5,0,16,30,14,43
"3889","PGEN_.00g219730",40,11,13,19,20,29,24,19
"3890","PGEN_.00g116950",145,109,132,120,123,132,159,129
"3891","PGEN_.00g079330",6,2,8,1,26,22,11,5
"3892","PGEN_.00g034190",101,34,39,44,26,42,70,38
"3893","PGEN_.00g164860",10,11,7,11,10,15,18,29
"3894","PGEN_.00g260540",19,60,15,68,51,106,32,80
"3895","PGEN_.00g131790",12,5,4,3,12,5,12,6
"3896","PGEN_.00g129710",57,23,23,50,62,75,44,65
"3897","PGEN_.00g217720",9,3,3,2,4,4,5,7
"3898","PGEN_.00g061170",33,24,18,24,31,46,30,35
"3899","PGEN_.00g130220",12,10,0,6,6,6,9,6
"3900","PGEN_.00g210710",17,6,1,6,0,3,8,2
"3901","PGEN_.00g280510",4,3,2,4,0,2,5,0
"3902","PGEN_.00g011760",18,7,9,5,6,7,16,10
"3903","PGEN_.00g015220",7,8,9,14,6,14,8,4
"3904","PGEN_.00g019570",0,0,4,0,2,7,7,4
"3905","PGEN_.00g302590",60,163,146,184,212,119,273,182
"3906","PGEN_.00g100120",27,30,25,21,33,48,29,37
"3907","PGEN_.00g044300",4,2,5,1,3,3,5,3
"3908","PGEN_.00g225130",3,3,4,2,4,3,6,5
"3909","PGEN_.00g001820",21,24,15,34,14,38,26,39
"3910","PGEN_.00g019680",91,51,55,64,67,53,66,98
"3911","PGEN_.00g080620",6,4,0,2,0,0,8,5
"3912","PGEN_.00g223990",100,82,59,100,129,130,112,93
"3913","PGEN_.00g312420",72,128,50,75,187,101,178,107
"3914","PGEN_.00g041880",6,5,0,4,2,2,7,4
"3915","PGEN_.00g116140",8,2,5,5,17,18,0,2
"3916","PGEN_.00g087930",4,4,3,5,3,4,7,2
"3917","PGEN_.00g165800",3,4,2,4,0,0,3,0
"3918","PGEN_.00g242540",17,22,11,11,18,9,14,19
"3919","PGEN_.00g016750",4,9,5,4,7,4,10,5
"3920","PGEN_.00g234290",11,7,11,3,6,12,5,8
"3921","PGEN_.00g133940",25,43,24,14,32,27,51,23
"3922","PGEN_.00g122720",5,3,5,4,2,4,8,3
"3923","PGEN_.00g114780",34,6,6,14,7,8,7,5
"3924","PGEN_.00g106760",90,67,74,91,67,116,83,90
"3925","PGEN_.00g330310",181,338,176,303,277,421,281,408
"3926","PGEN_.00g018760",14,9,2,4,3,8,4,7
"3927","PGEN_.00g343990",49,34,26,51,43,48,41,32
"3928","PGEN_.00g127260",67,24,39,55,61,58,48,41
"3929","PGEN_.00g318240",11,7,11,14,5,4,11,8
"3930","PGEN_.00g111490",9,7,4,7,2,6,6,5
"3931","PGEN_.00g163250",55,90,49,44,39,52,68,56
"3932","PGEN_.00g274550",77,231,130,133,127,86,116,115
"3933","PGEN_.00g278670",64,34,33,48,46,71,67,38
"3934","PGEN_.00g314540",4,8,17,20,53,33,40,10
"3935","PGEN_.00g224770",6,2,5,4,7,8,3,4
"3936","PGEN_.00g166570",66,52,35,47,84,104,106,54
"3937","PGEN_.00g265410",10,5,6,7,6,8,16,5
"3938","PGEN_.00g266850",4,6,1,1,6,5,5,2
"3939","PGEN_.00g233800",109,159,134,171,129,184,86,124
"3940","PGEN_.00g049430",16,3,11,19,5,16,16,10
"3941","PGEN_.00g309360",6,3,0,3,0,2,3,0
"3942","PGEN_.00g330930",170,92,102,121,245,121,290,152
"3943","PGEN_.00g021500",33,16,21,25,26,41,33,19
"3944","PGEN_.00g012500",5,4,10,7,5,4,4,4
"3945","PGEN_.00g146100",129,88,78,171,108,213,143,117
"3946","PGEN_.00g177600",15,10,23,17,26,20,23,31
"3947","PGEN_.00g027830",7,5,4,2,3,2,4,4
"3948","PGEN_.00g305460",3,4,6,104,39,37,9,23
"3949","PGEN_.00g100590",15,8,13,9,14,14,21,10
"3950","PGEN_.00g279100",6,14,16,32,38,53,11,13
"3951","PGEN_.00g223200",18,5,17,13,21,25,12,9
"3952","PGEN_.00g274080",8,2,10,7,6,22,23,15
"3953","PGEN_.00g042210",9,11,9,16,17,13,15,9
"3954","PGEN_.00g346390",2,11,7,0,0,10,0,16
"3955","PGEN_.00g153270",0,0,4,3,1,6,5,0
"3956","PGEN_.00g116920",19,4,5,6,5,10,17,12
"3957","PGEN_.00g270700",22,9,7,6,8,16,10,6
"3958","PGEN_.00g346900",13,9,3,3,2,0,4,3
"3959","PGEN_.00g048740",102,25,93,40,132,278,304,236
"3960","PGEN_.00g340500",10,4,1,10,6,9,27,14
"3961","PGEN_.00g026540",9,6,7,13,10,11,10,9
"3962","PGEN_.00g113250",2,18,3,4,27,10,11,8
"3963","PGEN_.00g114200",37,13,52,74,83,68,10,26
"3964","PGEN_.00g141950",13,12,6,9,15,12,18,13
"3965","PGEN_.00g297110",8,1,3,9,8,19,8,6
"3966","PGEN_.00g237270",12,4,2,10,3,11,10,4
"3967","PGEN_.00g025990",37,13,15,31,20,34,35,23
"3968","PGEN_.00g126850",21,5,4,0,4,3,5,14
"3969","PGEN_.00g041740",69,51,19,69,19,60,25,55
"3970","PGEN_.00g024020",5,2,10,7,2,13,13,11
"3971","PGEN_.00g232380",4,3,0,4,2,2,3,0
"3972","PGEN_.00g271070",9,7,7,14,12,12,16,2
"3973","PGEN_.00g077140",0,0,7,3,0,0,9,4
"3974","PGEN_.00g114930",92,44,32,42,73,88,93,63
"3975","PGEN_.00g282080",15,7,10,9,7,7,18,8
"3976","PGEN_.00g296680",22,7,8,8,6,11,26,8
"3977","PGEN_.00g281260",5,2,6,3,4,7,3,5
"3978","PGEN_.00g152630",5,4,1,10,6,5,8,9
"3979","PGEN_.00g054090",10,5,8,13,8,19,10,17
"3980","PGEN_.00g155940",62,33,27,31,19,37,48,35
"3981","PGEN_.00g237490",48,20,21,24,26,32,53,20
"3982","PGEN_.00g063320",4,0,2,3,0,5,4,4
"3983","PGEN_.00g062050",13,10,11,17,9,15,14,10
"3984","PGEN_.00g101990",32,21,25,32,15,35,29,24
"3985","PGEN_.00g091200",8,3,1,2,6,8,12,9
"3986","PGEN_.00g251920",32,15,8,12,9,15,19,4
"3987","PGEN_.00g328700",1487,3068,2154,2353,2568,3555,2559,3568
"3988","PGEN_.00g231890",97,71,30,29,49,13,13,53
"3989","PGEN_.00g285680",2,11,15,7,7,1,2,8
"3990","PGEN_.00g015140",37,48,28,25,24,46,40,39
"3991","PGEN_.00g071590",2,0,4,5,3,5,7,0
"3992","PGEN_.00g122420",464,311,361,461,413,601,504,496
"3993","PGEN_.00g322280",37,16,53,29,36,57,36,32
"3994","PGEN_.00g329250",23,12,15,28,13,15,23,17
"3995","PGEN_.00g051110",302,169,132,194,184,222,261,172
"3996","PGEN_.00g165140",6,6,7,14,18,0,28,17
"3997","PGEN_.00g209510",518,385,278,207,250,158,202,206
"3998","PGEN_.00g308800",22,9,8,8,3,19,30,12
"3999","PGEN_.00g144670",20,2,5,10,15,9,8,15
"4000","PGEN_.00g291180",34,29,16,23,26,28,38,20
"4001","PGEN_.00g022070",13,3,1,6,12,9,9,4
"4002","PGEN_.00g248150",22,67,51,45,64,56,9,120
"4003","PGEN_.00g158590",9,9,6,15,14,11,10,4
"4004","PGEN_.00g272030",29,12,3,1,5,3,14,0
"4005","PGEN_.00g288010",24,6,3,15,8,16,24,4
"4006","PGEN_.00g273340",37,14,12,11,7,13,32,10
"4007","PGEN_.00g069600",46,41,28,72,46,77,50,81
"4008","PGEN_.00g078260",55,60,43,93,77,100,45,58
"4009","PGEN_.00g029330",10,9,5,6,6,6,14,6
"4010","PGEN_.00g101170",391,204,194,246,282,356,342,214
"4011","PGEN_.00g065050",86,27,37,66,71,80,66,39
"4012","PGEN_.00g202420",4,3,0,3,3,5,0,3
"4013","PGEN_.00g227060",22,7,34,40,45,71,57,27
"4014","PGEN_.00g158330",3310,1958,1923,2685,2379,2242,2817,2237
"4015","PGEN_.00g026310",3743,2497,2174,2675,2712,2400,2148,2321
"4016","PGEN_.00g292370",24,28,27,69,31,44,57,29
"4017","PGEN_.00g247120",49,31,37,59,48,82,62,49
"4018","PGEN_.00g053400",25,18,19,6,6,14,7,17
"4019","PGEN_.00g246290",14,8,8,11,3,5,9,5
"4020","PGEN_.00g196000",19,17,8,14,21,18,17,10
"4021","PGEN_.00g104820",0,5,1,2,3,4,7,0
"4022","PGEN_.00g246740",14,13,6,9,8,26,24,19
"4023","PGEN_.00g072100",49,45,12,31,53,49,55,29
"4024","PGEN_.00g100560",14,7,5,7,12,9,7,6
"4025","PGEN_.00g154900",158,123,176,123,206,319,203,233
"4026","PGEN_.00g325610",12,2,1,1,5,5,5,0
"4027","PGEN_.00g068260",27,14,13,12,7,17,14,18
"4028","PGEN_.00g257430",10,11,3,0,2,4,2,5
"4029","PGEN_.00g073850",4,0,9,5,15,6,1,0
"4030","PGEN_.00g284640",12,8,5,10,5,10,4,7
"4031","PGEN_.00g320060",36,74,24,52,54,67,33,48
"4032","PGEN_.00g061770",9,33,23,7,26,26,15,36
"4033","PGEN_.00g333660",5,5,3,9,2,5,3,5
"4034","PGEN_.00g175450",12,2,2,1,2,5,4,3
"4035","PGEN_.00g039830",387,312,140,234,196,238,180,159
"4036","PGEN_.00g030380",29,9,8,8,7,10,20,8
"4037","PGEN_.00g064720",12,6,4,7,7,7,23,6
"4038","PGEN_.00g253220",11,12,8,16,9,15,5,12
"4039","PGEN_.00g187250",18,14,7,11,30,16,16,17
"4040","PGEN_.00g320390",3,6,2,3,0,4,0,0
"4041","PGEN_.00g110220",9,8,5,16,5,7,2,8
"4042","PGEN_.00g296320",5,0,0,6,1,7,0,4
"4043","PGEN_.00g290440",26,12,9,8,13,22,15,21
"4044","PGEN_.00g031380",22,15,15,13,14,19,30,12
"4045","PGEN_.00g139150",47,30,18,40,33,36,24,31
"4046","PGEN_.00g254160",6,8,0,7,6,6,7,8
"4047","PGEN_.00g270060",16,6,4,6,5,5,8,1
"4048","PGEN_.00g143590",104,55,50,93,51,109,142,81
"4049","PGEN_.00g320930",11,4,10,12,9,11,13,7
"4050","PGEN_.00g066760",43,11,14,10,10,16,25,5
"4051","PGEN_.00g030650",145,68,72,107,79,66,80,72
"4052","PGEN_.00g326570",71,55,42,63,85,68,63,79
"4053","PGEN_.00g063040",20,12,7,35,25,31,45,19
"4054","PGEN_.00g056160",15,6,5,8,0,13,32,6
"4055","PGEN_.00g173140",20,9,91,39,157,80,81,17
"4056","PGEN_.00g000970",27,30,26,42,28,58,56,40
"4057","PGEN_.00g251260",7,2,14,3,17,37,12,4
"4058","PGEN_.00g184250",67,31,23,33,49,75,52,42
"4059","PGEN_.00g238260",19,8,6,9,15,13,28,14
"4060","PGEN_.00g132560",9,5,8,15,8,13,7,13
"4061","PGEN_.00g176530",1096,185,37,234,160,66,117,151
"4062","PGEN_.00g220400",21,6,7,3,4,5,14,8
"4063","PGEN_.00g023060",4,9,4,1,11,4,8,15
"4064","PGEN_.00g263820",1,3,2,7,3,0,2,2
"4065","PGEN_.00g096750",6,5,2,2,2,9,4,3
"4066","PGEN_.00g251480",4,0,2,4,3,0,2,2
"4067","PGEN_.00g104450",4,2,0,4,1,7,9,4
"4068","PGEN_.00g185120",215,193,128,179,153,168,124,139
"4069","PGEN_.00g205900",54,34,27,62,21,34,47,42
"4070","PGEN_.00g347610",11,5,16,15,12,57,29,5
"4071","PGEN_.00g176390",27,6,7,8,3,11,19,4
"4072","PGEN_.00g343500",664,630,605,933,745,1170,692,1143
"4073","PGEN_.00g179710",28,22,23,18,21,15,7,11
"4074","PGEN_.00g315920",2,2,4,3,6,2,5,7
"4075","PGEN_.00g175840",24,28,16,24,32,36,15,33
"4076","PGEN_.00g171540",122,43,40,53,74,30,58,43
"4077","PGEN_.00g252900",72,17,14,24,19,42,42,17
"4078","PGEN_.00g256280",30,63,36,64,37,75,77,83
"4079","PGEN_.00g003520",42,58,53,31,28,44,51,31
"4080","PGEN_.00g108790",58,81,65,59,77,85,116,40
"4081","PGEN_.00g047550",11,12,9,13,10,14,10,9
"4082","PGEN_.00g109220",4,0,0,5,2,5,2,9
"4083","PGEN_.00g160220",26,24,5,8,9,22,13,7
"4084","PGEN_.00g078740",3,1,1,5,7,9,2,3
"4085","PGEN_.00g045950",7,4,7,2,9,10,6,7
"4086","PGEN_.00g006460",27,4,11,22,14,24,22,9
"4087","PGEN_.00g121840",287,176,169,276,212,272,251,247
"4088","PGEN_.00g050400",15,7,5,6,8,4,6,11
"4089","PGEN_.00g213580",4,0,0,3,5,0,7,2
"4090","PGEN_.00g042450",47,53,38,42,40,56,50,56
"4091","PGEN_.00g038820",13,6,6,8,4,5,4,2
"4092","PGEN_.00g120460",27,14,4,13,13,37,22,22
"4093","PGEN_.00g199580",20,15,13,18,19,22,18,11
"4094","PGEN_.00g195600",3,4,11,6,6,9,12,13
"4095","PGEN_.00g128670",2,1,5,4,2,4,1,3
"4096","PGEN_.00g178190",38,23,27,26,47,39,33,62
"4097","PGEN_.00g222060",6,5,3,11,5,11,7,5
"4098","PGEN_.00g035630",4,5,0,4,2,6,8,6
"4099","PGEN_.00g344990",2,8,20,29,45,49,18,5
"4100","PGEN_.00g216640",256,132,119,163,184,145,137,117
"4101","PGEN_.00g046200",12,17,40,25,15,7,28,10
"4102","PGEN_.00g048370",4,2,2,2,6,4,6,6
"4103","PGEN_.00g264960",35,15,20,30,37,33,34,23
"4104","PGEN_.00g001160",9,8,8,13,16,22,14,26
"4105","PGEN_.00g047430",0,5,3,2,4,0,0,4
"4106","PGEN_.00g015380",5,15,6,25,10,7,7,16
"4107","PGEN_.00g347970",30,33,16,16,26,35,34,46
"4108","PGEN_.00g329010",51,40,30,37,40,42,42,36
"4109","PGEN_.00g080290",5,2,5,2,15,2,6,2
"4110","PGEN_.00g001780",6,3,5,7,5,6,4,10
"4111","PGEN_.00g019720",15,26,19,15,20,19,21,15
"4112","PGEN_.00g122020",5,2,13,13,45,45,9,6
"4113","PGEN_.00g131240",122,100,75,82,94,133,112,89
"4114","PGEN_.00g338640",25,7,23,25,18,32,50,23
"4115","PGEN_.00g304810",12,4,17,15,32,15,24,7
"4116","PGEN_.00g272230",12,11,4,11,7,12,18,12
"4117","PGEN_.00g197510",367,297,217,290,275,307,372,262
"4118","PGEN_.00g198720",6,4,6,12,4,0,9,5
"4119","PGEN_.00g007780",3,4,4,4,5,0,4,3
"4120","PGEN_.00g011260",7,8,7,3,8,10,8,8
"4121","PGEN_.00g303450",4423,3245,2393,2971,3385,3155,3318,3039
"4122","PGEN_.00g193600",11,8,4,16,10,14,15,7
"4123","PGEN_.00g237820",3,8,0,5,0,0,4,2
"4124","PGEN_.00g332110",23,28,13,45,38,48,28,49
"4125","PGEN_.00g126300",32,22,21,46,19,47,35,47
"4126","PGEN_.00g000780",19,9,6,4,5,9,2,2
"4127","PGEN_.00g272580",2,0,13,10,19,6,8,4
"4128","PGEN_.00g162330",0,22,11,42,14,75,8,56
"4129","PGEN_.00g009230",13,11,7,14,7,16,17,11
"4130","PGEN_.00g263580",9,0,4,11,8,13,17,2
"4131","PGEN_.00g000360",9,7,5,8,11,10,12,13
"4132","PGEN_.00g122680",5,0,3,2,4,5,2,0
"4133","PGEN_.00g114420",11,3,12,17,16,20,8,17
"4134","PGEN_.00g308750",23,9,8,8,3,17,25,10
"4135","PGEN_.00g083240",4,7,2,3,5,6,4,6
"4136","PGEN_.00g116480",27,22,9,24,18,24,23,14
"4137","PGEN_.00g208950",10,6,28,21,55,41,10,7
"4138","PGEN_.00g017830",21,15,26,29,31,28,22,15
"4139","PGEN_.00g053240",5,0,11,9,11,22,6,6
"4140","PGEN_.00g082590",281,194,125,139,166,169,139,139
"4141","PGEN_.00g318950",9,5,0,0,2,6,12,0
"4142","PGEN_.00g346200",259,168,145,206,174,288,264,205
"4143","PGEN_.00g055830",31,18,10,12,7,24,28,12
"4144","PGEN_.00g196640",22,7,8,8,11,18,18,15
"4145","PGEN_.00g242080",31,14,15,34,26,44,40,19
"4146","PGEN_.00g304100",6,4,0,4,2,9,0,2
"4147","PGEN_.00g192550",44,60,25,27,21,35,47,30
"4148","PGEN_.00g262180",11,23,21,16,24,18,13,12
"4149","PGEN_.00g198890",117,57,59,72,67,87,78,75
"4150","PGEN_.00g274320",158,64,75,146,95,155,129,132
"4151","PGEN_.00g325450",7,1,3,1,4,0,4,4
"4152","PGEN_.00g297830",1,3,2,8,2,4,4,1
"4153","PGEN_.00g230880",38,84,37,24,116,69,41,119
"4154","PGEN_.00g301570",0,2,0,5,5,4,7,8
