"","Gene.ID","SG117","SG137","SG38","SG97","SG88","SG87","SG98","SG37"
"11274","PGEN_.00g315340",12,5,7,12,19,13,14,8
"11275","PGEN_.00g256240",5,0,5,5,3,7,6,2
"11276","PGEN_.00g037050",34,12,22,27,42,55,29,20
"11277","PGEN_.00g096330",14,6,12,7,17,16,16,13
"11278","PGEN_.00g220190",42,18,19,22,18,42,24,23
"11279","PGEN_.00g003380",82,59,59,72,59,74,72,63
"11280","PGEN_.00g104490",6,3,2,0,4,0,0,0
"11281","PGEN_.00g108130",40,10,2,4,21,27,33,11
"11282","PGEN_.00g167750",94,45,62,81,82,129,92,93
"11283","PGEN_.00g002470",6,5,4,2,4,4,7,5
"11284","PGEN_.00g347650",6,5,0,1,2,5,5,2
"11285","PGEN_.00g179750",20,6,9,16,11,13,12,22
"11286","PGEN_.00g223080",77,72,73,135,107,125,102,124
"11287","PGEN_.00g207650",37,20,13,64,16,70,26,26
"11288","PGEN_.00g034500",21,7,8,7,0,4,11,5
"11289","PGEN_.00g120280",42,31,32,29,30,24,31,26
"11290","PGEN_.00g049060",35,7,7,9,25,30,41,11
"11291","PGEN_.00g249860",10,23,20,36,34,22,10,10
"11292","PGEN_.00g261570",6,2,12,5,3,9,14,9
"11293","PGEN_.00g050440",25,14,9,10,23,15,19,12
"11294","PGEN_.00g112630",44,18,40,36,31,35,48,28
"11295","PGEN_.00g328320",5,5,0,6,2,4,10,7
"11296","PGEN_.00g178150",7,6,4,7,4,8,6,5
"11297","PGEN_.00g174860",0,0,6,3,4,2,9,0
"11298","PGEN_.00g170360",74,38,41,26,40,39,41,36
"11299","PGEN_.00g245100",104,91,118,122,92,150,147,132
"11300","PGEN_.00g216600",2,2,8,4,3,6,2,4
"11301","PGEN_.00g230070",58,29,26,43,46,49,44,37
"11302","PGEN_.00g249280",3,0,3,0,3,2,0,3
"11303","PGEN_.00g166830",35,12,13,21,26,24,24,9
"11304","PGEN_.00g195570",3,2,4,5,3,6,2,2
"11305","PGEN_.00g018010",12,16,7,24,18,22,13,14
"11306","PGEN_.00g035360",22,6,0,4,10,13,15,10
"11307","PGEN_.00g264920",13,4,12,8,5,4,2,2
"11308","PGEN_.00g000290",6,0,0,2,2,5,6,6
"11309","PGEN_.00g319050",5,0,6,7,3,3,1,2
"11310","PGEN_.00g316080",22,11,19,20,25,38,27,13
"11311","PGEN_.00g302760",4,9,13,5,6,15,10,7
"11312","PGEN_.00g341160",13,7,11,4,4,9,10,12
"11313","PGEN_.00g271890",23,5,7,9,12,10,4,12
"11314","PGEN_.00g329050",139,176,146,122,156,400,231,321
"11315","PGEN_.00g161640",14,20,19,17,26,28,26,14
"11316","PGEN_.00g316550",2,17,7,9,5,8,15,12
"11317","PGEN_.00g091950",18,21,20,18,25,25,19,26
"11318","PGEN_.00g087700",12,10,2,2,3,10,6,3
"11319","PGEN_.00g011190",11,8,2,2,2,2,4,0
"11320","PGEN_.00g015430",2,1,8,3,6,9,3,9
"11321","PGEN_.00g021770",14,62,37,46,54,53,56,82
"11322","PGEN_.00g111820",2,3,0,5,2,8,3,4
"11323","PGEN_.00g019760",43,24,102,24,64,77,41,75
"11324","PGEN_.00g027240",14,11,10,16,17,17,18,10
"11325","PGEN_.00g083280",4,6,5,10,12,16,6,5
"11326","PGEN_.00g116440",11,28,10,30,15,8,30,30
"11327","PGEN_.00g182670",8,4,1,5,1,3,3,2
"11328","PGEN_.00g145870",43,43,25,42,33,56,26,42
"11329","PGEN_.00g193640",41,54,55,40,49,69,62,45
"11330","PGEN_.00g225340",5,3,2,2,2,3,2,10
"11331","PGEN_.00g055250",11,7,6,17,9,5,13,11
"11332","PGEN_.00g273630",7,4,11,14,17,28,5,5
"11333","PGEN_.00g324760",20,18,14,43,9,29,11,16
"11334","PGEN_.00g021970",15,7,5,8,2,0,16,6
"11335","PGEN_.00g300260",389,436,267,324,446,342,238,369
"11336","PGEN_.00g026190",324,211,381,385,596,944,514,313
"11337","PGEN_.00g094820",4,1,2,5,5,2,11,4
"11338","PGEN_.00g282990",33,21,129,126,312,234,97,70
"11339","PGEN_.00g265640",25,18,16,9,20,26,9,17
"11340","PGEN_.00g028330",24,73,45,67,70,67,58,96
"11341","PGEN_.00g092790",113,260,203,222,242,202,234,260
"11342","PGEN_.00g346240",7,6,4,10,10,6,1,3
"11343","PGEN_.00g147420",11,2,3,8,3,3,12,1
"11344","PGEN_.00g196680",33,32,25,48,35,70,51,65
"11345","PGEN_.00g242040",13,22,5,16,24,3,9,10
"11346","PGEN_.00g083130",6,2,3,2,7,15,7,3
"11347","PGEN_.00g009300",19,16,13,14,13,13,18,19
"11348","PGEN_.00g293370",6,2,4,3,3,4,5,4
"11349","PGEN_.00g082660",42,22,32,74,36,58,49,41
"11350","PGEN_.00g258960",27,12,12,16,11,17,17,29
"11351","PGEN_.00g146750",6,10,2,5,1,5,2,4
"11352","PGEN_.00g274360",37,79,27,29,63,86,77,33
"11353","PGEN_.00g325490",25,44,24,39,51,38,33,54
"11354","PGEN_.00g297870",15,15,18,21,16,13,22,22
"11355","PGEN_.00g305010",15,15,13,14,13,17,6,19
"11356","PGEN_.00g281870",36,40,50,55,77,86,75,106
"11357","PGEN_.00g279590",50,97,446,513,778,996,233,151
"11358","PGEN_.00g318860",27,8,15,8,6,10,18,19
"11359","PGEN_.00g077800",10,2,3,8,9,4,17,6
"11360","PGEN_.00g061820",2,9,20,10,26,21,9,6
"11361","PGEN_.00g115490",131,44,69,85,49,118,148,91
"11362","PGEN_.00g094790",41,18,14,15,16,16,8,15
"11363","PGEN_.00g280830",23,12,11,11,7,11,17,15
"11364","PGEN_.00g321640",15,12,12,14,21,21,23,10
"11365","PGEN_.00g255320",4,2,2,2,0,6,6,8
"11366","PGEN_.00g090230",3,5,4,9,16,8,5,9
"11367","PGEN_.00g143700",3,6,1,4,6,6,2,2
"11368","PGEN_.00g240940",72,78,128,194,368,303,126,100
"11369","PGEN_.00g047310",9,26,11,13,10,16,9,18
"11370","PGEN_.00g334930",3,5,2,2,1,4,1,4
"11371","PGEN_.00g181610",82,43,37,56,56,82,68,79
"11372","PGEN_.00g138080",10,1,3,6,3,6,5,5
"11373","PGEN_.00g015880",432,384,293,437,453,474,412,379
"11374","PGEN_.00g290130",93,46,46,76,73,75,72,43
"11375","PGEN_.00g237000",3,3,7,4,17,23,8,8
"11376","PGEN_.00g089670",21,6,4,5,3,7,10,3
"11377","PGEN_.00g157920",3,2,2,3,2,4,3,2
"11378","PGEN_.00g025500",15,11,5,10,15,20,16,7
"11379","PGEN_.00g291840",1,4,3,3,1,5,5,5
"11380","PGEN_.00g010900",5,1,6,2,7,7,6,10
"11381","PGEN_.00g154890",17,19,16,13,10,25,20,32
"11382","PGEN_.00g071920",5,2,2,5,5,0,0,1
"11383","PGEN_.00g271280",12,6,0,11,2,6,3,6
"11384","PGEN_.00g090490",22,16,181,17,18,18,307,28
"11385","PGEN_.00g009460",4,7,5,0,3,6,4,0
"11386","PGEN_.00g036450",10,2,4,9,2,10,5,4
"11387","PGEN_.00g091540",60,21,19,17,11,27,55,18
"11388","PGEN_.00g328040",19,3,10,5,7,2,3,3
"11389","PGEN_.00g092890",18,3,12,16,14,13,27,17
"11390","PGEN_.00g155710",58,29,37,74,61,71,67,39
"11391","PGEN_.00g063530",5,7,4,7,8,4,0,3
"11392","PGEN_.00g119580",4,5,4,14,20,12,3,6
"11393","PGEN_.00g208580",112,31,58,69,46,97,91,74
"11394","PGEN_.00g023220",0,5,3,1,4,3,5,0
"11395","PGEN_.00g056240",23,5,5,11,5,7,21,13
"11396","PGEN_.00g054390",20,35,25,36,29,52,43,40
"11397","PGEN_.00g215490",7,4,9,16,15,13,14,8
"11398","PGEN_.00g189340",188,102,76,80,114,119,70,82
"11399","PGEN_.00g204390",10,0,3,9,7,10,2,8
"11400","PGEN_.00g229830",30,19,11,18,13,43,23,19
"11401","PGEN_.00g334040",8,18,2,8,0,0,8,4
"11402","PGEN_.00g240920",58,2,5,0,5,4,6,23
"11403","PGEN_.00g289680",6,7,2,2,2,6,6,6
"11404","PGEN_.00g204780",2,0,0,3,2,7,3,5
"11405","PGEN_.00g182990",29,22,18,14,15,23,15,23
"11406","PGEN_.00g281050",8,21,23,30,17,48,52,26
"11407","PGEN_.00g008730",16,3,4,4,0,3,14,0
"11408","PGEN_.00g277500",23,15,13,19,24,31,38,20
"11409","PGEN_.00g066060",12,2,3,3,4,3,4,3
"11410","PGEN_.00g310060",14,13,17,26,10,26,7,4
"11411","PGEN_.00g278850",7,3,13,22,40,17,18,2
"11412","PGEN_.00g062660",16,21,14,7,0,9,9,4
"11413","PGEN_.00g066960",192,70,52,57,50,43,51,55
"11414","PGEN_.00g075330",6,4,2,6,5,0,3,2
"11415","PGEN_.00g149360",75,63,48,47,74,80,45,61
"11416","PGEN_.00g167440",15,14,7,16,17,6,21,10
"11417","PGEN_.00g256000",2754,1215,612,1051,951,586,777,1021
"11418","PGEN_.00g098800",1,0,3,6,4,21,4,4
"11419","PGEN_.00g212140",2,2,2,2,4,3,4,3
"11420","PGEN_.00g164400",153,80,92,81,67,105,142,88
"11421","PGEN_.00g135240",7,6,5,4,3,11,3,5
"11422","PGEN_.00g203940",68,67,68,100,82,100,79,100
"11423","PGEN_.00g030430",98,112,76,109,100,109,124,100
"11424","PGEN_.00g207250",3,3,3,3,2,3,5,5
"11425","PGEN_.00g059640",96,71,44,60,72,93,105,74
"11426","PGEN_.00g131540",13,14,15,14,14,14,8,8
"11427","PGEN_.00g253560",34,60,64,74,66,125,88,90
"11428","PGEN_.00g292180",17,16,11,20,18,22,22,14
"11429","PGEN_.00g317590",4,0,2,5,9,3,5,1
"11430","PGEN_.00g265700",2,4,1,1,4,4,7,0
"11431","PGEN_.00g245170",50,47,28,95,80,95,74,44
"11432","PGEN_.00g073990",184,85,82,111,150,145,138,127
"11433","PGEN_.00g317040",2,1,4,5,4,4,8,6
"11434","PGEN_.00g287450",6,6,3,2,2,0,5,4
"11435","PGEN_.00g134110",300,119,151,235,197,285,286,227
"11436","PGEN_.00g256910",43,7,9,9,8,12,25,6
"11437","PGEN_.00g227690",20,10,15,15,14,28,23,14
"11438","PGEN_.00g100110",79,56,59,75,63,99,89,77
"11439","PGEN_.00g154590",45,33,2,15,5,2,35,17
"11440","PGEN_.00g176880",2,3,5,1,0,6,7,5
"11441","PGEN_.00g126720",2,3,3,9,11,28,9,3
"11442","PGEN_.00g080010",4,7,4,0,6,4,0,7
"11443","PGEN_.00g217390",11,2,0,4,1,4,8,0
"11444","PGEN_.00g175600",63,28,37,47,45,55,61,47
"11445","PGEN_.00g214840",23,22,6,14,10,22,36,12
"11446","PGEN_.00g210540",7,6,0,3,4,0,2,4
"11447","PGEN_.00g035160",28,21,14,22,21,34,26,29
"11448","PGEN_.00g227520",118,104,86,168,155,192,152,171
"11449","PGEN_.00g348940",10,4,4,3,9,5,10,7
"11450","PGEN_.00g212680",29,13,12,11,12,17,18,15
"11451","PGEN_.00g173600",15,2,0,5,0,2,4,4
"11452","PGEN_.00g264970",0,5,2,4,21,16,5,4
"11453","PGEN_.00g128730",9,0,3,5,1,5,10,5
"11454","PGEN_.00g222340",7,2,2,5,2,6,10,0
"11455","PGEN_.00g060180",295,197,88,211,151,157,233,168
"11456","PGEN_.00g313740",13,8,4,8,8,12,5,6
"11457","PGEN_.00g058530",9,12,12,8,36,19,11,3
"11458","PGEN_.00g045790",7,15,10,16,16,16,43,22
"11459","PGEN_.00g219440",40,25,20,25,11,26,25,23
"11460","PGEN_.00g273140",7,0,0,0,5,2,5,4
"11461","PGEN_.00g187460",21,14,10,9,12,12,14,7
"11462","PGEN_.00g162860",53,26,24,32,18,47,45,22
"11463","PGEN_.00g003880",5,3,2,0,2,6,2,2
"11464","PGEN_.00g238580",22,5,4,21,14,15,17,6
"11465","PGEN_.00g035830",4,4,2,2,0,2,3,4
"11466","PGEN_.00g219190",21,1,5,6,12,20,20,11
"11467","PGEN_.00g129060",2,3,4,3,3,3,2,2
"11468","PGEN_.00g221690",4,2,0,3,9,11,11,8
"11469","PGEN_.00g043820",38,29,20,40,46,65,46,47
"11470","PGEN_.00g251070",12,7,9,27,14,26,18,12
"11471","PGEN_.00g238050",2,2,31,20,34,36,17,10
"11472","PGEN_.00g006900",12,13,3,2,11,5,10,8
"11473","PGEN_.00g043790",60,53,44,49,70,69,92,63
"11474","PGEN_.00g345330",11,20,11,13,12,26,8,5
"11475","PGEN_.00g224180",1322,1559,1104,1163,1249,1519,1453,1690
"11476","PGEN_.00g009100",10,6,4,13,4,7,10,7
"11477","PGEN_.00g311070",22,8,5,3,9,7,6,6
"11478","PGEN_.00g336960",10,14,4,5,8,10,8,7
"11479","PGEN_.00g019350",0,1,4,2,4,10,6,3
"11480","PGEN_.00g262300",5,5,5,6,2,2,10,2
"11481","PGEN_.00g249120",13,8,4,5,5,6,14,4
"11482","PGEN_.00g083730",12,9,3,7,4,0,4,2
"11483","PGEN_.00g048910",31,33,13,28,38,43,53,39
"11484","PGEN_.00g220250",8,12,6,9,5,8,7,1
"11485","PGEN_.00g246830",11,2,4,4,0,0,8,5
"11486","PGEN_.00g046540",59,28,35,35,29,54,40,31
"11487","PGEN_.00g273850",14,13,7,15,13,21,17,18
"11488","PGEN_.00g179120",10,2,5,5,3,9,3,2
"11489","PGEN_.00g340770",2,2,12,27,16,55,28,13
"11490","PGEN_.00g039290",15,5,10,19,13,34,2,26
"11491","PGEN_.00g081000",26,47,24,39,38,55,35,65
"11492","PGEN_.00g237640",11,16,11,14,17,15,15,5
"11493","PGEN_.00g233550",2,4,2,5,3,10,6,4
"11494","PGEN_.00g049740",808,476,486,521,547,753,656,609
"11495","PGEN_.00g334480",118,73,80,110,72,86,230,77
"11496","PGEN_.00g014040",8,15,6,26,16,17,15,17
"11497","PGEN_.00g045890",6,3,0,6,6,11,6,4
"11498","PGEN_.00g041530",11,7,3,7,4,7,2,0
"11499","PGEN_.00g306250",3,5,2,1,0,4,1,0
"11500","PGEN_.00g195290",20,13,13,25,15,20,17,16
"11501","PGEN_.00g307120",45,28,35,55,45,90,81,41
"11502","PGEN_.00g194520",13,9,7,7,7,24,13,15
"11503","PGEN_.00g165790",6,5,11,11,16,13,6,14
"11504","PGEN_.00g049290",71,81,70,91,69,116,82,75
"11505","PGEN_.00g330470",32,7,20,14,14,14,32,21
"11506","PGEN_.00g152020",5,6,2,2,5,7,3,2
"11507","PGEN_.00g155550",21,2,4,6,11,14,17,6
"11508","PGEN_.00g159670",8,107,34,21,30,98,34,43
"11509","PGEN_.00g001370",12,11,6,4,12,10,7,7
"11510","PGEN_.00g271910",13,51,20,3,19,24,8,42
"11511","PGEN_.00g089340",11,5,3,2,5,6,0,2
"11512","PGEN_.00g080350",3,0,5,2,7,0,5,0
"11513","PGEN_.00g195430",31,28,33,10,20,19,33,23
"11514","PGEN_.00g322630",7,6,5,2,2,3,10,1
"11515","PGEN_.00g329620",10,4,0,4,3,2,5,2
"11516","PGEN_.00g117610",34,64,18,29,29,52,67,45
"11517","PGEN_.00g189180",5,12,8,10,4,14,10,17
"11518","PGEN_.00g217060",5,1,3,5,1,5,3,5
"11519","PGEN_.00g342840",1922,2291,1199,1684,2503,1005,1902,2217
"11520","PGEN_.00g192800",17,6,11,15,14,20,4,14
"11521","PGEN_.00g240740",136,265,151,198,124,145,162,234
"11522","PGEN_.00g036290",53,44,23,38,39,37,58,40
"11523","PGEN_.00g010430",51,20,35,34,35,36,37,25
"11524","PGEN_.00g088830",16,9,11,12,9,5,6,6
"11525","PGEN_.00g085800",44,62,126,95,289,156,40,64
"11526","PGEN_.00g258310",24,37,10,16,21,22,15,17
"11527","PGEN_.00g011520",3,3,0,0,3,4,2,2
"11528","PGEN_.00g303330",17,10,8,15,14,21,7,10
"11529","PGEN_.00g016550",5,0,3,7,7,7,7,10
"11530","PGEN_.00g319240",86,27,13,24,25,20,17,8
"11531","PGEN_.00g056800",22,19,15,11,8,7,15,17
"11532","PGEN_.00g008390",24,17,11,15,28,25,12,18
"11533","PGEN_.00g283960",53,21,14,24,25,19,35,28
"11534","PGEN_.00g272750",56,12,15,19,9,20,25,22
"11535","PGEN_.00g231170",76,31,31,44,44,61,71,36
"11536","PGEN_.00g111610",12,11,9,10,6,10,12,9
"11537","PGEN_.00g252010",5,3,7,7,7,7,4,13
"11538","PGEN_.00g259040",10,8,4,10,26,19,20,15
"11539","PGEN_.00g122210",6,3,5,14,13,20,20,15
"11540","PGEN_.00g068090",14,12,7,19,12,20,9,18
"11541","PGEN_.00g253760",110,92,74,107,144,135,112,101
"11542","PGEN_.00g205300",42,20,25,32,35,50,41,26
"11543","PGEN_.00g026780",8,7,8,3,4,8,11,10
"11544","PGEN_.00g025320",63,46,29,57,38,49,70,52
"11545","PGEN_.00g017600",25,23,10,9,10,11,16,7
"11546","PGEN_.00g309430",3,8,4,8,8,6,8,8
"11547","PGEN_.00g021830",144,85,67,163,86,176,116,115
"11548","PGEN_.00g053670",8,4,0,4,2,3,6,4
"11549","PGEN_.00g012070",48,3,6,5,12,3,25,7
"11550","PGEN_.00g027780",12,10,3,4,11,6,4,3
"11551","PGEN_.00g013380",46,47,41,55,62,81,65,43
"11552","PGEN_.00g305190",14,1,0,4,7,7,2,3
"11553","PGEN_.00g086590",4,4,3,2,7,6,9,4
"11554","PGEN_.00g247820",3,4,2,2,1,2,2,6
"11555","PGEN_.00g149830",10,16,8,10,10,22,11,11
"11556","PGEN_.00g112330",12,10,11,16,12,12,5,16
"11557","PGEN_.00g031470",3,3,2,4,2,4,8,3
"11558","PGEN_.00g324130",13,11,4,12,9,9,8,6
"11559","PGEN_.00g021780",103,263,130,211,192,275,195,326
"11560","PGEN_.00g246190",22,6,2,16,7,12,11,18
"11561","PGEN_.00g118700",130,165,101,199,186,237,175,191
"11562","PGEN_.00g092610",36,84,59,67,128,91,44,57
"11563","PGEN_.00g012380",9,6,0,16,6,21,3,17
"11564","PGEN_.00g300010",39,28,33,39,35,46,44,53
"11565","PGEN_.00g154750",5,16,2,13,8,10,10,11
"11566","PGEN_.00g143250",54,46,26,48,48,63,76,40
"11567","PGEN_.00g102260",57,4,19,79,47,83,55,75
"11568","PGEN_.00g268000",3,11,8,5,4,6,9,8
"11569","PGEN_.00g053090",4,4,7,2,4,2,7,4
"11570","PGEN_.00g258880",57,3,7,7,16,13,59,15
"11571","PGEN_.00g270270",6,2,6,11,15,4,7,18
"11572","PGEN_.00g024490",57,55,35,25,41,62,58,70
"11573","PGEN_.00g196490",196,36,47,43,49,19,42,101
"11574","PGEN_.00g059930",1,7,2,0,5,7,0,0
"11575","PGEN_.00g192380",6,3,2,5,11,6,4,0
"11576","PGEN_.00g102190",13,1,1,5,4,1,9,5
"11577","PGEN_.00g228970",15,14,11,16,18,21,21,10
"11578","PGEN_.00g085020",9,7,7,5,4,18,8,7
"11579","PGEN_.00g106680",3,13,5,0,4,9,3,5
"11580","PGEN_.00g061240",106,31,60,42,53,28,54,63
"11581","PGEN_.00g024140",2,4,6,19,9,29,9,5
"11582","PGEN_.00g030460",231,196,200,235,276,300,238,216
"11583","PGEN_.00g192030",16,12,6,5,3,7,15,11
"11584","PGEN_.00g305220",7,6,7,15,9,9,8,1
"11585","PGEN_.00g311680",5,2,1,2,11,0,17,3
"11586","PGEN_.00g076740",8,0,8,13,9,13,12,7
"11587","PGEN_.00g188910",216,616,426,962,500,454,1138,484
"11588","PGEN_.00g236020",7,4,5,0,4,3,11,7
"11589","PGEN_.00g271580",10,13,9,11,14,19,17,18
"11590","PGEN_.00g290000",18,6,2,13,4,13,21,6
"11591","PGEN_.00g101550",7,7,3,0,5,5,6,9
"11592","PGEN_.00g214390",57,55,46,48,65,82,57,62
"11593","PGEN_.00g210830",16,4,10,2,7,10,14,8
"11594","PGEN_.00g255150",9,6,6,9,9,13,19,8
"11595","PGEN_.00g200420",122,109,94,90,113,154,147,121
"11596","PGEN_.00g059060",38,6,5,5,12,7,12,7
"11597","PGEN_.00g159990",36,15,2,19,15,9,29,19
"11598","PGEN_.00g031730",73,60,53,49,58,87,65,60
"11599","PGEN_.00g119420",340,422,346,237,382,400,448,321
"11600","PGEN_.00g251670",11,7,5,7,7,13,10,10
"11601","PGEN_.00g214640",2,4,4,9,11,6,1,3
"11602","PGEN_.00g033460",4,0,2,0,3,5,0,6
"11603","PGEN_.00g290300",20,2,9,14,6,6,14,8
"11604","PGEN_.00g185330",8,7,3,6,17,11,11,11
"11605","PGEN_.00g089820",9,21,10,19,18,17,18,12
"11606","PGEN_.00g209020",6,6,8,7,4,7,9,6
"11607","PGEN_.00g228240",105,162,93,72,75,94,95,87
"11608","PGEN_.00g003060",6,7,6,6,3,6,9,5
"11609","PGEN_.00g326180",5,0,0,4,0,4,7,1
"11610","PGEN_.00g295370",4,4,1,6,4,7,7,3
"11611","PGEN_.00g282200",18,7,12,18,17,15,10,8
"11612","PGEN_.00g276060",24,30,27,104,31,91,14,72
"11613","PGEN_.00g145740",14,8,8,7,7,11,19,16
"11614","PGEN_.00g277330",3,3,5,2,6,17,7,4
"11615","PGEN_.00g211870",6,7,6,3,7,7,0,11
"11616","PGEN_.00g063700",12,5,1,10,8,19,14,7
"11617","PGEN_.00g099250",10,7,2,5,4,8,2,4
"11618","PGEN_.00g058810",8,17,2,5,7,4,7,7
"11619","PGEN_.00g062250",11,8,4,11,8,8,15,11
"11620","PGEN_.00g187860",25,22,13,35,16,54,34,25
"11621","PGEN_.00g208770",63,39,52,85,78,90,72,49
"11622","PGEN_.00g065700",25,15,8,5,9,6,9,13
"11623","PGEN_.00g202110",0,3,5,5,4,6,5,18
"11624","PGEN_.00g006250",8,0,7,14,2,0,8,2
"11625","PGEN_.00g132220",5,6,5,8,12,25,4,7
"11626","PGEN_.00g145710",5,4,2,7,6,7,10,7
"11627","PGEN_.00g047960",18,13,17,12,13,15,12,13
"11628","PGEN_.00g128080",26,22,7,17,22,10,12,13
"11629","PGEN_.00g184880",0,7,0,0,4,8,4,0
"11630","PGEN_.00g227220",392,220,247,367,318,380,384,299
"11631","PGEN_.00g006780",6,1,2,5,3,4,3,7
"11632","PGEN_.00g142210",23,46,23,39,24,38,33,35
"11633","PGEN_.00g314990",9,5,5,6,6,7,9,4
"11634","PGEN_.00g216090",41,24,14,35,27,45,39,40
"11635","PGEN_.00g074870",39,31,38,60,54,71,47,56
"11636","PGEN_.00g135160",4,1,2,3,5,4,2,2
"11637","PGEN_.00g261320",22,22,22,33,23,32,33,25
"11638","PGEN_.00g108890",6,2,6,3,3,7,15,11
"11639","PGEN_.00g072430",0,4,5,3,6,10,7,2
"11640","PGEN_.00g260050",4,6,3,6,9,5,7,10
"11641","PGEN_.00g125330",22,45,7,8,42,109,82,11
"11642","PGEN_.00g154250",22,9,7,4,13,17,18,5
"11643","PGEN_.00g205460",29,10,35,24,21,36,20,21
"11644","PGEN_.00g005780",2,6,2,5,3,1,1,2
"11645","PGEN_.00g213110",6,2,3,5,6,2,5,0
"11646","PGEN_.00g228930",15,38,29,24,13,27,13,17
"11647","PGEN_.00g339230",7,6,4,1,1,46,0,4
"11648","PGEN_.00g120670",11,10,3,10,9,18,6,12
"11649","PGEN_.00g030980",46,19,19,13,17,24,37,25
"11650","PGEN_.00g150770",6,6,0,2,10,2,2,5
"11651","PGEN_.00g121100",8,2,0,6,10,10,8,6
"11652","PGEN_.00g125480",38,12,17,34,28,17,15,28
"11653","PGEN_.00g226570",41,18,30,30,17,28,42,36
"11654","PGEN_.00g136460",2,4,2,0,1,7,4,2
"11655","PGEN_.00g317360",4,42,14,26,29,34,11,16
"11656","PGEN_.00g130260",58,65,51,57,79,94,90,63
"11657","PGEN_.00g004780",19,0,3,0,4,1,8,6
"11658","PGEN_.00g019530",21,12,9,11,16,18,31,13
"11659","PGEN_.00g267580",12,5,5,1,4,7,4,10
"11660","PGEN_.00g126680",13,22,11,12,17,20,15,23
"11661","PGEN_.00g080190",27,17,8,8,13,14,36,19
"11662","PGEN_.00g287640",7,10,4,2,3,5,7,5
"11663","PGEN_.00g213800",23,8,4,6,10,16,8,8
"11664","PGEN_.00g312460",13,6,24,29,36,49,18,20
"11665","PGEN_.00g130480",13,18,10,19,25,15,25,13
"11666","PGEN_.00g116100",2,6,4,9,2,7,6,4
"11667","PGEN_.00g004120",21,46,57,61,52,60,49,48
"11668","PGEN_.00g201700",7,3,1,5,2,2,2,4
"11669","PGEN_.00g011720",14,12,7,18,15,14,14,16
"11670","PGEN_.00g060660",30,23,22,16,18,13,10,13
"11671","PGEN_.00g242500",0,40,67,74,54,0,0,0
"11672","PGEN_.00g028340",31,18,10,18,28,18,20,20
"11673","PGEN_.00g128500",6,0,4,2,7,0,1,5
"11674","PGEN_.00g238930",12,14,10,10,10,9,16,14
"11675","PGEN_.00g303680",27,16,13,38,14,36,0,7
"11676","PGEN_.00g043610",8,2,3,0,2,4,6,0
"11677","PGEN_.00g224220",7,6,2,3,5,7,8,6
"11678","PGEN_.00g069130",9,28,7,11,16,19,17,12
"11679","PGEN_.00g312280",3,5,2,2,4,5,3,2
"11680","PGEN_.00g316900",11,25,7,8,9,15,27,9
"11681","PGEN_.00g018720",5,3,0,3,7,4,3,7
"11682","PGEN_.00g263770",115,30,51,21,62,9,57,27
"11683","PGEN_.00g219250",78,37,22,50,37,50,42,36
"11684","PGEN_.00g269510",513,239,155,151,174,131,145,117
"11685","PGEN_.00g166530",32,17,14,22,20,23,41,23
"11686","PGEN_.00g122460",63,16,21,22,16,30,33,21
"11687","PGEN_.00g215350",40,5,6,49,19,5,37,3
"11688","PGEN_.00g341250",0,3,3,4,6,6,4,6
"11689","PGEN_.00g242030",4,6,2,5,4,0,2,2
"11690","PGEN_.00g225790",4,5,3,4,2,4,7,3
"11691","PGEN_.00g177390",4,2,4,8,10,13,5,16
"11692","PGEN_.00g062300",25,17,18,14,11,47,22,20
"11693","PGEN_.00g056350",2,4,4,2,4,5,2,2
"11694","PGEN_.00g172340",27,4,9,5,10,10,11,6
"11695","PGEN_.00g017190",488,472,283,517,438,292,332,338
"11696","PGEN_.00g274510",61,156,124,166,180,151,153,189
"11697","PGEN_.00g314500",8,11,11,14,21,33,16,15
"11698","PGEN_.00g279140",52,23,17,19,18,14,30,24
"11699","PGEN_.00g094450",12,73,6,25,30,15,27,44
"11700","PGEN_.00g002940",29,18,17,21,19,29,21,23
"11701","PGEN_.00g331000",6,7,1,5,3,3,4,10
"11702","PGEN_.00g201170",5,17,2,23,13,12,8,26
"11703","PGEN_.00g116240",47,34,25,50,40,53,72,52
"11704","PGEN_.00g085220",4,8,13,8,16,2,3,2
"11705","PGEN_.00g246970",36,43,24,29,42,42,39,31
"11706","PGEN_.00g048700",37,73,42,28,61,33,49,34
"11707","PGEN_.00g062810",9,19,10,35,18,23,6,15
"11708","PGEN_.00g125810",35,19,19,35,19,43,39,50
"11709","PGEN_.00g190130",0,0,3,5,7,0,0,8
"11710","PGEN_.00g305420",61,106,43,112,74,103,104,93
"11711","PGEN_.00g293380",10,4,4,13,2,5,5,20
"11712","PGEN_.00g056680",18,5,9,34,37,17,43,40
"11713","PGEN_.00g176110",17,1,6,3,6,10,14,7
"11714","PGEN_.00g014360",12,4,8,7,11,8,23,8
"11715","PGEN_.00g306190",24,60,72,223,183,300,100,75
"11716","PGEN_.00g120330",43,18,39,39,43,51,48,37
"11717","PGEN_.00g057550",7,7,7,21,31,56,14,7
"11718","PGEN_.00g140020",150,77,111,210,173,195,193,172
"11719","PGEN_.00g236720",11,18,13,44,10,16,18,12
"11720","PGEN_.00g239910",11,44,10,4,20,23,7,24
"11721","PGEN_.00g114240",106,14,37,25,36,7,15,29
"11722","PGEN_.00g050680",7,7,3,8,8,12,6,10
