"X" "SG117" "SG137" "SG38" "SG97" "SG88" "SG87" "SG98" "SG37"
"4144" "PGEN_.00g131240" 128 103 76 90 103 146 112 92
"4145" "PGEN_.00g338640" 25 7 25 25 18 32 52 24
"4146" "PGEN_.00g304810" 12 5 18 18 35 17 25 7
"4147" "PGEN_.00g272230" 12 11 5 14 7 12 18 13
"4148" "PGEN_.00g197510" 389 305 221 316 291 318 387 275
"4149" "PGEN_.00g198720" 6 4 6 12 4 1 9 5
"4150" "PGEN_.00g007780" 3 4 4 4 5 0 6 3
"4151" "PGEN_.00g011260" 8 8 7 3 8 11 8 10
"4152" "PGEN_.00g303450" 4446 3265 2402 3004 3402 3179 3335 3093
"4153" "PGEN_.00g193600" 12 10 5 16 10 13 15 8
"4154" "PGEN_.00g332110" 27 33 23 49 46 53 32 58
"4155" "PGEN_.00g126300" 35 22 22 47 22 49 37 48
"4156" "PGEN_.00g000780" 19 9 6 4 5 9 2 2
"4157" "PGEN_.00g272580" 2 0 13 10 20 6 8 5
"4158" "PGEN_.00g162330" 0 22 11 42 15 78 8 58
"4159" "PGEN_.00g009230" 16 12 7 18 7 19 19 10
"4160" "PGEN_.00g263580" 11 0 5 11 8 13 17 2
"4161" "PGEN_.00g000360" 9 7 5 8 11 11 12 13
"4162" "PGEN_.00g122680" 5 0 3 2 4 5 2 0
"4163" "PGEN_.00g114420" 14 5 14 19 20 22 9 18
"4164" "PGEN_.00g308750" 24 9 9 8 3 17 26 11
"4165" "PGEN_.00g083240" 4 7 3 3 5 7 4 6
"4166" "PGEN_.00g116480" 30 24 11 28 18 24 25 15
"4167" "PGEN_.00g208950" 10 7 28 23 55 43 11 7
"4168" "PGEN_.00g017830" 21 14 26 31 30 28 23 16
"4169" "PGEN_.00g053240" 5 3 12 10 11 22 6 6
"4170" "PGEN_.00g082590" 281 194 126 139 168 169 140 140
"4171" "PGEN_.00g318950" 12 5 0 0 2 6 12 0
"4172" "PGEN_.00g346200" 260 172 144 216 184 295 279 208
"4173" "PGEN_.00g055830" 34 18 10 12 7 26 30 13
"4174" "PGEN_.00g196640" 23 8 10 9 12 19 19 16
"4175" "PGEN_.00g242080" 33 14 17 36 28 46 42 19
"4176" "PGEN_.00g304100" 6 4 0 4 2 10 0 3
"4177" "PGEN_.00g192550" 45 62 24 27 22 35 48 30
"4178" "PGEN_.00g262180" 11 23 22 17 25 19 14 12
"4179" "PGEN_.00g198890" 116 60 61 78 72 88 85 78
"4180" "PGEN_.00g274320" 160 68 83 153 98 159 132 135
"4181" "PGEN_.00g325450" 7 1 3 1 4 1 5 4
"4182" "PGEN_.00g297830" 1 3 2 8 2 5 5 1
"4183" "PGEN_.00g230880" 38 86 41 24 117 70 42 128
"4184" "PGEN_.00g301570" 0 2 0 5 5 4 7 8
"4185" "PGEN_.00g336990" 6 5 7 5 4 7 6 9
"4186" "PGEN_.00g019300" 19 26 36 40 30 57 38 29
"4187" "PGEN_.00g094860" 7 6 1 3 1 9 4 0
"4188" "PGEN_.00g264550" 1 2 5 8 8 12 7 1
"4189" "PGEN_.00g325180" 6 16 14 12 13 14 13 11
"4190" "PGEN_.00g245880" 206 172 146 270 238 317 269 240
"4191" "PGEN_.00g347150" 0 6 1 3 3 5 3 2
"4192" "PGEN_.00g329830" 180 30 22 18 14 16 21 51
"4193" "PGEN_.00g301680" 7 3 2 0 1 2 10 1
"4194" "PGEN_.00g056560" 4 0 5 2 2 6 6 2
"4195" "PGEN_.00g233610" 5101 8348 5492 8335 6006 7314 6532 9229
"4196" "PGEN_.00g120850" 17 3 3 3 2 4 11 1
"4197" "PGEN_.00g293330" 7 5 5 6 5 2 0 0
"4198" "PGEN_.00g082620" 10 5 5 3 5 2 7 9
"4199" "PGEN_.00g236060" 115 238 153 351 274 270 285 311
"4200" "PGEN_.00g290680" 158 96 76 141 116 148 129 79
"4201" "PGEN_.00g143740" 29 7 4 8 10 5 9 4
"4202" "PGEN_.00g014710" 9 10 2 0 6 9 7 2
"4203" "PGEN_.00g306500" 26 36 39 54 33 56 34 16
"4204" "PGEN_.00g245260" 13 6 5 2 1 4 4 5
"4205" "PGEN_.00g275490" 5 5 3 8 4 5 5 5
"4206" "PGEN_.00g209230" 5 11 6 14 18 10 5 14
"4207" "PGEN_.00g025540" 40 34 35 32 45 55 41 42
"4208" "PGEN_.00g094130" 10 11 17 17 14 26 16 34
"4209" "PGEN_.00g201740" 10 6 2 1 0 4 6 5
"4210" "PGEN_.00g053930" 2 4 5 5 1 5 2 9
"4211" "PGEN_.00g113190" 6 13 19 9 24 12 34 13
"4212" "PGEN_.00g283520" 97 51 63 89 86 141 93 81
"4213" "PGEN_.00g099730" 91 124 87 152 119 185 109 149
"4214" "PGEN_.00g026930" 70 153 95 182 103 188 141 160
"4215" "PGEN_.00g036410" 55 16 23 31 43 42 42 39
"4216" "PGEN_.00g091500" 397 248 291 432 452 498 483 407
"4217" "PGEN_.00g140210" 31 10 5 18 12 14 10 6
"4218" "PGEN_.00g133010" 4671 3100 2581 5135 3359 4241 4727 3891
"4219" "PGEN_.00g164170" 123 167 91 164 134 166 141 158
"4220" "PGEN_.00g066150" 20 4 8 14 12 10 13 12
"4221" "PGEN_.00g132760" 11 31 10 24 11 23 21 24
"4222" "PGEN_.00g136220" 24 17 22 16 28 20 28 21
"4223" "PGEN_.00g161520" 10 10 13 9 16 23 7 16
"4224" "PGEN_.00g099080" 0 3 3 1 0 5 4 2
"4225" "PGEN_.00g230570" 58 17 19 33 34 18 48 41
"4226" "PGEN_.00g088500" 23 32 21 38 23 35 13 19
"4227" "PGEN_.00g023260" 11 7 6 7 3 6 11 5
"4228" "PGEN_.00g024260" 11 5 2 5 6 2 7 7
"4229" "PGEN_.00g307360" 2 6 12 11 9 16 5 7
"4230" "PGEN_.00g189300" 14 16 11 6 14 4 4 12
"4231" "PGEN_.00g229870" 25 10 8 12 9 12 13 4
"4232" "PGEN_.00g258190" 19 4 4 4 4 13 4 9
"4233" "PGEN_.00g008770" 10 8 3 10 11 13 8 10
"4234" "PGEN_.00g169710" 21 15 12 13 11 16 22 17
"4235" "PGEN_.00g215720" 103 48 49 73 45 98 86 80
"4236" "PGEN_.00g068870" 14 2 4 6 0 4 12 7
"4237" "PGEN_.00g062620" 21 12 15 13 15 21 26 21
"4238" "PGEN_.00g135750" 44 43 63 44 85 71 127 86
"4239" "PGEN_.00g211980" 8 3 5 9 5 9 11 6
"4240" "PGEN_.00g071380" 7 8 7 5 5 7 8 3
"4241" "PGEN_.00g065930" 2 2 7 5 8 7 2 2
"4242" "PGEN_.00g177930" 7 4 9 5 31 27 11 0
"4243" "PGEN_.00g132680" 13 2 8 3 0 2 15 2
"4244" "PGEN_.00g022130" 8 18 9 18 13 11 23 9
"4245" "PGEN_.00g051300" 227 204 139 207 240 258 209 175
"4246" "PGEN_.00g093810" 12 13 8 22 20 19 15 14
"4247" "PGEN_.00g205670" 36 9 5 12 10 12 20 9
"4248" "PGEN_.00g052650" 8 2 14 13 41 18 6 8
"4249" "PGEN_.00g203980" 443 417 424 633 570 740 616 653
"4250" "PGEN_.00g151180" 37 48 24 65 52 22 24 52
"4251" "PGEN_.00g288190" 9 6 10 2 5 9 8 12
"4252" "PGEN_.00g059680" 15 19 111 54 172 195 34 31
"4253" "PGEN_.00g252290" 149 107 114 124 165 151 174 135
"4254" "PGEN_.00g259240" 27 13 14 21 18 13 32 37
"4255" "PGEN_.00g295410" 3 3 7 6 3 2 1 7
"4256" "PGEN_.00g248340" 27 11 17 19 25 30 38 9
"4257" "PGEN_.00g078180" 2 3 2 2 0 0 4 3
"4258" "PGEN_.00g176970" 8 27 13 26 3 7 19 48
"4259" "PGEN_.00g247370" 2 0 0 4 6 4 6 0
"4260" "PGEN_.00g102520" 3 3 9 26 13 24 25 6
"4261" "PGEN_.00g009910" 38 42 38 68 59 74 48 69
"4262" "PGEN_.00g230350" 7 5 17 24 29 16 3 7
"4263" "PGEN_.00g324440" 130 82 102 98 86 138 106 88
"4264" "PGEN_.00g202580" 16 11 6 7 13 12 7 10
"4265" "PGEN_.00g150580" 8 8 7 4 6 4 14 5
"4266" "PGEN_.00g204980" 2 4 2 3 9 5 2 4
"4267" "PGEN_.00g175400" 7 0 4 8 4 7 4 3
"4268" "PGEN_.00g134150" 103 87 83 179 155 71 253 235
"4269" "PGEN_.00g183420" 203 93 136 145 151 218 205 127
"4270" "PGEN_.00g256950" 39 19 19 25 26 36 37 42
"4271" "PGEN_.00g131500" 58 52 37 53 62 50 43 68
"4272" "PGEN_.00g028120" 50 79 85 79 100 65 93 145
"4273" "PGEN_.00g033820" 14 15 19 14 14 20 15 16
"4274" "PGEN_.00g254550" 6 4 5 5 2 6 6 2
"4275" "PGEN_.00g058240" 46 15 17 46 36 24 60 33
"4276" "PGEN_.00g004330" 8 1 5 5 2 11 3 4
"4277" "PGEN_.00g214800" 380 330 220 253 450 250 242 358
"4278" "PGEN_.00g227560" 10 4 7 12 11 9 5 8
"4279" "PGEN_.00g060410" 216 97 93 111 88 133 104 82
"4280" "PGEN_.00g073950" 14 9 8 7 22 13 22 18
"4281" "PGEN_.00g039970" 203 104 71 105 110 115 147 91
"4282" "PGEN_.00g313700" 17 12 12 11 30 9 38 16
"4283" "PGEN_.00g257600" 53 42 16 31 56 38 37 36
"4284" "PGEN_.00g096940" 93 57 68 39 74 94 77 45
"4285" "PGEN_.00g157060" 57 9 31 62 44 21 57 36
"4286" "PGEN_.00g127410" 31 49 26 45 46 40 42 41
"4287" "PGEN_.00g156330" 29 5 11 19 12 19 17 9
"4288" "PGEN_.00g087500" 30 19 28 15 22 44 20 38
"4289" "PGEN_.00g321160" 4 3 7 14 9 9 11 13
"4290" "PGEN_.00g064910" 36 12 21 18 46 22 15 24
"4291" "PGEN_.00g255600" 3 6 2 2 0 11 2 5
"4292" "PGEN_.00g170870" 287 191 252 365 328 440 372 263
"4293" "PGEN_.00g219400" 70 27 25 36 47 41 84 26
"4294" "PGEN_.00g245950" 3 13 5 5 4 2 7 6
"4295" "PGEN_.00g045420" 85 84 49 94 112 136 121 114
"4296" "PGEN_.00g139050" 8 8 2 2 4 1 7 2
"4297" "PGEN_.00g234640" 10 6 16 5 22 18 13 9
"4298" "PGEN_.00g229460" 26 9 6 15 10 17 27 20
"4299" "PGEN_.00g020210" 16 7 8 7 17 17 8 15
"4300" "PGEN_.00g000540" 78 41 28 51 63 72 67 69
"4301" "PGEN_.00g312070" 293 109 156 712 630 407 74 146
"4302" "PGEN_.00g316750" 20 16 0 11 11 7 10 10
"4303" "PGEN_.00g249010" 7 2 2 7 4 3 0 1
"4304" "PGEN_.00g318610" 0 4 4 0 0 8 5 19
"4305" "PGEN_.00g315220" 10 4 8 5 4 14 5 7
"4306" "PGEN_.00g044480" 4 9 6 4 6 11 11 1
"4307" "PGEN_.00g177090" 43 15 21 27 32 29 40 27
"4308" "PGEN_.00g211090" 6 17 7 24 20 18 15 20
"4309" "PGEN_.00g229790" 88 100 54 113 89 19 53 64
"4310" "PGEN_.00g009140" 45 14 5 5 8 9 20 2
"4311" "PGEN_.00g289900" 20 9 10 31 39 33 13 18
"4312" "PGEN_.00g036990" 62 67 43 60 56 127 87 97
"4313" "PGEN_.00g235110" 134 89 85 71 113 45 173 72
"4314" "PGEN_.00g250920" 49 14 21 20 17 25 28 27
"4315" "PGEN_.00g023510" 53 120 32 64 48 102 60 63
"4316" "PGEN_.00g048950" 11 1 5 2 4 5 10 3
"4317" "PGEN_.00g342060" 2 5 4 5 29 32 6 7
"4318" "PGEN_.00g043130" 3 2 2 2 8 4 5 8
"4319" "PGEN_.00g037110" 103 111 62 95 98 122 102 114
"4320" "PGEN_.00g285640" 13 4 9 2 11 11 7 3
"4321" "PGEN_.00g003220" 4 1 4 2 4 1 2 3
"4322" "PGEN_.00g311030" 7 2 0 0 9 0 8 14
"4323" "PGEN_.00g227970" 21 8 33 18 19 32 10 22
"4324" "PGEN_.00g006050" 29 22 56 54 50 18 7 43
"4325" "PGEN_.00g046500" 14 18 12 22 23 17 10 22
"4326" "PGEN_.00g179690" 25 12 11 12 13 29 7 14
"4327" "PGEN_.00g124330" 0 0 0 7 3 2 3 4
"4328" "PGEN_.00g098310" 60 38 30 53 44 54 63 43
"4329" "PGEN_.00g269610" 46 13 4 12 17 15 22 8
"4330" "PGEN_.00g057760" 143 81 83 140 120 170 113 98
"4331" "PGEN_.00g239760" 17 9 1 8 7 8 7 2
"4332" "PGEN_.00g237600" 5 2 2 3 4 4 3 1
"4333" "PGEN_.00g037800" 14 23 5 13 9 7 22 8
"4334" "PGEN_.00g131260" 4 1 2 5 6 7 2 0
"4335" "PGEN_.00g029830" 18 19 10 20 24 40 21 27
"4336" "PGEN_.00g327310" 12 7 6 1 3 2 5 4
"4337" "PGEN_.00g265950" 19 11 13 15 20 14 14 15
"4338" "PGEN_.00g045850" 7 2 2 6 6 7 8 6
"4339" "PGEN_.00g041570" 18 15 24 27 26 40 30 42
"4340" "PGEN_.00g212370" 4 4 8 2 3 12 3 3
"4341" "PGEN_.00g001080" 11 0 3 3 6 4 15 3
"4342" "PGEN_.00g261700" 36 18 29 31 27 47 29 31
"4343" "PGEN_.00g330430" 12 16 7 19 12 13 12 45
"4344" "PGEN_.00g328240" 5 2 9 4 2 8 1 4
"4345" "PGEN_.00g164770" 117 71 70 72 103 93 46 55
"4346" "PGEN_.00g178250" 22 25 20 34 37 65 38 34
"4347" "PGEN_.00g344810" 4 2 5 4 12 4 3 2
"4348" "PGEN_.00g080310" 21 4 6 0 2 0 10 5
"4349" "PGEN_.00g041390" 51 23 28 51 25 48 34 34
"4350" "PGEN_.00g195470" 9 13 7 16 10 11 12 16
"4351" "PGEN_.00g018390" 83 201 119 206 143 254 132 242
"4352" "PGEN_.00g307160" 10 28 16 29 13 22 18 28
"4353" "PGEN_.00g209960" 18 19 12 29 31 37 22 32
"4354" "PGEN_.00g192840" 9 13 4 12 12 15 9 12
"4355" "PGEN_.00g244000" 126 132 105 177 129 170 156 125
"4356" "PGEN_.00g014990" 15 7 6 12 12 9 7 10
"4357" "PGEN_.00g111040" 131 189 138 247 177 260 172 205
"4358" "PGEN_.00g234980" 2 2 2 0 4 7 4 2
"4359" "PGEN_.00g336430" 110 88 65 180 108 107 135 112
"4360" "PGEN_.00g001330" 17 7 9 6 10 2 13 3
"4361" "PGEN_.00g313060" 75 96 76 116 123 152 169 180
"4362" "PGEN_.00g000060" 20 3 4 8 4 9 14 12
"4363" "PGEN_.00g319200" 18 4 13 22 16 15 12 10
"4364" "PGEN_.00g327330" 12 11 11 21 9 21 17 12
"4365" "PGEN_.00g316250" 0 113 46 69 81 218 154 133
"4366" "PGEN_.00g243780" 22 14 11 16 8 14 23 8
"4367" "PGEN_.00g117650" 426 745 578 973 827 1103 693 1120
"4368" "PGEN_.00g272790" 82 44 115 92 119 127 86 98
"4369" "PGEN_.00g182170" 9 2 5 3 8 17 0 4
"4370" "PGEN_.00g145970" 39 34 19 25 35 35 33 34
"4371" "PGEN_.00g243250" 7 5 6 8 4 9 7 4
"4372" "PGEN_.00g234320" 11 7 7 12 11 15 28 12
"4373" "PGEN_.00g307830" 41 25 28 46 46 49 70 34
"4374" "PGEN_.00g259000" 50 8 14 14 21 21 36 34
"4375" "PGEN_.00g019110" 12 3 4 2 4 7 9 3
"4376" "PGEN_.00g027430" 9 11 9 6 13 12 9 6
"4377" "PGEN_.00g016590" 982 1360 784 664 1068 1152 1128 904
"4378" "PGEN_.00g017640" 87 60 61 76 77 160 104 97
"4379" "PGEN_.00g309470" 142 70 99 63 107 116 171 85
"4380" "PGEN_.00g198910" 91 54 49 34 54 76 62 37
"4381" "PGEN_.00g324680" 30 21 14 20 32 36 39 19
"4382" "PGEN_.00g021870" 7 3 3 1 3 3 9 2
"4383" "PGEN_.00g193030" 42 18 13 25 11 27 32 22
"4384" "PGEN_.00g012030" 97 37 65 80 77 107 69 70
"4385" "PGEN_.00g248630" 20 10 10 17 11 17 16 9
"4386" "PGEN_.00g274820" 103 83 90 143 84 202 136 136
"4387" "PGEN_.00g269060" 7 12 12 10 10 14 7 6
"4388" "PGEN_.00g017050" 179 139 141 216 176 222 203 197
"4389" "PGEN_.00g149870" 5 4 3 5 0 8 7 1
"4390" "PGEN_.00g045220" 6919 9360 6239 4795 5738 5591 4232 6012
"4391" "PGEN_.00g273440" 2 2 3 2 2 6 3 5
"4392" "PGEN_.00g114670" 27 15 5 10 5 10 27 13
"4393" "PGEN_.00g232440" 76 47 40 78 46 78 53 71
"4394" "PGEN_.00g266560" 4 4 0 2 5 8 9 3
"4395" "PGEN_.00g254710" 0 9 0 7 0 6 4 7
"4396" "PGEN_.00g058000" 23 19 22 20 12 19 27 17
"4397" "PGEN_.00g278740" 10 14 13 16 19 21 15 18
"4398" "PGEN_.00g253090" 14 12 13 11 16 16 7 13
"4399" "PGEN_.00g013340" 51 31 24 28 24 44 51 31
"4400" "PGEN_.00g191760" 5 3 4 4 5 4 5 2
"4401" "PGEN_.00g014690" 23 6 6 11 6 12 19 7
"4402" "PGEN_.00g088090" 31 7 6 19 7 20 37 10
"4403" "PGEN_.00g057200" 3 2 5 15 9 5 3 15
"4404" "PGEN_.00g085060" 8 3 5 5 2 4 9 3
"4405" "PGEN_.00g195860" 35 27 32 15 16 20 25 21
"4406" "PGEN_.00g236210" 9 19 12 7 23 21 6 20
"4407" "PGEN_.00g012960" 11 28 9 34 17 20 7 12
"4408" "PGEN_.00g113540" 62 17 15 28 39 40 42 28
"4409" "PGEN_.00g169170" 2 0 2 0 3 4 3 1
"4410" "PGEN_.00g192070" 50 37 35 50 50 36 43 56
"4411" "PGEN_.00g269930" 553 308 295 430 493 631 459 430
"4412" "PGEN_.00g301720" 2 4 3 0 0 4 6 2
"4413" "PGEN_.00g177460" 4 5 7 5 5 7 3 6
"4414" "PGEN_.00g245720" 36 25 27 28 27 38 23 26
"4415" "PGEN_.00g156130" 38 21 23 32 30 34 35 30
"4416" "PGEN_.00g076700" 3 5 2 0 0 5 4 4
"4417" "PGEN_.00g103570" 97 25 36 53 56 22 98 59
"4418" "PGEN_.00g188950" 9 5 5 5 6 11 0 9
"4419" "PGEN_.00g286210" 149 262 114 369 128 326 171 402
"4420" "PGEN_.00g275040" 9 13 2 5 6 12 7 1
"4421" "PGEN_.00g013530" 4 2 8 3 17 20 10 5
"4422" "PGEN_.00g173400" 113 82 54 98 65 146 106 99
"4423" "PGEN_.00g320760" 15 40 25 20 35 28 25 37
"4424" "PGEN_.00g139290" 17 23 13 29 16 11 25 27
"4425" "PGEN_.00g210870" 18 6 0 0 14 13 6 0
"4426" "PGEN_.00g103680" 103 79 69 120 97 200 123 117
"4427" "PGEN_.00g255190" 11 6 17 23 11 14 10 19
"4428" "PGEN_.00g098650" 3 10 5 8 7 2 5 6
"4429" "PGEN_.00g237160" 10 15 20 19 18 20 18 13
"4430" "PGEN_.00g259820" 8 13 7 14 7 6 8 10
"4431" "PGEN_.00g283190" 10 12 13 14 18 33 29 12
"4432" "PGEN_.00g073280" 6 2 1 5 5 8 8 3
"4433" "PGEN_.00g112630" 46 18 43 35 33 39 51 29
"4434" "PGEN_.00g031770" 16 3 5 4 5 2 4 4
"4435" "PGEN_.00g157880" 2 8 4 3 0 3 8 3
"4436" "PGEN_.00g291920" 19 10 13 9 12 14 11 7
"4437" "PGEN_.00g010860" 30 6 9 4 11 15 14 7
"4438" "PGEN_.00g307440" 2 2 5 1 5 4 2 4
"4439" "PGEN_.00g077070" 28 32 27 25 25 5 0 7
"4440" "PGEN_.00g073750" 120 116 84 106 101 104 126 112
"4441" "PGEN_.00g144160" 5 1 6 11 4 5 5 5
"4442" "PGEN_.00g244940" 7 21 7 5 10 11 13 10
"4443" "PGEN_.00g276530" 9 9 5 11 7 20 12 14
"4444" "PGEN_.00g070480" 8 10 10 10 8 14 12 5
"4445" "PGEN_.00g155650" 384 47 22 44 58 41 26 67
"4446" "PGEN_.00g022580" 5 3 10 14 4 7 4 13
"4447" "PGEN_.00g008660" 42 49 37 49 56 83 72 55
"4448" "PGEN_.00g289290" 11 4 4 17 4 13 19 5
"4449" "PGEN_.00g327810" 9 0 0 6 5 0 9 0
"4450" "PGEN_.00g096540" 13 9 7 13 2 11 17 5
"4451" "PGEN_.00g251630" 4 2 2 2 9 6 13 4
"4452" "PGEN_.00g021850" 11 8 5 12 6 5 18 12
"4453" "PGEN_.00g177870" 309 319 204 292 291 337 369 218
"4454" "PGEN_.00g322330" 7 5 4 4 5 3 6 10
"4455" "PGEN_.00g186110" 5 11 11 8 7 10 20 6
"4456" "PGEN_.00g144780" 3 4 2 0 2 2 11 3
"4457" "PGEN_.00g040320" 10 1 1 2 5 10 6 5
"4458" "PGEN_.00g058850" 75 43 30 55 58 60 42 51
"4459" "PGEN_.00g203280" 29 46 17 44 43 63 41 52
"4460" "PGEN_.00g208730" 38 21 23 29 21 12 25 16
"4461" "PGEN_.00g228200" 17 9 9 10 18 9 24 20
"4462" "PGEN_.00g003020" 49 8 22 29 28 49 34 39
"4463" "PGEN_.00g002770" 2 4 2 4 0 2 3 2
"4464" "PGEN_.00g006210" 24 18 18 25 4 23 22 29
"4465" "PGEN_.00g051530" 185 54 83 100 76 144 241 83
"4466" "PGEN_.00g132260" 165 113 91 127 130 164 116 146
"4467" "PGEN_.00g032450" 31 17 12 10 15 44 20 29
"4468" "PGEN_.00g158420" 27 23 18 12 22 44 30 18
"4469" "PGEN_.00g292640" 33 20 32 34 33 51 45 52
"4470" "PGEN_.00g108500" 36 22 8 12 35 25 29 15
"4471" "PGEN_.00g288520" 16 14 5 23 15 18 13 16
"4472" "PGEN_.00g285730" 117 70 48 137 110 268 159 111
"4473" "PGEN_.00g212020" 3 0 5 4 3 2 4 3
"4474" "PGEN_.00g203860" 16 5 7 8 8 10 10 5
"4475" "PGEN_.00g151020" 12 1 3 1 4 6 4 1
"4476" "PGEN_.00g059720" 0 0 0 4 4 2 5 3
"4477" "PGEN_.00g065740" 27 4 5 5 4 4 11 2
"4478" "PGEN_.00g081200" 181 168 192 235 296 339 259 261
"4479" "PGEN_.00g176830" 116 79 63 76 72 80 95 46
"4480" "PGEN_.00g005740" 100 34 79 82 84 88 130 56
"4481" "PGEN_.00g009890" 5 5 0 9 4 8 2 7
"4482" "PGEN_.00g033320" 25 17 16 17 31 25 28 25
"4483" "PGEN_.00g293990" 21 33 21 16 20 24 35 37
"4484" "PGEN_.00g129790" 7 4 3 8 9 12 5 8
"4485" "PGEN_.00g226530" 18 6 4 7 7 8 11 7
"4486" "PGEN_.00g268350" 24 2 4 14 8 15 27 7
"4487" "PGEN_.00g260010" 30 40 23 60 37 75 77 38
"4488" "PGEN_.00g100050" 18 8 3 10 14 6 12 7
"4489" "PGEN_.00g284950" 45 24 23 20 31 9 23 13
"4490" "PGEN_.00g060590" 16 7 13 5 12 13 8 4
"4491" "PGEN_.00g332360" 6 3 1 6 3 5 6 4
"4492" "PGEN_.00g184530" 1 5 3 3 4 9 7 6
"4493" "PGEN_.00g320400" 2 15 3 4 10 8 4 0
"4494" "PGEN_.00g213840" 19 22 7 18 11 18 17 20
"4495" "PGEN_.00g004160" 4 0 2 2 0 7 7 2
"4496" "PGEN_.00g210790" 19 8 5 5 14 4 27 9
"4497" "PGEN_.00g008850" 23 20 9 20 30 34 52 11
"4498" "PGEN_.00g030140" 0 2 2 5 2 5 6 4
"4499" "PGEN_.00g137710" 13 10 3 6 12 10 5 9
"4500" "PGEN_.00g250220" 50 59 36 72 79 115 69 80
"4501" "PGEN_.00g000660" 3 3 1 2 2 5 6 3
"4502" "PGEN_.00g045650" 14 12 8 9 14 19 3 15
"4503" "PGEN_.00g232460" 5 2 2 2 8 3 4 8
"4504" "PGEN_.00g044380" 11 12 12 11 17 20 7 14
"4505" "PGEN_.00g313510" 9 4 9 11 11 8 8 9
"4506" "PGEN_.00g166280" 16 15 12 15 24 33 19 26
"4507" "PGEN_.00g183890" 28 23 15 26 32 43 48 29
"4508" "PGEN_.00g215940" 46 40 19 48 63 28 54 31
"4509" "PGEN_.00g235830" 29 15 7 6 15 19 11 15
"4510" "PGEN_.00g331730" 15 18 7 10 15 15 14 16
"4511" "PGEN_.00g031230" 7 8 6 9 10 8 11 12
"4512" "PGEN_.00g067070" 325 230 174 256 243 341 286 396
"4513" "PGEN_.00g217290" 368 235 232 351 377 469 395 325
"4514" "PGEN_.00g309670" 36 38 17 52 25 42 60 75
"4515" "PGEN_.00g341210" 27 0 2 14 5 5 0 3
"4516" "PGEN_.00g224260" 1 3 6 3 11 9 0 3
"4517" "PGEN_.00g340220" 13 17 15 14 23 23 16 37
"4518" "PGEN_.00g135820" 14 9 4 17 15 17 5 9
"4519" "PGEN_.00g228560" 6 6 5 7 7 13 3 24
"4520" "PGEN_.00g062920" 117 143 139 302 288 431 261 308
"4521" "PGEN_.00g177680" 160 30 47 79 49 90 112 77
"4522" "PGEN_.00g140100" 2 0 5 11 3 1 3 0
"4523" "PGEN_.00g058060" 5 4 5 10 4 7 4 6
"4524" "PGEN_.00g262060" 18 9 5 14 7 10 13 9
"4525" "PGEN_.00g223280" 8 10 6 11 5 7 11 7
"4526" "PGEN_.00g265230" 12 21 15 19 24 12 12 16
"4527" "PGEN_.00g024910" 33 10 3 9 7 5 12 6
"4528" "PGEN_.00g108260" 3 20 8 7 14 22 4 22
"4529" "PGEN_.00g264720" 147 104 121 215 156 231 241 159
"4530" "PGEN_.00g235300" 31 33 26 22 18 25 59 19
"4531" "PGEN_.00g160930" 9 2 1 3 3 4 7 4
"4532" "PGEN_.00g347320" 85 50 39 57 31 66 25 37
"4533" "PGEN_.00g176480" 9 10 25 19 41 37 20 8
"4534" "PGEN_.00g220390" 20 2 7 6 7 7 2 10
"4535" "PGEN_.00g340670" 76 41 45 43 66 35 23 68
"4536" "PGEN_.00g171650" 77 29 47 45 42 75 63 35
"4537" "PGEN_.00g246930" 6 17 4 17 17 20 13 19
"4538" "PGEN_.00g346980" 34 20 15 26 44 44 34 44
"4539" "PGEN_.00g006150" 11 9 12 6 3 22 13 13
"4540" "PGEN_.00g055380" 34 34 32 38 62 60 69 47
"4541" "PGEN_.00g042160" 10 8 3 7 7 7 11 7
"4542" "PGEN_.00g147630" 101 33 40 86 94 117 125 87
"4543" "PGEN_.00g220020" 13 5 4 9 7 19 14 13
"4544" "PGEN_.00g057590" 65 15 10 79 73 15 87 49
"4545" "PGEN_.00g140060" 252 205 169 309 247 347 284 267
"4546" "PGEN_.00g236760" 6 7 7 11 2 3 8 3
"4547" "PGEN_.00g189600" 12 8 6 9 7 6 12 5
"4548" "PGEN_.00g141850" 14 12 2 7 5 8 12 5
"4549" "PGEN_.00g264180" 16 19 10 13 4 13 8 5
"4550" "PGEN_.00g043330" 5 1 7 8 2 5 3 4
"4551" "PGEN_.00g347580" 23 2 2 0 0 6 7 1
"4552" "PGEN_.00g115880" 2 0 1 7 3 7 3 0
"4553" "PGEN_.00g179080" 5 1 3 3 3 3 3 1
"4554" "PGEN_.00g260350" 3 5 10 22 35 53 15 10
"4555" "PGEN_.00g200660" 127 194 145 220 225 196 180 216
"4556" "PGEN_.00g343160" 142 76 29 43 35 56 89 57
"4557" "PGEN_.00g038330" 25 5 14 11 18 14 14 12
"4558" "PGEN_.00g340580" 4 6 5 3 5 4 4 4
"4559" "PGEN_.00g039060" 12 5 5 11 19 6 2 9
"4560" "PGEN_.00g045500" 1710 1347 1585 1830 2007 2142 2203 1858
"4561" "PGEN_.00g050060" 39 83 51 31 64 50 36 24
"4562" "PGEN_.00g141330" 19 20 7 11 10 11 11 3
"4563" "PGEN_.00g042830" 14 28 6 28 29 25 17 30
"4564" "PGEN_.00g199740" 48 40 41 47 24 42 36 47
