"","SG117","SG137","SG38","SG97","SG88","SG87","SG98","SG37"
"PGEN_.00g012830",0,0,0,0,0,0,0,0
"PGEN_.00g042870",6,1,2,2,11,2,2,5
"PGEN_.00g165450",0,0,0,0,0,0,0,0
"PGEN_.00g221820",0,0,0,0,0,0,0,0
"PGEN_.00g233340",58,41,56,74,59,74,76,58
"PGEN_.00g196850",3,2,1,2,2,0,0,0
"PGEN_.00g249910",0,0,0,0,0,0,0,0
"PGEN_.00g340090",32,12,81,54,152,167,32,24
"PGEN_.00g041780",14,9,10,16,29,27,17,7
"PGEN_.00g199780",0,0,0,0,0,0,0,0
"PGEN_.00g152100",0,0,0,0,0,0,0,0
"PGEN_.00g270920",0,0,0,0,0,0,0,0
"PGEN_.00g178390",0,0,0,0,0,0,0,0
"PGEN_.00g122440",45,26,34,36,59,80,48,21
"PGEN_.00g159130",2,0,0,0,0,0,0,0
"PGEN_.00g001230",0,0,0,0,0,0,0,0
"PGEN_.00g051880",49,37,28,39,41,68,62,29
"PGEN_.00g161480",0,0,0,2,0,3,0,0
"PGEN_.00g090840",15,3,3,4,6,5,6,3
"PGEN_.00g310510",0,0,0,0,0,0,0,0
"PGEN_.00g240390",0,0,0,0,0,0,2,0
"PGEN_.00g268940",6,4,2,3,0,2,8,2
"PGEN_.00g330640",0,0,0,0,2,0,2,0
"PGEN_.00g232890",0,0,0,0,0,0,0,0
"PGEN_.00g195770",0,4,0,0,0,0,1,4
"PGEN_.00g328430",9,11,5,3,0,11,18,8
"PGEN_.00g113870",1,3,0,4,3,5,8,2
"PGEN_.00g164500",3,0,2,3,0,1,2,5
"PGEN_.00g178020",38,12,8,14,8,19,47,13
"PGEN_.00g035560",0,0,0,0,0,0,0,0
"PGEN_.00g039020",0,0,0,0,2,3,2,0
"PGEN_.00g333590",0,0,0,0,0,0,0,0
"PGEN_.00g117550",0,2,10,92,3,27,135,177
"PGEN_.00g209880",4,3,7,8,2,5,3,2
"PGEN_.00g283340",18,12,7,14,7,12,13,11
"PGEN_.00g016980",1,1,0,1,2,1,2,1
"PGEN_.00g345910",0,0,0,0,0,0,0,0
"PGEN_.00g192920",0,0,0,1,0,2,0,0
"PGEN_.00g137070",0,0,0,0,0,0,0,0
"PGEN_.00g010770",0,0,0,0,0,0,0,0
"PGEN_.00g014850",6,2,6,10,9,11,8,10
"PGEN_.00g131290",49,14,12,21,16,32,32,18
"PGEN_.00g166900",0,0,0,0,0,0,0,0
"PGEN_.00g162680",133,131,118,169,168,239,172,136
"PGEN_.00g258210",57,41,41,45,55,53,90,42
"PGEN_.00g018160",21,4,23,16,28,32,32,16
"PGEN_.00g054720",62,96,46,104,88,56,139,96
"PGEN_.00g048200",21,9,12,20,14,32,26,27
"PGEN_.00g231850",9,0,9,9,7,14,8,2
"PGEN_.00g015180",4,0,0,0,1,0,0,2
"PGEN_.00g044950",12,3,5,4,3,3,8,3
"PGEN_.00g040430",36,12,19,18,24,65,42,22
"PGEN_.00g336810",0,0,0,0,0,0,0,0
"PGEN_.00g189730",7,1,7,12,2,9,8,16
"PGEN_.00g338910",2,0,4,5,2,5,4,7
"PGEN_.00g291190",9,21,15,28,27,28,4,14
"PGEN_.00g308220",0,3,0,0,4,0,0,1
"PGEN_.00g192690",18,7,5,3,3,2,56,2
"PGEN_.00g244250",4,7,5,4,7,2,10,4
"PGEN_.00g158660",3,0,0,1,0,3,4,5
"PGEN_.00g272380",0,3,2,6,2,10,2,0
"PGEN_.00g276800",0,0,0,0,0,0,0,0
"PGEN_.00g272610",0,0,0,0,0,0,0,0
"PGEN_.00g158870",0,0,0,0,0,0,0,0
"PGEN_.00g190200",247,135,140,246,212,284,230,214
"PGEN_.00g149200",27,17,7,19,10,4,14,9
"PGEN_.00g101150",2,0,2,5,0,9,4,0
"PGEN_.00g198070",0,0,0,0,0,0,0,0
"PGEN_.00g276230",0,0,0,0,0,0,0,0
"PGEN_.00g285570",0,0,0,0,0,0,0,0
"PGEN_.00g322170",4,4,3,6,13,5,13,9
"PGEN_.00g313610",0,0,0,0,0,0,0,0
"PGEN_.00g283800",5,0,5,2,2,7,2,0
"PGEN_.00g272650",49,14,21,16,25,15,14,17
"PGEN_.00g327520",0,0,0,0,0,0,0,0
"PGEN_.00g299140",20,31,24,28,14,33,12,19
"PGEN_.00g182070",0,0,0,0,0,0,0,0
"PGEN_.00g337690",8,2,4,3,2,3,2,4
"PGEN_.00g115020",0,0,0,0,0,0,0,0
"PGEN_.00g243150",19,7,4,2,4,6,12,3
"PGEN_.00g273380",46,4,9,9,6,11,20,8
"PGEN_.00g015720",0,0,0,0,0,0,0,0
"PGEN_.00g307930",8,11,3,12,14,6,18,9
"PGEN_.00g263030",253,221,159,245,253,292,232,242
"PGEN_.00g259160",6,8,4,8,8,7,10,11
"PGEN_.00g329470",2,0,0,0,0,0,4,0
"PGEN_.00g051770",0,0,0,0,0,0,0,0
"PGEN_.00g257300",0,0,0,0,0,0,0,1
"PGEN_.00g266200",22,7,4,7,5,5,9,4
"PGEN_.00g123280",0,0,0,0,0,0,0,0
"PGEN_.00g179960",3,8,6,2,4,4,7,2
"PGEN_.00g337960",16,5,7,14,10,22,6,12
"PGEN_.00g025240",0,0,0,0,0,0,0,0
"PGEN_.00g017760",14,9,16,10,17,11,12,13
"PGEN_.00g309570",43,5,24,0,12,14,20,0
"PGEN_.00g198690",0,0,0,0,0,1,1,0
"PGEN_.00g294440",88,29,55,41,41,48,63,60
"PGEN_.00g053730",0,0,0,0,0,0,0,0
"PGEN_.00g084940",6,0,0,0,0,0,0,0
"PGEN_.00g122480",2,0,0,0,0,2,0,0
"PGEN_.00g196330",3,3,1,1,0,4,12,9
"PGEN_.00g248730",0,0,0,0,2,0,0,0
"PGEN_.00g130570",0,0,0,0,0,2,0,0
"PGEN_.00g089280",3,0,0,0,0,5,2,2
"PGEN_.00g123750",6,3,2,5,2,9,14,7
"PGEN_.00g191640",14,15,12,23,25,20,29,21
"PGEN_.00g083620",39,33,14,34,31,43,28,30
"PGEN_.00g247700",40,26,17,45,38,43,37,46
"PGEN_.00g075940",0,0,0,0,0,0,0,0
"PGEN_.00g149970",4,0,2,0,0,0,0,2
"PGEN_.00g273520",8,0,3,1,1,3,0,2
"PGEN_.00g277860",0,0,2,2,0,0,0,0
"PGEN_.00g123570",0,0,0,0,0,0,0,0
"PGEN_.00g246250",0,0,0,0,0,0,0,0
"PGEN_.00g168760",18,3,5,4,4,5,4,3
"PGEN_.00g092550",56,24,22,36,35,40,40,48
"PGEN_.00g328980",3,0,2,0,1,0,0,3
"PGEN_.00g114770",4,0,0,0,0,0,0,0
"PGEN_.00g100250",237,135,148,135,184,212,175,175
"PGEN_.00g154410",0,0,0,0,0,0,0,0
"PGEN_.00g078840",0,5,24,15,28,55,18,14
"PGEN_.00g169810",25,3,40,29,64,63,20,11
"PGEN_.00g299850",3,5,0,0,1,1,2,0
"PGEN_.00g109380",0,0,0,0,0,0,0,0
"PGEN_.00g281980",140,71,66,95,74,95,106,83
"PGEN_.00g078850",15,33,12,23,34,28,24,47
"PGEN_.00g325080",0,0,0,0,0,0,0,0
"PGEN_.00g268120",0,0,0,0,0,0,0,0
"PGEN_.00g254650",0,1,0,0,3,2,0,0
"PGEN_.00g058360",0,0,0,0,1,0,0,1
"PGEN_.00g053190",0,0,0,0,0,0,0,0
"PGEN_.00g280050",3,0,0,0,3,0,3,2
"PGEN_.00g183030",0,3,0,1,3,2,0,0
"PGEN_.00g024590",167,135,90,171,143,162,161,148
"PGEN_.00g300680",0,0,0,0,0,0,0,0
"PGEN_.00g196590",24,13,9,8,7,19,20,13
"PGEN_.00g150240",0,0,0,0,0,1,0,0
"PGEN_.00g326040",0,1,0,0,0,0,5,3
"PGEN_.00g253150",0,0,0,0,0,0,0,0
"PGEN_.00g335860",52,72,26,59,51,42,45,52
"PGEN_.00g331520",14,2,0,2,0,2,4,0
"PGEN_.00g061950",4,6,2,18,6,6,11,4
"PGEN_.00g102090",2,0,0,0,0,0,0,0
"PGEN_.00g201230",8,4,2,2,4,1,13,0
"PGEN_.00g028790",5,3,3,1,1,6,0,2
"PGEN_.00g085700",1,3,3,4,3,2,2,2
"PGEN_.00g106960",6,4,17,8,7,2,4,4
"PGEN_.00g236190",0,0,0,0,0,0,1,0
"PGEN_.00g012840",34,25,21,24,17,25,39,33
"PGEN_.00g024620",27,24,19,11,26,39,18,45
"PGEN_.00g113460",0,0,0,0,0,0,0,0
"PGEN_.00g142940",6,7,5,7,2,12,4,4
"PGEN_.00g278510",9,12,4,3,2,2,7,7
"PGEN_.00g290950",10,8,5,7,17,8,29,9
"PGEN_.00g241700",0,0,0,0,1,0,0,2
"PGEN_.00g192170",0,0,0,1,1,0,0,0
"PGEN_.00g230930",34,11,1,0,13,4,7,3
"PGEN_.00g191090",0,0,0,0,0,0,0,0
"PGEN_.00g301480",2,0,0,0,0,0,0,0
"PGEN_.00g305300",8,19,8,23,14,15,20,23
"PGEN_.00g147530",69,177,125,205,209,135,210,197
"PGEN_.00g292880",45,17,36,38,39,72,56,55
"PGEN_.00g282560",0,0,0,0,0,0,0,0
"PGEN_.00g014440",13,4,18,9,21,14,16,9
"PGEN_.00g306650",0,0,0,0,0,0,0,0
"PGEN_.00g140540",0,0,0,2,0,0,0,3
"PGEN_.00g296500",0,0,0,0,2,0,0,0
"PGEN_.00g236440",3,11,7,11,12,7,11,8
"PGEN_.00g113790",0,0,2,0,0,0,0,3
"PGEN_.00g188810",3,3,5,4,2,6,1,2
"PGEN_.00g150860",0,0,2,0,0,0,0,0
"PGEN_.00g281720",0,0,0,0,0,0,0,0
"PGEN_.00g325030",0,0,0,0,0,0,0,0
"PGEN_.00g290480",1,1,0,8,19,11,7,3
"PGEN_.00g245930",45,36,44,90,80,129,90,57
"PGEN_.00g119100",5,0,0,0,6,0,8,2
"PGEN_.00g275160",2,0,2,0,0,2,0,0
"PGEN_.00g301150",2,0,0,0,0,1,0,2
"PGEN_.00g101610",187,123,111,171,136,231,251,216
"PGEN_.00g337920",4,0,1,2,5,0,3,2
"PGEN_.00g320600",0,0,0,0,0,0,0,0
"PGEN_.00g281180",0,2,1,1,0,2,0,1
"PGEN_.00g269870",0,0,0,0,0,0,0,0
"PGEN_.00g106340",0,0,0,0,0,0,0,0
"PGEN_.00g287910",0,0,0,0,0,0,0,0
"PGEN_.00g214290",14,11,8,11,14,4,16,8
"PGEN_.00g076550",0,0,0,0,0,0,0,0
"PGEN_.00g334140",0,0,0,0,0,0,0,0
"PGEN_.00g255210",2,9,1,2,0,3,4,6
"PGEN_.00g200540",68,90,56,73,62,80,81,60
"PGEN_.00g059100",107,35,32,64,44,32,54,49
"PGEN_.00g098150",0,0,0,0,0,0,0,0
"PGEN_.00g286060",7,12,9,10,10,14,9,10
"PGEN_.00g259940",6,9,4,5,8,11,7,10
"PGEN_.00g275290",1,0,0,2,0,1,0,1
"PGEN_.00g031070",0,0,2,4,4,3,3,6
"PGEN_.00g090300",0,0,0,0,0,0,0,0
"PGEN_.00g173270",48,131,269,392,951,565,115,162
"PGEN_.00g110840",43,18,12,23,19,15,13,16
"PGEN_.00g033500",0,0,0,0,0,0,0,0
"PGEN_.00g181500",19,13,11,8,18,13,15,8
"PGEN_.00g138790",43,21,15,21,33,18,46,19
"PGEN_.00g290220",5,6,7,2,4,4,2,3
"PGEN_.00g098480",0,0,2,1,0,0,0,0
"PGEN_.00g237710",0,0,0,0,0,0,0,0
"PGEN_.00g073450",0,0,0,8,7,5,2,0
"PGEN_.00g089700",2,3,1,1,3,3,1,3
"PGEN_.00g132830",0,0,0,1,2,4,0,2
"PGEN_.00g044780",11,6,7,9,15,26,6,16
"PGEN_.00g260480",1,0,0,0,0,2,0,0
"PGEN_.00g020620",0,0,0,0,0,0,0,0
"PGEN_.00g144040",2,5,3,4,0,3,0,1
"PGEN_.00g139770",8,31,19,11,6,11,6,10
"PGEN_.00g145390",26,13,3,6,5,10,6,7
"PGEN_.00g188100",59,61,35,70,77,78,82,55
"PGEN_.00g159270",5,0,0,0,0,4,0,0
"PGEN_.00g022660",10,0,2,7,7,21,6,1
"PGEN_.00g275830",11,8,0,14,9,19,14,12
"PGEN_.00g336030",15,11,23,20,19,39,28,27
"PGEN_.00g077200",0,0,0,0,0,0,0,0
"PGEN_.00g271310",0,0,0,0,0,0,0,0
"PGEN_.00g141030",5,2,0,2,3,2,2,2
"PGEN_.00g209690",26,2,1,4,2,2,20,1
"PGEN_.00g148610",0,0,0,0,0,0,0,0
"PGEN_.00g099680",0,0,0,0,0,0,0,0
"PGEN_.00g282360",8,9,5,2,9,2,7,5
"PGEN_.00g327950",2,2,0,5,3,6,2,0
"PGEN_.00g066100",0,0,1,0,0,1,0,2
"PGEN_.00g277470",7,4,1,5,7,3,3,7
"PGEN_.00g215650",70,45,53,85,76,123,91,83
"PGEN_.00g030850",4,0,4,0,0,3,0,3
"PGEN_.00g063620",23,7,9,11,16,12,18,8
"PGEN_.00g095840",0,0,0,0,0,1,0,0
"PGEN_.00g078470",24,4,15,2,10,2,14,2
"PGEN_.00g074150",29,14,15,20,15,16,33,19
"PGEN_.00g107760",7,0,0,14,0,8,11,0
"PGEN_.00g099350",22,7,19,19,14,31,29,20
"PGEN_.00g212920",0,0,0,0,0,0,0,0
"PGEN_.00g119290",109,52,36,63,78,84,64,64
"PGEN_.00g096790",0,0,0,0,0,0,0,0
"PGEN_.00g091160",12,6,2,4,2,7,9,6
"PGEN_.00g251440",12,4,0,3,9,8,3,6
"PGEN_.00g065660",1,0,0,0,0,0,0,0
"PGEN_.00g134930",0,3,0,0,0,0,0,4
"PGEN_.00g022080",7,4,8,7,10,15,7,6
"PGEN_.00g006350",0,0,0,0,0,0,0,0
"PGEN_.00g105720",0,0,0,0,0,0,0,0
"PGEN_.00g132300",7,7,8,6,8,6,0,6
"PGEN_.00g136680",1,0,0,0,0,0,0,0
"PGEN_.00g078780",2,0,2,2,4,12,4,5
"PGEN_.00g229900",0,4,7,0,0,0,2,0
"PGEN_.00g032750",4,0,0,2,2,2,5,0
"PGEN_.00g086210",0,0,0,0,0,0,0,0
"PGEN_.00g176350",26,11,8,11,11,16,18,5
"PGEN_.00g204670",0,5,0,9,0,3,0,2
"PGEN_.00g308810",0,0,0,0,0,0,0,0
"PGEN_.00g208120",0,0,1,0,0,0,0,0
"PGEN_.00g228050",2,0,2,0,2,0,3,0
"PGEN_.00g003650",6,7,2,5,1,5,5,6
"PGEN_.00g149560",0,0,0,0,0,0,5,0
"PGEN_.00g008600",1,6,3,10,8,3,8,3
"PGEN_.00g311420",1,0,0,6,0,0,0,3
"PGEN_.00g134680",0,0,0,2,2,0,0,0
"PGEN_.00g183950",11,9,5,4,4,6,4,4
"PGEN_.00g202780",22,19,16,20,26,18,10,10
"PGEN_.00g142550",0,0,0,0,0,0,0,0
"PGEN_.00g294770",0,0,0,2,0,0,0,0
"PGEN_.00g216350",6,8,16,21,66,62,14,5
"PGEN_.00g075980",0,0,0,0,0,0,0,0
"PGEN_.00g337370",0,3,2,0,5,16,4,3
"PGEN_.00g139430",29,9,5,18,30,9,13,20
"PGEN_.00g317860",337,360,295,471,265,569,563,375
"PGEN_.00g066810",0,0,0,0,0,0,0,0
"PGEN_.00g203780",3,0,2,0,4,0,7,2
"PGEN_.00g079780",0,0,0,0,0,0,0,0
"PGEN_.00g075200",0,0,0,0,0,0,0,0
"PGEN_.00g261200",23,284,40,87,79,327,61,384
"PGEN_.00g104230",2,0,0,0,0,0,0,2
"PGEN_.00g108750",0,0,0,0,0,0,0,0
"PGEN_.00g151380",10,8,4,12,11,12,12,11
"PGEN_.00g302320",0,0,0,0,0,0,0,0
"PGEN_.00g260150",0,0,0,0,0,0,0,0
"PGEN_.00g002290",9,4,15,9,5,15,15,5
"PGEN_.00g105180",4,2,2,2,3,3,5,2
"PGEN_.00g109400",0,0,0,0,1,0,0,0
"PGEN_.00g154350",3,2,0,0,0,1,1,0
"PGEN_.00g219830",0,0,0,0,0,0,0,0
"PGEN_.00g068410",0,2,0,0,0,0,2,0
"PGEN_.00g205780",0,0,0,0,0,0,0,0
"PGEN_.00g031810",2,0,0,0,0,0,0,1
"PGEN_.00g284030",13,10,10,20,6,8,18,19
"PGEN_.00g135330",7,0,0,0,0,2,0,0
"PGEN_.00g079430",0,0,0,0,0,2,0,0
"PGEN_.00g033080",0,0,0,0,0,0,0,0
"PGEN_.00g339570",430,569,329,376,484,389,792,493
"PGEN_.00g189630",5,9,4,2,3,16,4,4
"PGEN_.00g120130",34,11,17,10,10,15,19,16
"PGEN_.00g151650",0,0,0,0,0,0,0,0
"PGEN_.00g171360",0,0,0,0,0,0,0,0
"PGEN_.00g207320",3,3,3,3,8,6,5,8
"PGEN_.00g021620",110,78,43,61,62,51,52,58
"PGEN_.00g047840",23,21,8,13,31,27,27,20
"PGEN_.00g121660",2,1,0,0,1,0,4,0
"PGEN_.00g125560",14,8,2,15,4,12,16,8
"PGEN_.00g170010",20,6,6,10,8,13,28,4
"PGEN_.00g081470",29,6,16,16,22,20,18,16
"PGEN_.00g129410",40,20,12,19,10,11,29,10
"PGEN_.00g205250",0,0,0,0,0,0,0,0
"PGEN_.00g303050",11,1,6,9,12,13,5,8
"PGEN_.00g005110",7,4,3,5,4,1,5,3
"PGEN_.00g168180",0,30,0,0,0,0,0,0
"PGEN_.00g317280",2,2,0,0,0,0,9,2
"PGEN_.00g217400",3,4,1,2,3,5,2,4
"PGEN_.00g213380",0,0,0,0,0,0,0,0
"PGEN_.00g034360",0,0,0,0,0,0,0,0
"PGEN_.00g019930",0,0,0,0,0,0,0,0
"PGEN_.00g130300",3,0,0,0,0,0,0,0
"PGEN_.00g175190",145,155,101,121,195,193,128,95
"PGEN_.00g004860",5,0,7,2,2,3,10,0
"PGEN_.00g221590",0,0,0,0,0,0,0,0
"PGEN_.00g290250",0,0,0,0,0,0,0,0
"PGEN_.00g317130",0,0,0,0,6,0,2,0
"PGEN_.00g245320",41,35,26,46,31,80,63,37
"PGEN_.00g171940",5,10,4,0,7,4,12,9
"PGEN_.00g252020",4,2,0,2,0,2,2,1
"PGEN_.00g248840",31,33,37,37,42,52,52,29
"PGEN_.00g142600",0,0,0,1,0,0,0,0
"PGEN_.00g076960",0,0,0,0,0,0,0,0
"PGEN_.00g072260",2,0,1,2,0,0,2,0
"PGEN_.00g039620",0,0,2,0,0,0,2,0
"PGEN_.00g267310",0,0,0,0,0,0,0,0
"PGEN_.00g332400",4,18,5,7,16,9,4,15
"PGEN_.00g126030",0,0,0,0,0,0,0,0
"PGEN_.00g080700",51,26,27,32,30,42,30,38
"PGEN_.00g213960",0,0,0,0,0,0,0,0
"PGEN_.00g312500",7,1,2,2,0,3,2,3
"PGEN_.00g034940",28,31,15,22,23,26,21,33
"PGEN_.00g191430",0,0,0,0,0,0,0,0
"PGEN_.00g218000",1,2,5,1,3,4,3,2
"PGEN_.00g004240",0,0,0,0,0,0,0,0
"PGEN_.00g287070",39,8,13,13,5,13,18,14
"PGEN_.00g035010",12,9,0,0,8,2,6,5
"PGEN_.00g030060",17,7,6,9,11,9,14,9
"PGEN_.00g137650",0,0,0,0,0,0,0,0
"PGEN_.00g040230",0,1,0,2,0,0,0,0
"PGEN_.00g186820",22,38,25,44,35,14,39,51
"PGEN_.00g292840",7,2,2,4,6,2,1,0
"PGEN_.00g211520",4,0,0,0,0,0,1,0
"PGEN_.00g016610",19,5,3,4,0,3,9,2
"PGEN_.00g067770",0,0,0,2,1,1,2,1
"PGEN_.00g308020",0,0,0,0,0,0,0,0
"PGEN_.00g250180",25,30,31,36,40,46,22,54
"PGEN_.00g173730",0,0,0,0,0,0,0,0
"PGEN_.00g045550",17,7,12,12,18,16,12,10
"PGEN_.00g220640",9,2,1,1,2,2,3,1
"PGEN_.00g144030",0,0,0,0,0,0,2,1
"PGEN_.00g128420",0,0,0,0,0,0,0,0
"PGEN_.00g238870",11,17,8,20,10,28,4,12
"PGEN_.00g133820",24,8,38,64,157,94,18,16
"PGEN_.00g303760",0,0,0,0,0,0,0,0
"PGEN_.00g225030",0,0,0,0,0,0,0,0
"PGEN_.00g001740",0,0,0,0,0,0,2,0
"PGEN_.00g304230",0,0,0,0,0,0,0,2
"PGEN_.00g308790",0,0,0,0,0,0,0,0
"PGEN_.00g250450",0,0,0,0,0,0,0,0
"PGEN_.00g224340",92,61,41,90,76,83,90,58
"PGEN_.00g229590",0,0,0,0,0,0,0,0
"PGEN_.00g319670",5,7,0,2,0,2,2,0
"PGEN_.00g265910",0,0,0,0,0,0,0,0
"PGEN_.00g318930",0,0,0,0,0,0,0,0
"PGEN_.00g007740",16,20,6,15,15,20,11,23
"PGEN_.00g311850",7,17,5,13,14,15,4,6
"PGEN_.00g315570",4,2,3,4,3,4,4,3
"PGEN_.00g268160",4,2,8,2,28,21,10,14
"PGEN_.00g344510",11,14,36,42,77,44,14,19
"PGEN_.00g254690",0,0,0,0,0,0,0,0
"PGEN_.00g286300",0,0,0,0,0,0,0,0
"PGEN_.00g165920",1,0,0,2,0,0,0,2
"PGEN_.00g229040",0,0,0,0,0,0,0,0
"PGEN_.00g266440",0,0,0,0,0,0,0,0
"PGEN_.00g018570",2,12,81,136,256,196,67,37
"PGEN_.00g028280",55,37,49,67,82,113,88,51
"PGEN_.00g017560",0,0,5,1,0,0,0,0
"PGEN_.00g309770",0,0,0,0,0,0,0,0
"PGEN_.00g179550",5,0,1,12,3,2,6,10
"PGEN_.00g273350",19,17,6,4,15,0,7,4
"PGEN_.00g087160",0,0,0,0,0,0,0,0
"PGEN_.00g238290",18,20,15,24,23,30,22,22
"PGEN_.00g234730",2,0,0,2,0,0,2,0
"PGEN_.00g341350",0,0,0,0,0,0,0,0
"PGEN_.00g040900",0,0,0,0,0,1,0,0
"PGEN_.00g111240",6,3,2,0,4,3,5,3
"PGEN_.00g225690",7,4,12,9,14,8,4,5
"PGEN_.00g263540",2,0,0,2,0,0,2,3
"PGEN_.00g219060",0,2,0,2,3,1,3,1
"PGEN_.00g349160",0,0,0,0,0,0,0,0
"PGEN_.00g122640",4,0,11,4,7,0,0,22
"PGEN_.00g177290",0,0,0,0,0,0,0,0
"PGEN_.00g321500",0,0,0,0,0,0,0,0
"PGEN_.00g056250",18,12,7,10,8,20,23,23
"PGEN_.00g086410",1,0,2,0,0,0,1,0
"PGEN_.00g083420",5,10,8,9,9,9,7,11
"PGEN_.00g166780",0,0,0,0,0,0,0,0
"PGEN_.00g233960",0,0,0,0,0,0,0,0
"PGEN_.00g097130",22,6,7,7,3,7,6,3
"PGEN_.00g019360",37,38,30,24,33,28,38,37
"PGEN_.00g223690",4,13,15,12,17,21,11,17
"PGEN_.00g261940",0,0,0,0,0,0,0,0
"PGEN_.00g238120",30,24,22,38,29,56,38,35
"PGEN_.00g315390",29,1,5,4,12,16,3,6
"PGEN_.00g225960",5,3,7,11,2,8,23,5
"PGEN_.00g349290",0,0,0,1,0,0,0,0
"PGEN_.00g177120",0,0,0,2,0,0,0,0
"PGEN_.00g221270",0,0,0,0,0,0,2,0
"PGEN_.00g006830",26,6,12,28,13,21,29,21
"PGEN_.00g274410",10,3,3,5,1,1,4,3
"PGEN_.00g314620",39,31,56,52,64,72,60,56
"PGEN_.00g279620",15,5,0,5,6,7,19,4
"PGEN_.00g223520",19,22,23,25,14,21,32,20
"PGEN_.00g215190",184,109,72,98,106,101,66,79
"PGEN_.00g120890",0,0,0,0,0,2,0,0
"PGEN_.00g167780",0,0,0,17,0,18,36,0
"PGEN_.00g336890",11,7,20,33,8,20,29,9
"PGEN_.00g047300",0,0,0,0,0,0,0,0
"PGEN_.00g300440",1,0,1,0,2,3,7,0
"PGEN_.00g178600",0,0,0,0,0,0,0,0
"PGEN_.00g235060",81,58,46,70,64,66,86,63
"PGEN_.00g310810",0,0,0,0,0,0,0,0
"PGEN_.00g160830",0,0,1,4,3,8,5,5
"PGEN_.00g067800",12,4,2,1,1,2,19,0
"PGEN_.00g266990",0,0,0,0,0,0,0,0
"PGEN_.00g107240",0,0,0,0,0,0,0,0
"PGEN_.00g278980",0,0,0,0,0,0,0,0
"PGEN_.00g094240",8,2,3,2,0,2,4,3
"PGEN_.00g201030",6,7,11,7,3,17,7,8
"PGEN_.00g108410",0,0,0,0,0,0,0,0
"PGEN_.00g085140",0,0,0,0,0,0,0,0
"PGEN_.00g151960",0,0,5,0,8,8,5,0
"PGEN_.00g218820",17,11,5,8,14,16,17,6
"PGEN_.00g346820",2,2,0,0,0,2,4,0
"PGEN_.00g264590",37,80,55,111,113,149,74,115
"PGEN_.00g342110",25,7,10,14,13,15,21,11
"PGEN_.00g125910",0,0,0,0,0,0,0,0
"PGEN_.00g081860",0,0,0,0,0,0,0,0
"PGEN_.00g160780",6,2,0,10,8,9,10,7
"PGEN_.00g347190",84,166,95,97,82,249,249,235
"PGEN_.00g147730",0,0,0,0,0,0,0,0
"PGEN_.00g176650",0,3,0,2,6,2,4,0
"PGEN_.00g172570",16,6,4,3,7,6,13,12
"PGEN_.00g038230",3,4,2,2,0,2,2,8
"PGEN_.00g201780",13,4,6,5,9,7,13,4
"PGEN_.00g120270",0,0,0,0,0,0,0,0
"PGEN_.00g057610",0,0,0,0,0,0,0,0
"PGEN_.00g140700",0,0,0,0,0,0,0,0
"PGEN_.00g171000",0,0,0,0,0,1,0,0
"PGEN_.00g236600",443,503,411,525,701,663,678,572
"PGEN_.00g164200",9,3,6,6,4,12,12,5
"PGEN_.00g232770",0,0,0,0,0,0,0,0
"PGEN_.00g050960",0,0,0,0,0,2,0,1
"PGEN_.00g297610",0,0,0,0,0,0,0,0
"PGEN_.00g037570",0,1,0,4,1,1,1,0
"PGEN_.00g301310",1,3,0,3,1,2,0,0
"PGEN_.00g305670",42,13,13,16,8,28,26,18
"PGEN_.00g147080",0,0,0,0,0,0,0,0
"PGEN_.00g005870",0,0,0,0,0,0,0,0
"PGEN_.00g041620",0,0,0,0,0,0,0,0
"PGEN_.00g306320",0,0,0,0,1,0,2,0
"PGEN_.00g299720",3,6,11,2,8,6,6,0
"PGEN_.00g329490",1,0,0,0,0,0,0,0
"PGEN_.00g199660",70,74,34,88,59,151,99,48
"PGEN_.00g270880",34,11,5,12,5,10,18,8
"PGEN_.00g196900",0,0,1,0,0,1,0,0
"PGEN_.00g119710",13,5,6,2,7,7,12,10
"PGEN_.00g200780",1,7,11,17,13,18,3,7
"PGEN_.00g283210",9,5,4,8,5,10,11,8
"PGEN_.00g331810",0,0,0,0,0,0,0,0
"PGEN_.00g046160",3,3,6,3,4,2,2,2
"PGEN_.00g088110",0,0,0,0,0,0,0,0
"PGEN_.00g153460",4,2,0,2,2,2,6,2
"PGEN_.00g343240",6,1,4,1,11,8,5,0
"PGEN_.00g179230",0,3,2,9,19,17,13,1
"PGEN_.00g152730",0,0,0,0,0,0,0,0
"PGEN_.00g321820",26,10,16,17,14,23,21,12
"PGEN_.00g114980",0,0,0,0,0,0,0,0
"PGEN_.00g287370",11,4,2,4,2,4,5,12
"PGEN_.00g333410",17,0,3,7,4,0,4,2
"PGEN_.00g050340",494,294,395,381,402,464,379,395
"PGEN_.00g193990",0,0,0,0,0,0,0,0
"PGEN_.00g169200",0,0,0,0,0,0,0,0
"PGEN_.00g081130",0,0,0,2,0,0,2,0
"PGEN_.00g065060",0,0,0,0,0,0,0,0
"PGEN_.00g112200",10,15,10,14,8,13,17,5
"PGEN_.00g165550",37,71,35,17,0,159,84,17
"PGEN_.00g161070",2,2,4,0,0,1,2,0
"PGEN_.00g025850",0,0,0,0,0,3,0,0
"PGEN_.00g291510",2,2,3,2,1,4,4,4
"PGEN_.00g244860",6,2,4,4,3,6,15,0
"PGEN_.00g230600",0,1,1,2,1,1,9,0
