"","SG117","SG137","SG38","SG97","SG88","SG87","SG98","SG37"
"PGEN_.00g221960",0,0,0,0,0,0,0,0
"PGEN_.00g348550",1,1,0,1,0,0,2,1
"PGEN_.00g217540",1,1,0,1,0,1,0,0
"PGEN_.00g260210",3,0,2,1,1,3,2,4
"PGEN_.00g034260",4,4,0,2,0,5,9,2
"PGEN_.00g009980",56,109,58,124,81,133,150,116
"PGEN_.00g199400",0,0,0,0,0,0,0,0
"PGEN_.00g344850",0,0,0,0,0,0,2,0
"PGEN_.00g004960",2,0,0,0,0,0,1,2
"PGEN_.00g293880",163,127,306,505,819,527,182,198
"PGEN_.00g336460",0,0,0,0,0,0,0,0
"PGEN_.00g174300",0,0,0,0,0,0,0,0
"PGEN_.00g194630",11,13,14,15,21,10,27,6
"PGEN_.00g131820",4,11,8,12,20,29,9,27
"PGEN_.00g129680",0,0,0,0,0,0,0,0
"PGEN_.00g256150",0,0,0,0,0,0,0,0
"PGEN_.00g226460",0,0,0,0,0,0,0,0
"PGEN_.00g141540",0,0,0,0,0,0,0,0
"PGEN_.00g005380",4,1,2,0,0,5,5,0
"PGEN_.00g317010",13,9,8,15,14,5,7,8
"PGEN_.00g122890",15,6,10,13,24,19,15,11
"PGEN_.00g061680",0,0,0,0,0,0,0,0
"PGEN_.00g130190",25,21,9,9,12,12,11,17
"PGEN_.00g171880",0,0,0,0,0,0,0,0
"PGEN_.00g027050",0,0,0,0,0,0,0,0
"PGEN_.00g076860",37,23,27,55,58,48,39,56
"PGEN_.00g072520",0,15,4,4,2,3,22,8
"PGEN_.00g260720",5,14,9,3,24,10,12,29
"PGEN_.00g332540",2,0,0,4,0,0,0,0
"PGEN_.00g126750",0,0,0,0,0,0,0,0
"PGEN_.00g080040",43,36,27,45,41,75,45,27
"PGEN_.00g347230",0,0,0,2,0,0,0,2
"PGEN_.00g329930",0,3,0,0,0,0,0,0
"PGEN_.00g034880",0,0,0,0,0,0,0,0
"PGEN_.00g218740",29,60,34,55,46,64,40,34
"PGEN_.00g205720",21,6,17,26,50,25,34,14
"PGEN_.00g004380",19,8,7,17,4,7,17,5
"PGEN_.00g186620",7,6,6,5,6,21,6,0
"PGEN_.00g287710",42,50,27,28,20,15,27,32
"PGEN_.00g164930",0,0,0,0,0,0,0,0
"PGEN_.00g214890",63,79,86,61,86,81,71,87
"PGEN_.00g210530",7,5,0,3,5,1,2,4
"PGEN_.00g035130",0,0,0,0,0,0,0,0
"PGEN_.00g039450",0,0,0,0,0,0,0,0
"PGEN_.00g060480",13,3,6,12,9,6,20,6
"PGEN_.00g064300",0,0,0,0,0,0,0,0
"PGEN_.00g344290",9,7,4,7,2,4,3,8
"PGEN_.00g143330",0,0,0,0,0,0,0,0
"PGEN_.00g267180",53,77,27,53,71,80,56,41
"PGEN_.00g067650",0,0,0,0,0,0,0,0
"PGEN_.00g345520",0,0,0,0,1,0,0,0
"PGEN_.00g126280",0,0,0,0,0,0,0,0
"PGEN_.00g173650",24,7,10,12,11,24,27,18
"PGEN_.00g080590",0,0,0,0,0,0,0,0
"PGEN_.00g312790",0,0,0,0,0,0,1,0
"PGEN_.00g180250",19,13,17,21,19,20,25,33
"PGEN_.00g041910",0,0,0,0,0,0,0,0
"PGEN_.00g220700",0,0,0,0,0,0,0,0
"PGEN_.00g218290",0,0,0,0,0,0,0,0
"PGEN_.00g004030",1,0,0,3,3,0,0,0
"PGEN_.00g128760",16,8,3,5,2,13,13,7
"PGEN_.00g343080",6,4,0,0,0,0,4,0
"PGEN_.00g222390",21,15,7,16,22,16,30,6
"PGEN_.00g217250",0,0,0,1,0,4,0,1
"PGEN_.00g011630",31,31,21,13,30,32,19,28
"PGEN_.00g060150",1,2,2,0,0,0,2,0
"PGEN_.00g303020",4,13,4,2,7,10,2,2
"PGEN_.00g001600",6,2,0,0,0,1,3,0
"PGEN_.00g119240",422,429,396,600,553,735,740,543
"PGEN_.00g016060",2,2,1,4,6,2,2,2
"PGEN_.00g304550",3,5,0,4,0,3,0,18
"PGEN_.00g308670",6,6,12,11,10,7,3,9
"PGEN_.00g250370",0,0,0,0,0,0,0,0
"PGEN_.00g164310",0,2,2,0,0,5,0,2
"PGEN_.00g319550",96,227,71,166,119,101,158,151
"PGEN_.00g045740",38,23,20,24,32,39,38,21
"PGEN_.00g203130",1,0,0,0,0,0,0,0
"PGEN_.00g127480",0,0,0,0,0,0,0,0
"PGEN_.00g007600",2,11,5,5,6,2,6,3
"PGEN_.00g315410",0,0,0,0,0,0,0,0
"PGEN_.00g044290",62,29,23,36,31,48,50,36
"PGEN_.00g344430",8,6,3,0,0,1,0,2
"PGEN_.00g145920",8,3,3,3,8,2,13,6
"PGEN_.00g225280",4,5,2,6,9,16,4,13
"PGEN_.00g286440",0,0,0,0,5,2,2,0
"PGEN_.00g229700",11,6,8,18,2,14,20,7
"PGEN_.00g319880",9,34,13,38,23,11,2,21
"PGEN_.00g316850",3,0,0,0,0,0,1,0
"PGEN_.00g166390",50,34,45,61,104,177,79,37
"PGEN_.00g162830",0,0,2,0,2,0,0,0
"PGEN_.00g018450",0,0,0,5,4,5,2,3
"PGEN_.00g343800",0,0,0,0,0,0,0,0
"PGEN_.00g205410",9,10,6,15,6,5,16,17
"PGEN_.00g284930",0,0,0,0,0,0,0,0
"PGEN_.00g127150",0,0,0,0,0,0,0,0
"PGEN_.00g124490",0,0,0,0,0,2,0,0
"PGEN_.00g087060",6,0,2,5,2,0,1,4
"PGEN_.00g111500",5,5,12,5,8,8,9,12
"PGEN_.00g263400",6,0,5,2,8,19,11,10
"PGEN_.00g219160",0,1,0,1,1,0,2,0
"PGEN_.00g122500",21,24,8,14,11,13,10,11
"PGEN_.00g215850",0,0,0,5,0,0,2,0
"PGEN_.00g211370",10,3,4,4,9,9,4,1
"PGEN_.00g123670",0,0,0,0,0,0,0,0
"PGEN_.00g117830",4,6,1,8,5,15,12,8
"PGEN_.00g083760",147,45,37,74,69,94,85,72
"PGEN_.00g166640",0,0,2,0,0,0,3,0
"PGEN_.00g017330",0,0,0,0,0,0,0,0
"PGEN_.00g309100",10,8,3,2,8,5,8,7
"PGEN_.00g261800",0,0,0,0,0,0,0,0
"PGEN_.00g174490",3,1,1,1,2,3,5,1
"PGEN_.00g238020",4,6,0,6,2,4,0,2
"PGEN_.00g318680",9,4,9,5,11,16,8,3
"PGEN_.00g341520",17,2,0,0,0,2,5,6
"PGEN_.00g263180",2,0,0,0,0,0,0,0
"PGEN_.00g225860",0,0,0,0,0,0,0,0
"PGEN_.00g300740",0,0,0,0,0,0,0,0
"PGEN_.00g177020",25,8,13,36,25,33,17,9
"PGEN_.00g221150",0,0,0,0,0,0,0,0
"PGEN_.00g006950",0,0,0,0,0,0,0,2
"PGEN_.00g132900",0,0,0,0,0,0,0,0
"PGEN_.00g043740",18,5,5,16,15,24,16,13
"PGEN_.00g304080",0,0,0,0,0,0,0,0
"PGEN_.00g172210",1,0,2,0,0,0,2,0
"PGEN_.00g279720",16,15,4,8,9,12,14,6
"PGEN_.00g055340",3,0,0,2,0,2,0,0
"PGEN_.00g223420",7,3,2,1,2,1,6,2
"PGEN_.00g231300",0,0,0,0,0,0,0,0
"PGEN_.00g205990",0,0,0,0,0,0,0,0
"PGEN_.00g047240",0,0,0,0,0,0,0,0
"PGEN_.00g300700",0,0,0,0,0,0,0,0
"PGEN_.00g178740",0,0,1,0,0,0,0,0
"PGEN_.00g274260",0,0,0,0,0,0,0,0
"PGEN_.00g310930",4,3,2,1,2,2,5,1
"PGEN_.00g266630",31,6,4,17,8,12,24,19
"PGEN_.00g279090",0,0,0,0,0,0,0,0
"PGEN_.00g132590",0,3,2,3,3,0,2,0
"PGEN_.00g268570",6,1,3,5,4,2,0,3
"PGEN_.00g147100",0,0,0,0,2,0,0,0
"PGEN_.00g163870",29,17,17,12,15,18,21,9
"PGEN_.00g191160",0,0,0,0,0,0,0,0
"PGEN_.00g264670",5,0,1,0,0,0,0,2
"PGEN_.00g235210",0,0,0,0,0,0,0,0
"PGEN_.00g106750",4,4,2,5,5,5,4,0
"PGEN_.00g347270",17,1,5,14,9,7,17,13
"PGEN_.00g056420",5,4,2,2,1,2,1,5
"PGEN_.00g176770",2,2,0,0,0,0,0,0
"PGEN_.00g115990",0,0,0,0,0,0,0,0
"PGEN_.00g038190",0,0,0,0,0,0,0,0
"PGEN_.00g340720",15,5,3,14,8,2,9,9
"PGEN_.00g201640",7,6,18,9,15,5,11,18
"PGEN_.00g085330",0,0,0,0,2,0,0,0
"PGEN_.00g171740",2,6,2,0,3,6,0,0
"PGEN_.00g246860",57,42,24,30,27,42,46,44
"PGEN_.00g048650",14,7,12,5,18,38,36,33
"PGEN_.00g114020",0,0,0,0,0,0,0,0
"PGEN_.00g232650",0,0,0,0,0,0,0,0
"PGEN_.00g342380",6,2,1,3,0,1,2,1
"PGEN_.00g050860",0,0,0,2,0,0,0,0
"PGEN_.00g297730",0,0,0,0,0,0,0,0
"PGEN_.00g037210",3,3,6,5,6,5,2,7
"PGEN_.00g335380",2,0,0,2,0,0,4,0
"PGEN_.00g013540",0,0,2,0,0,0,0,0
"PGEN_.00g046590",34,8,6,23,19,11,21,20
"PGEN_.00g301070",22,9,3,6,17,19,28,11
"PGEN_.00g305750",10,0,0,0,0,0,7,0
"PGEN_.00g147140",45,28,27,51,35,51,71,58
"PGEN_.00g038440",0,0,0,0,0,0,0,0
"PGEN_.00g014010",44,60,32,63,59,69,38,52
"PGEN_.00g306220",296,393,414,581,406,776,366,546
"PGEN_.00g057480",0,0,0,0,0,0,0,0
"PGEN_.00g340190",0,0,0,0,0,0,0,1
"PGEN_.00g195220",0,0,0,0,0,0,0,1
"PGEN_.00g094540",0,2,0,5,5,8,13,15
"PGEN_.00g239840",0,0,0,0,0,0,0,0
"PGEN_.00g164090",38,24,27,25,23,29,33,26
"PGEN_.00g264090",8,0,0,0,0,0,5,0
"PGEN_.00g145070",0,0,0,0,0,0,2,0
"PGEN_.00g347490",0,0,0,0,0,0,0,0
"PGEN_.00g046620",0,0,0,0,0,0,0,0
"PGEN_.00g153320",0,0,0,0,0,0,0,0
"PGEN_.00g343380",41,40,32,65,38,100,65,49
"PGEN_.00g191550",0,0,2,0,0,0,3,0
"PGEN_.00g152050",8,10,9,6,8,3,6,9
"PGEN_.00g321920",120,127,79,144,102,137,175,131
"PGEN_.00g323400",0,0,0,0,0,0,0,0
"PGEN_.00g296790",0,0,0,0,0,0,0,0
"PGEN_.00g341890",0,0,0,0,0,0,0,0
"PGEN_.00g200110",3,10,3,8,7,8,7,13
"PGEN_.00g050280",3,0,0,0,4,2,2,2
"PGEN_.00g141590",0,0,0,0,0,0,0,0
"PGEN_.00g169340",0,0,0,0,0,0,0,0
"PGEN_.00g081050",2,6,4,4,12,7,7,0
"PGEN_.00g271340",44,19,14,29,26,42,42,45
"PGEN_.00g168340",0,0,0,0,0,0,0,0
"PGEN_.00g161110",6,14,16,14,18,46,14,15
"PGEN_.00g343030",0,0,4,5,4,6,7,0
"PGEN_.00g080900",9,18,6,30,25,29,15,33
"PGEN_.00g034740",27,14,9,4,9,9,13,21
"PGEN_.00g328520",536,449,425,397,386,506,908,853
"PGEN_.00g243990",16,5,7,5,6,15,14,6
"PGEN_.00g039710",0,0,0,0,0,0,0,0
"PGEN_.00g050130",0,0,0,0,0,0,0,0
"PGEN_.00g245740",10,9,4,3,2,13,9,5
"PGEN_.00g241840",3,0,0,1,0,1,1,1
"PGEN_.00g112070",13,13,4,10,5,6,5,10
"PGEN_.00g338150",0,0,0,0,0,0,0,0
"PGEN_.00g209730",0,1,4,0,4,3,0,0
"PGEN_.00g233210",0,0,0,0,0,0,0,0
"PGEN_.00g049260",20,3,6,2,6,6,17,2
"PGEN_.00g291360",19,23,21,25,30,44,53,50
"PGEN_.00g230490",10,5,9,17,11,18,32,9
"PGEN_.00g249660",0,0,0,0,0,0,0,0
"PGEN_.00g010220",0,0,0,0,0,0,0,0
"PGEN_.00g041070",52,36,36,35,36,65,27,57
"PGEN_.00g211960",0,0,0,0,0,0,0,0
"PGEN_.00g234970",0,0,0,0,0,0,0,0
"PGEN_.00g011570",0,3,0,0,0,0,0,2
"PGEN_.00g015050",83,22,46,51,32,71,91,39
"PGEN_.00g071400",0,0,0,4,3,9,4,2
"PGEN_.00g040300",0,0,0,0,0,0,0,0
"PGEN_.00g155580",0,2,0,0,0,2,2,0
"PGEN_.00g159600",19,7,4,16,10,8,22,13
"PGEN_.00g055500",76,52,60,112,81,135,115,135
"PGEN_.00g143380",17,4,5,6,13,15,14,14
"PGEN_.00g090990",0,0,3,2,3,5,12,1
"PGEN_.00g186080",0,0,0,0,0,0,1,0
"PGEN_.00g148260",16,5,5,9,7,9,4,6
"PGEN_.00g268890",13,5,5,8,7,8,10,12
"PGEN_.00g282730",0,2,5,0,4,3,0,3
"PGEN_.00g276370",690,420,526,713,736,1105,725,789
"PGEN_.00g119330",10,42,19,26,43,40,35,44
"PGEN_.00g091020",3,0,0,1,4,8,3,0
"PGEN_.00g152580",5,3,0,1,0,2,4,0
"PGEN_.00g277020",0,0,0,0,0,0,0,0
"PGEN_.00g069020",0,0,2,5,7,11,3,4
"PGEN_.00g280460",72,113,69,67,58,64,58,81
"PGEN_.00g155050",0,0,0,0,0,0,0,0
"PGEN_.00g248040",255,350,181,137,225,198,271,191
"PGEN_.00g161800",184,74,27,35,49,28,34,50
"PGEN_.00g342810",0,3,2,5,0,1,2,2
"PGEN_.00g102920",0,0,0,0,0,0,0,0
"PGEN_.00g217870",2,0,0,0,0,0,1,0
"PGEN_.00g014900",0,0,0,0,0,0,0,0
"PGEN_.00g088860",4,5,0,0,0,2,0,3
"PGEN_.00g062760",6,0,4,2,3,7,10,0
"PGEN_.00g116310",0,0,0,2,1,0,0,0
"PGEN_.00g258340",2,1,1,2,3,5,5,5
"PGEN_.00g294590",0,0,0,0,0,0,0,1
"PGEN_.00g048130",85,64,43,59,50,80,53,57
"PGEN_.00g065230",0,2,4,0,5,4,3,3
"PGEN_.00g069790",0,0,0,0,0,0,0,0
"PGEN_.00g163400",20,6,6,7,14,5,9,7
"PGEN_.00g183870",0,0,0,0,0,0,0,0
"PGEN_.00g202600",4,5,1,5,3,7,9,3
"PGEN_.00g336290",6,4,5,2,4,5,4,2
"PGEN_.00g322570",0,0,0,0,0,0,0,2
"PGEN_.00g122260",59,35,36,34,45,55,35,41
"PGEN_.00g189620",9,30,6,20,13,16,24,16
"PGEN_.00g206510",51,55,47,56,46,52,51,81
"PGEN_.00g016500",104,26,9,11,5,16,54,16
"PGEN_.00g308330",85,28,33,33,21,44,46,47
"PGEN_.00g276950",18,3,3,11,6,6,14,5
"PGEN_.00g056850",3,1,0,2,5,11,3,1
"PGEN_.00g052570",0,0,0,0,2,0,0,0
"PGEN_.00g116550",2,0,0,0,0,0,0,0
"PGEN_.00g258690",0,0,0,0,0,0,0,0
"PGEN_.00g149130",13,0,2,4,0,2,2,1
"PGEN_.00g145450",0,0,0,0,0,0,0,0
"PGEN_.00g198300",8,5,3,7,10,11,5,7
"PGEN_.00g288670",0,0,0,0,0,0,0,0
"PGEN_.00g012080",0,0,0,0,1,0,0,0
"PGEN_.00g227130",1,0,0,0,0,3,0,3
"PGEN_.00g027730",9,6,4,37,5,33,22,11
"PGEN_.00g196220",0,0,1,0,2,1,0,1
"PGEN_.00g298940",0,0,0,1,0,0,0,0
"PGEN_.00g068770",4,1,1,3,0,0,7,6
"PGEN_.00g116830",0,0,0,0,0,0,0,0
"PGEN_.00g323190",18,19,25,18,25,18,25,22
"PGEN_.00g327430",0,0,0,0,0,0,0,0
"PGEN_.00g026280",6,3,2,6,5,5,6,5
"PGEN_.00g143850",7,6,10,11,9,8,10,7
"PGEN_.00g299010",10,26,43,113,175,122,21,37
"PGEN_.00g247290",0,0,0,0,0,0,0,0
"PGEN_.00g119800",0,0,0,0,0,0,0,0
"PGEN_.00g190680",11,4,12,9,11,12,10,6
"PGEN_.00g028140",2,0,0,2,2,0,0,0
"PGEN_.00g184780",0,0,0,0,0,0,0,0
"PGEN_.00g151770",0,0,0,0,0,0,0,0
"PGEN_.00g273250",9,4,7,10,5,12,11,2
"PGEN_.00g146370",38,6,19,11,26,46,8,4
"PGEN_.00g109830",0,0,2,0,3,0,0,0
"PGEN_.00g100380",0,0,0,0,0,0,0,0
"PGEN_.00g154720",3,2,3,2,3,2,1,4
"PGEN_.00g274700",13,3,10,7,27,20,9,7
"PGEN_.00g078910",0,0,0,0,0,0,0,0
"PGEN_.00g093310",16,0,2,6,5,4,5,4
"PGEN_.00g257250",12,9,12,15,9,28,12,14
"PGEN_.00g183670",4,2,3,6,7,6,3,4
"PGEN_.00g323220",0,0,0,0,0,0,0,0
"PGEN_.00g052390",56,38,24,35,30,52,45,50
"PGEN_.00g281410",2,4,2,0,0,3,0,2
"PGEN_.00g182470",0,0,0,0,1,0,2,0
"PGEN_.00g079060",0,0,0,0,0,0,0,0
"PGEN_.00g025390",0,0,0,0,0,0,0,0
"PGEN_.00g056010",1499,665,335,520,584,303,583,616
"PGEN_.00g197790",0,0,0,0,0,0,0,0
"PGEN_.00g058630",2,6,2,5,4,2,6,0
"PGEN_.00g021880",0,0,0,0,0,0,0,0
"PGEN_.00g053620",3,1,0,4,2,4,5,5
"PGEN_.00g193080",8,9,8,10,8,19,14,4
"PGEN_.00g216960",0,0,0,0,0,0,0,0
"PGEN_.00g059940",0,0,0,0,0,0,0,0
"PGEN_.00g185840",0,0,0,0,0,0,0,0
"PGEN_.00g253000",0,0,0,0,4,0,0,0
"PGEN_.00g257780",0,0,2,1,3,5,0,0
"PGEN_.00g331210",5,5,3,4,7,0,12,1
"PGEN_.00g226660",0,0,0,0,0,0,0,0
"PGEN_.00g029990",0,0,0,0,0,0,0,0
"PGEN_.00g086520",67,33,31,59,64,79,45,45
"PGEN_.00g096840",0,0,0,0,0,0,0,0
"PGEN_.00g247870",19,8,5,13,10,16,19,7
"PGEN_.00g025640",3,0,1,0,0,4,8,1
"PGEN_.00g110000",0,0,0,0,0,0,0,0
"PGEN_.00g061440",80,51,42,59,51,46,83,42
"PGEN_.00g201980",3,1,3,2,2,0,4,3
"PGEN_.00g242150",2,0,0,0,2,0,0,0
"PGEN_.00g057810",6,16,1,3,7,3,7,8
"PGEN_.00g348270",0,0,0,0,0,0,0,0
"PGEN_.00g193330",0,0,0,0,0,0,0,0
"PGEN_.00g012330",35,24,23,31,33,51,52,47
"PGEN_.00g072320",12,9,11,15,12,16,25,9
"PGEN_.00g300060",0,0,0,3,0,0,2,0
"PGEN_.00g161850",1,0,0,0,0,0,0,0
"PGEN_.00g241430",0,0,0,0,0,0,0,0
"PGEN_.00g013060",5,4,5,6,6,9,10,4
"PGEN_.00g305250",0,0,0,0,0,0,2,0
"PGEN_.00g095220",0,0,0,0,0,0,0,0
"PGEN_.00g292950",72,61,42,72,69,66,80,69
"PGEN_.00g187560",0,0,0,2,0,0,0,0
"PGEN_.00g254780",5,6,5,7,7,5,8,2
"PGEN_.00g058090",3,9,3,23,8,7,23,24
"PGEN_.00g287150",8,8,3,12,7,11,5,10
"PGEN_.00g270280",0,0,0,0,0,0,0,0
"PGEN_.00g100650",0,0,0,1,0,0,0,0
"PGEN_.00g174140",15,1,10,10,10,12,13,9
"PGEN_.00g345720",3,0,0,0,2,0,0,0
"PGEN_.00g101520",0,0,0,3,1,0,0,0
"PGEN_.00g173490",0,0,0,0,0,0,0,0
"PGEN_.00g176300",0,0,0,0,3,0,0,0
"PGEN_.00g130970",4,0,10,0,8,13,4,0
"PGEN_.00g204130",0,0,0,0,1,0,0,0
"PGEN_.00g201320",125,89,62,104,115,125,117,76
"PGEN_.00g028640",0,0,0,0,0,0,0,0
"PGEN_.00g156490",0,3,1,0,4,13,5,3
"PGEN_.00g202980",0,0,0,0,0,0,0,0
"PGEN_.00g321260",0,0,0,0,0,1,0,0
"PGEN_.00g052370",0,0,0,0,0,0,0,0
"PGEN_.00g024110",6,1,2,6,7,7,12,7
"PGEN_.00g060310",0,0,0,0,0,0,0,0
"PGEN_.00g348260",110,100,66,150,102,151,120,137
"PGEN_.00g255780",0,0,0,0,0,0,0,0
"PGEN_.00g067320",24,6,3,7,9,16,17,11
"PGEN_.00g345090",1,1,0,4,2,4,4,2
"PGEN_.00g090030",0,0,0,0,0,0,0,0
"PGEN_.00g250570",20,15,17,13,35,8,13,16
"PGEN_.00g038400",1,2,20,14,27,27,10,8
"PGEN_.00g032360",0,0,0,0,0,0,0,0
"PGEN_.00g180720",48,28,29,36,29,58,63,33
"PGEN_.00g289880",6,10,8,7,6,17,14,5
"PGEN_.00g036870",6,6,4,11,7,7,8,12
"PGEN_.00g293600",2,2,4,12,9,12,8,6
"PGEN_.00g184030",2,2,5,0,12,6,6,2
"PGEN_.00g072810",0,0,0,0,0,0,0,0
"PGEN_.00g113060",1,3,0,0,1,1,2,2
"PGEN_.00g332040",26,31,23,46,29,49,38,42
"PGEN_.00g337170",30,48,39,28,31,42,33,22
"PGEN_.00g313820",9,5,10,5,14,18,10,5
"PGEN_.00g290550",4,2,0,7,3,4,2,7
"PGEN_.00g286280",0,0,0,0,0,0,0,0
"PGEN_.00g229140",0,0,0,2,0,0,0,0
"PGEN_.00g020910",8,0,5,5,3,5,2,5
"PGEN_.00g000820",4,4,11,23,6,21,12,10
"PGEN_.00g144190",1,0,0,0,0,0,1,1
"PGEN_.00g053020",48,32,20,41,41,67,33,47
"PGEN_.00g291600",1,2,0,0,0,0,0,0
"PGEN_.00g116890",3,0,0,0,0,0,0,0
"PGEN_.00g070410",0,0,0,1,2,3,0,0
"PGEN_.00g024920",0,0,0,0,0,0,0,0
"PGEN_.00g321480",0,0,0,0,0,0,0,0
"PGEN_.00g294070",15,5,1,11,4,2,15,6
"PGEN_.00g103670",0,0,0,0,0,0,2,1
"PGEN_.00g207440",3,0,3,1,0,2,4,3
"PGEN_.00g271660",35,28,22,30,35,29,18,31
"PGEN_.00g275560",0,0,0,2,0,1,0,0
"PGEN_.00g211170",6,20,2,0,9,0,7,2
"PGEN_.00g009660",802,400,443,815,580,906,770,685
"PGEN_.00g289260",0,0,0,0,0,0,0,0
"PGEN_.00g327880",0,0,3,3,0,2,3,4
"PGEN_.00g119470",4,11,34,23,56,36,24,9
"PGEN_.00g214610",7,5,2,0,4,4,11,3
"PGEN_.00g294380",5,1,2,0,1,1,2,0
"PGEN_.00g133690",2,0,0,4,0,0,2,0
"PGEN_.00g040370",0,0,0,0,0,0,0,0
"PGEN_.00g098550",3,0,0,0,0,0,0,0
"PGEN_.00g322900",0,0,0,0,0,0,0,1
"PGEN_.00g326280",3,2,3,0,2,7,4,0
"PGEN_.00g089870",13,16,10,14,16,18,24,15
"PGEN_.00g063150",6,5,2,10,2,2,4,0
"PGEN_.00g043500",3,0,5,0,0,0,3,4
"PGEN_.00g209070",35,22,14,38,28,49,36,38
"PGEN_.00g029690",10,8,6,5,16,7,0,9
"PGEN_.00g346380",4,3,4,0,0,3,0,4
"PGEN_.00g062200",0,0,0,0,0,0,0,0
"PGEN_.00g096060",0,0,0,0,0,0,0,0
"PGEN_.00g182860",0,0,0,0,0,0,0,0
"PGEN_.00g203210",0,0,0,0,0,0,0,0
"PGEN_.00g033180",18,28,29,30,33,44,24,42
"PGEN_.00g104540",41,45,23,54,43,57,29,41
"PGEN_.00g133520",0,0,0,2,5,4,2,0
"PGEN_.00g278710",2,2,0,0,0,0,0,0
"PGEN_.00g167830",0,0,0,0,0,0,0,0
"PGEN_.00g177550",6,2,2,5,2,7,2,0
"PGEN_.00g185070",0,0,0,0,0,0,0,0
"PGEN_.00g022510",0,0,0,2,0,0,1,0
"PGEN_.00g295380",0,0,3,0,5,2,0,0
"PGEN_.00g314210",0,0,0,0,2,0,2,0
"PGEN_.00g148740",0,2,2,2,1,1,1,2
"PGEN_.00g223150",111,128,63,119,131,125,147,163
"PGEN_.00g003700",7,7,2,6,2,8,4,2
"PGEN_.00g007880",3967,5000,3579,2465,4008,2197,3140,2336
"PGEN_.00g008530",88,28,26,50,53,55,66,24
"PGEN_.00g311530",0,0,0,0,0,0,0,0
"PGEN_.00g175950",113,94,131,115,117,177,154,133
"PGEN_.00g218960",0,0,0,0,0,2,1,0
"PGEN_.00g227890",0,0,0,0,0,0,0,0
"PGEN_.00g211820",179,121,103,132,136,142,120,117
"PGEN_.00g295030",0,0,0,0,0,0,0,0
"PGEN_.00g120080",0,0,0,0,0,0,0,0
"PGEN_.00g186180",6,7,2,5,1,0,1,0
"PGEN_.00g160400",0,0,0,0,0,0,0,0
"PGEN_.00g151330",0,0,0,0,0,0,0,0
"PGEN_.00g172450",21,9,5,5,5,6,12,4
"PGEN_.00g099200",0,0,0,0,0,0,0,0
"PGEN_.00g075130",0,0,13,8,8,35,16,0
"PGEN_.00g261350",2,0,0,0,0,0,0,0
"PGEN_.00g265870",2,3,1,0,2,0,0,0
"PGEN_.00g108820",28,52,68,72,69,154,153,103
"PGEN_.00g171180",0,0,0,0,0,0,0,0
"PGEN_.00g116210",0,0,0,0,0,0,0,0
"PGEN_.00g097330",0,0,0,0,0,0,0,0
"PGEN_.00g202160",0,0,0,0,0,0,0,0
"PGEN_.00g006280",41,79,34,140,64,109,49,117
"PGEN_.00g105630",0,4,2,0,4,0,6,0
"PGEN_.00g109190",6,0,7,5,6,7,10,2
"PGEN_.00g078070",7,12,5,6,3,15,11,7
"PGEN_.00g037450",0,0,0,1,0,0,0,0
"PGEN_.00g068980",55,56,51,92,74,118,94,63
"PGEN_.00g176200",0,0,0,0,0,0,0,0
"PGEN_.00g172980",8,3,7,8,4,6,8,4
"PGEN_.00g064850",131,89,97,112,88,140,133,124
"PGEN_.00g029520",20,10,10,11,17,31,11,20
"PGEN_.00g005950",0,0,0,0,0,0,0,0
"PGEN_.00g120600",0,0,0,0,0,0,10,0
"PGEN_.00g195020",0,0,0,2,0,0,0,0
"PGEN_.00g047990",4,6,0,8,8,7,0,6
"PGEN_.00g184850",0,0,0,0,0,0,0,0
"PGEN_.00g178370",0,3,6,6,12,22,10,2
"PGEN_.00g227270",0,1,4,5,1,5,4,3
"PGEN_.00g002070",0,0,3,4,0,1,2,0
"PGEN_.00g006750",0,0,0,0,0,0,0,0
"PGEN_.00g310660",28,10,15,28,13,39,39,24
"PGEN_.00g314960",2,0,0,0,0,0,2,1
"PGEN_.00g170580",136,67,41,78,68,106,89,65
"PGEN_.00g327060",0,0,0,0,0,0,0,0
"PGEN_.00g037980",0,0,0,0,0,0,0,0
"PGEN_.00g131160",38,8,5,6,13,20,24,14
"PGEN_.00g253940",0,0,0,0,0,0,0,0
"PGEN_.00g151970",0,0,0,0,0,0,0,0
"PGEN_.00g005480",212,110,134,203,164,228,244,184
"PGEN_.00g292560",0,0,0,0,0,0,0,0
"PGEN_.00g054230",11,6,3,3,7,7,6,8
"PGEN_.00g199230",0,0,2,0,2,0,2,2
"PGEN_.00g195790",3,2,0,0,0,0,1,0
"PGEN_.00g018230",20,8,3,0,6,3,8,1
"PGEN_.00g277960",43,16,15,40,31,30,26,27
"PGEN_.00g035580",0,0,0,2,0,1,1,2
"PGEN_.00g260080",3,4,5,4,4,8,5,5
"PGEN_.00g125380",1,0,0,0,0,0,0,0
"PGEN_.00g081290",2,2,2,3,3,3,4,2
"PGEN_.00g219700",8,5,2,2,2,4,2,0
"PGEN_.00g292090",0,0,0,0,0,0,0,0
"PGEN_.00g301280",0,0,0,0,0,0,0,0
"PGEN_.00g284340",0,4,0,0,0,5,3,0
"PGEN_.00g079300",3,2,12,0,12,16,7,3
"PGEN_.00g034180",9,7,7,9,7,2,4,5
"PGEN_.00g038600",5,1,1,4,2,6,1,1
"PGEN_.00g164870",0,0,0,2,5,0,2,2
