"","SG117","SG137","SG38","SG97","SG88","SG87","SG98","SG37"
"PGEN_.00g140240",20,3,15,22,12,8,28,8
"PGEN_.00g307600",16,13,4,5,10,20,8,9
"PGEN_.00g144540",229,123,155,163,114,159,160,119
"PGEN_.00g244560",29,42,18,20,7,23,41,28
"PGEN_.00g200040",32,24,27,40,34,36,32,48
"PGEN_.00g326300",15,7,8,12,8,9,4,18
"PGEN_.00g112290",149,172,118,162,161,133,129,115
"PGEN_.00g092800",87,236,212,243,218,234,106,224
"PGEN_.00g056780",13,9,12,16,17,11,19,18
"PGEN_.00g329300",9,21,18,19,34,24,11,12
"PGEN_.00g063580",30,19,18,6,18,8,5,11
"PGEN_.00g117110",22,10,12,15,13,24,30,7
"PGEN_.00g117450",111,70,60,81,76,125,121,97
"PGEN_.00g207710",127,58,32,86,78,118,103,24
"PGEN_.00g296910",252,228,233,379,374,525,350,391
"PGEN_.00g159750",15,19,58,110,163,116,29,34
"PGEN_.00g089320",23,18,20,39,7,18,31,20
"PGEN_.00g258740",312,163,145,191,187,263,254,184
"PGEN_.00g309930",4,10,10,12,5,19,15,7
"PGEN_.00g197200",45,7,10,12,13,14,17,8
"PGEN_.00g198250",84,44,29,32,39,55,41,29
"PGEN_.00g212220",12,7,9,9,13,15,6,7
"PGEN_.00g033950",88,84,74,69,112,92,86,71
"PGEN_.00g168500",18,39,15,18,29,27,35,25
"PGEN_.00g206440",73,74,59,72,51,79,92,60
"PGEN_.00g056980",27,15,10,8,13,20,6,8
"PGEN_.00g238100",1,7,10,36,14,17,17,21
"PGEN_.00g058720",69,41,15,54,40,60,88,57
"PGEN_.00g134180",278,121,159,232,209,279,298,233
"PGEN_.00g183470",109,70,67,86,89,126,119,95
"PGEN_.00g227600",28,12,17,13,20,19,19,20
"PGEN_.00g206190",40,53,9,47,13,20,16,13
"PGEN_.00g246070",50,64,27,40,53,59,63,51
"PGEN_.00g325740",22,4,14,5,10,14,21,14
"PGEN_.00g153880",47,32,47,56,52,83,76,50
"PGEN_.00g076260",31,20,24,19,19,20,34,32
"PGEN_.00g344100",77,25,10,29,20,16,18,27
"PGEN_.00g100700",75,45,62,61,36,45,66,39
"PGEN_.00g174090",57,56,61,67,27,65,61,65
"PGEN_.00g185730",33,14,14,11,16,21,35,25
"PGEN_.00g110330",30,12,11,11,6,11,20,13
"PGEN_.00g139000",23,9,2,13,13,9,13,10
"PGEN_.00g221600",63,41,27,49,34,41,62,56
"PGEN_.00g204020",86,49,22,79,60,78,100,71
"PGEN_.00g270600",114,30,46,39,39,76,81,52
"PGEN_.00g173010",12,6,5,5,12,15,14,6
"PGEN_.00g009190",46,24,25,45,24,45,34,40
"PGEN_.00g238710",15,12,14,14,14,12,9,8
"PGEN_.00g184120",13,12,4,15,12,14,13,9
"PGEN_.00g238510",17,15,10,12,9,18,18,10
"PGEN_.00g215210",7,19,4,16,9,18,23,13
"PGEN_.00g250970",8,11,12,15,11,11,7,4
"PGEN_.00g224640",5,11,7,11,20,15,2,13
"PGEN_.00g047320",868,529,231,428,487,344,442,506
"PGEN_.00g228760",12,6,12,13,15,20,37,13
"PGEN_.00g007040",13,20,57,36,142,62,22,24
"PGEN_.00g228490",483,331,256,330,353,460,462,446
"PGEN_.00g349420",15,2,0,4,14,13,13,15
"PGEN_.00g069810",16,20,7,11,17,11,11,12
"PGEN_.00g203340",95,89,92,116,113,122,100,93
"PGEN_.00g256530",19,7,11,8,14,17,27,29
"PGEN_.00g172850",365,366,337,466,634,464,515,471
"PGEN_.00g029210",5,13,7,13,12,21,29,12
"PGEN_.00g339930",87,36,20,73,68,26,65,37
"PGEN_.00g003430",13,26,17,26,27,34,9,19
"PGEN_.00g007950",38,50,29,68,55,50,46,63
"PGEN_.00g005550",81,98,77,103,130,101,126,61
"PGEN_.00g330370",20,9,11,15,10,13,7,12
"PGEN_.00g108930",47,37,25,27,34,41,30,28
"PGEN_.00g204160",20,10,5,11,13,10,15,11
"PGEN_.00g160080",337,248,187,226,232,362,212,157
"PGEN_.00g085160",9,8,8,4,5,9,13,15
"PGEN_.00g261750",309,279,246,297,308,310,395,320
"PGEN_.00g164700",25,11,5,15,6,11,1,11
"PGEN_.00g050260",11,9,5,5,4,11,11,6
"PGEN_.00g245010",31,17,13,19,25,25,27,17
"PGEN_.00g216170",0,9,8,9,16,7,25,4
"PGEN_.00g131210",27,26,19,29,17,23,22,30
"PGEN_.00g244760",30,23,17,14,29,11,32,22
"PGEN_.00g213520",122,191,151,222,182,195,253,170
"PGEN_.00g130160",39,37,38,11,8,21,38,31
"PGEN_.00g048400",27,12,7,19,8,17,22,14
"PGEN_.00g011800",21,13,12,28,21,47,28,17
"PGEN_.00g045110",18,7,8,9,8,18,12,7
"PGEN_.00g211880",89,71,55,74,78,53,49,60
"PGEN_.00g039480",6,3,14,45,33,60,14,9
"PGEN_.00g162220",29,18,8,26,20,41,23,21
"PGEN_.00g143120",32,11,27,33,31,23,29,39
"PGEN_.00g115260",25,18,6,16,16,14,33,10
"PGEN_.00g040090",55,34,25,74,44,68,59,38
"PGEN_.00g338710",21,13,14,15,12,10,19,15
"PGEN_.00g017920",74,97,89,122,93,118,99,137
"PGEN_.00g198490",256,148,239,222,230,289,260,228
"PGEN_.00g111680",22,20,10,7,9,21,20,18
"PGEN_.00g225250",24,14,7,10,7,26,16,7
"PGEN_.00g001920",205,82,60,193,112,146,185,151
"PGEN_.00g332260",3,9,7,11,13,14,9,5
"PGEN_.00g272450",28,10,11,6,6,23,18,12
"PGEN_.00g197770",83,50,46,61,47,67,72,72
"PGEN_.00g315750",18,10,9,11,12,8,20,10
"PGEN_.00g092350",0,25,11,37,9,38,18,40
"PGEN_.00g274850",106,46,39,47,42,133,78,52
"PGEN_.00g308680",204,185,91,113,152,125,116,136
"PGEN_.00g166030",191,196,167,233,220,336,233,209
"PGEN_.00g273490",15,14,12,13,11,18,30,16
"PGEN_.00g235420",31,10,20,49,20,72,47,24
"PGEN_.00g016340",11,9,7,15,6,14,15,12
"PGEN_.00g308530",19,7,16,17,21,52,20,21
"PGEN_.00g188330",25,20,10,15,19,18,27,19
"PGEN_.00g017690",9,11,5,12,7,10,10,12
"PGEN_.00g258830",329,334,286,470,241,515,214,229
"PGEN_.00g024460",92,84,66,65,81,45,60,68
"PGEN_.00g055800",38,5,6,10,9,18,17,9
"PGEN_.00g013330",14,6,7,11,3,3,4,17
"PGEN_.00g076060",13,10,13,15,18,6,17,11
"PGEN_.00g274140",21,17,7,15,15,11,19,14
"PGEN_.00g052950",77,45,27,50,50,82,66,42
"PGEN_.00g279040",29,25,21,11,12,17,13,8
"PGEN_.00g110640",27,16,21,18,25,24,14,18
"PGEN_.00g231420",28,11,7,12,17,14,25,10
"PGEN_.00g190860",8,15,5,44,10,15,25,22
"PGEN_.00g195810",12,16,18,28,15,19,13,26
"PGEN_.00g025410",7,16,7,26,23,15,19,20
"PGEN_.00g291950",240,231,236,515,341,522,499,411
"PGEN_.00g201690",20,6,2,7,6,11,30,10
"PGEN_.00g271390",133,73,50,96,55,126,124,110
"PGEN_.00g073780",45,13,15,21,19,33,31,19
"PGEN_.00g272840",58,41,18,32,22,66,51,28
"PGEN_.00g276540",19,38,26,37,39,38,26,35
"PGEN_.00g008550",17,19,15,23,14,23,48,17
"PGEN_.00g164060",10,26,14,19,15,25,23,23
"PGEN_.00g155600",6,10,8,7,10,4,10,14
"PGEN_.00g164190",317,171,129,165,204,276,226,189
"PGEN_.00g070780",25,0,17,27,17,80,42,0
"PGEN_.00g088670",48,26,13,30,21,57,23,31
"PGEN_.00g063790",47,29,29,44,55,71,47,55
"PGEN_.00g291040",26,8,14,18,15,32,15,14
"PGEN_.00g294670",18,6,13,21,8,15,11,9
"PGEN_.00g169460",30,51,31,45,38,58,46,40
"PGEN_.00g074570",6,9,5,7,7,14,19,13
"PGEN_.00g009610",304,84,114,147,133,187,144,123
"PGEN_.00g215580",15,6,8,4,10,17,24,11
"PGEN_.00g059750",324,190,149,141,248,160,178,157
"PGEN_.00g317480",34,14,14,28,32,25,28,19
"PGEN_.00g061230",35,14,4,21,19,33,22,17
"PGEN_.00g280100",25,23,16,16,14,21,25,24
"PGEN_.00g002090",257,316,136,256,275,280,257,205
"PGEN_.00g146900",29,36,23,32,28,40,42,53
"PGEN_.00g248520",23,6,7,20,15,32,34,3
"PGEN_.00g154150",10,9,9,0,12,12,3,5
"PGEN_.00g104920",24,24,25,22,29,32,27,34
"PGEN_.00g134220",8,9,6,8,13,11,14,7
"PGEN_.00g206250",54,27,15,30,36,38,30,29
"PGEN_.00g061490",38,26,31,45,38,73,42,41
"PGEN_.00g035210",33,20,21,25,18,30,31,28
"PGEN_.00g125020",9,3,10,5,16,24,19,15
"PGEN_.00g004190",9,8,5,10,9,9,16,17
"PGEN_.00g030190",65,49,51,58,48,51,43,39
"PGEN_.00g087450",19,7,7,15,20,22,4,14
"PGEN_.00g133990",276,25,25,52,14,16,23,22
"PGEN_.00g174660",33,32,21,17,23,43,18,17
"PGEN_.00g191380",72,48,42,83,82,84,91,91
"PGEN_.00g063890",20,7,5,20,19,11,5,11
"PGEN_.00g234170",1114,684,693,927,889,942,1013,742
"PGEN_.00g116400",10,36,17,26,19,30,12,28
"PGEN_.00g045680",34,12,9,9,10,13,16,10
"PGEN_.00g133330",51,19,21,46,25,39,27,36
"PGEN_.00g181770",18,13,13,9,18,17,51,17
"PGEN_.00g009010",72,37,23,63,44,63,59,41
"PGEN_.00g289850",87,74,46,37,28,82,49,59
"PGEN_.00g262030",19,11,9,10,16,19,20,10
"PGEN_.00g166580",39,13,7,11,11,34,39,25
"PGEN_.00g062850",9,9,6,18,13,14,16,7
"PGEN_.00g177580",21,18,13,16,10,22,24,18
"PGEN_.00g186200",30,27,26,36,41,30,31,35
"PGEN_.00g245420",46,9,23,18,21,43,61,21
"PGEN_.00g337260",19,2,15,3,31,18,23,5
"PGEN_.00g135890",28,14,11,8,18,20,7,17
"PGEN_.00g160320",19,8,6,16,6,13,11,9
"PGEN_.00g347530",8,6,3,7,9,13,25,13
"PGEN_.00g115830",19,3,10,14,16,10,7,11
"PGEN_.00g082240",67,57,48,84,78,135,79,67
"PGEN_.00g013860",42,8,16,5,16,11,6,24
"PGEN_.00g240930",18,11,7,14,13,13,13,13
"PGEN_.00g049650",14,7,2,14,6,22,21,14
"PGEN_.00g265880",23,15,11,10,8,6,9,6
"PGEN_.00g339740",16,19,7,60,25,32,61,44
"PGEN_.00g041460",11,6,7,8,9,16,19,7
"PGEN_.00g050090",18,18,10,18,34,16,23,28
"PGEN_.00g270930",120,46,45,110,81,50,98,128
"PGEN_.00g038920",24,23,9,20,11,21,21,12
"PGEN_.00g113860",13,7,10,9,17,14,17,5
"PGEN_.00g192910",26,6,18,12,20,31,15,21
"PGEN_.00g302570",39,42,41,65,49,74,59,64
"PGEN_.00g337020",64,41,32,39,62,52,25,37
"PGEN_.00g158670",33,3,5,5,20,9,12,14
"PGEN_.00g149210",18,20,10,13,10,16,15,4
"PGEN_.00g313600",160,149,184,120,94,86,41,82
"PGEN_.00g243120",33,13,13,21,15,43,8,23
"PGEN_.00g307920",89,43,42,84,71,135,131,86
"PGEN_.00g259150",57,40,56,70,63,84,70,74
"PGEN_.00g122120",103,35,29,45,34,79,29,88
"PGEN_.00g266210",33,11,9,14,11,16,26,16
"PGEN_.00g197630",12,21,17,19,16,28,14,27
"PGEN_.00g295830",17,5,10,7,7,11,16,5
"PGEN_.00g149960",10,20,3,26,17,21,13,22
"PGEN_.00g197980",5,15,7,16,4,12,8,8
"PGEN_.00g021690",60,33,9,62,38,71,26,38
"PGEN_.00g118430",7,7,18,16,46,42,5,9
"PGEN_.00g092520",75,73,68,104,84,203,180,91
"PGEN_.00g328990",19,10,14,19,16,12,17,15
"PGEN_.00g248890",21,5,7,3,6,4,26,14
"PGEN_.00g024580",53,39,34,65,20,75,77,34
"PGEN_.00g270090",56,22,18,27,17,12,35,21
"PGEN_.00g024630",26,18,8,12,5,7,11,5
"PGEN_.00g146430",52,26,12,20,21,35,19,32
"PGEN_.00g142950",21,25,10,6,4,11,15,15
"PGEN_.00g301490",32,33,35,40,52,60,67,43
"PGEN_.00g156280",47,48,24,33,36,55,35,45
"PGEN_.00g214280",26,9,9,14,7,14,10,3
"PGEN_.00g200570",39,32,22,57,30,37,59,33
"PGEN_.00g286070",22,12,9,18,15,21,15,24
"PGEN_.00g259930",19,17,7,26,19,25,21,26
"PGEN_.00g143600",351,200,212,233,298,394,341,259
"PGEN_.00g033530",63,18,20,28,23,27,37,32
"PGEN_.00g181570",27,11,3,2,5,12,20,2
"PGEN_.00g141600",17,20,11,15,15,10,15,12
"PGEN_.00g145380",31,40,20,53,49,39,38,45
"PGEN_.00g022670",28,33,18,12,27,18,32,28
"PGEN_.00g144380",25,21,10,17,19,47,30,29
"PGEN_.00g133000",8646,6480,5770,11783,8110,10087,9840,8326
"PGEN_.00g277400",19,8,14,16,11,7,7,12
"PGEN_.00g064590",257,809,484,963,735,1111,746,1168
"PGEN_.00g303120",84,37,43,51,54,70,94,65
"PGEN_.00g030840",18,12,7,20,4,13,9,14
"PGEN_.00g099340",19,13,11,12,11,23,22,19
"PGEN_.00g187930",36,7,35,40,47,119,78,22
"PGEN_.00g091190",12,8,0,4,14,17,9,0
"PGEN_.00g251450",14,16,8,22,14,31,17,18
"PGEN_.00g134920",4,6,7,8,13,11,13,3
"PGEN_.00g256100",25,11,10,23,14,46,31,19
"PGEN_.00g051240",305,145,88,199,192,224,234,172
"PGEN_.00g229910",4,17,9,32,13,20,13,17
"PGEN_.00g252370",181,151,176,195,160,129,263,128
"PGEN_.00g002110",31,98,57,104,124,115,96,157
"PGEN_.00g142560",64,21,18,27,31,38,40,31
"PGEN_.00g151390",37,16,32,25,21,34,51,37
"PGEN_.00g010050",180,80,39,72,42,42,38,55
"PGEN_.00g068460",55,28,21,33,31,36,60,43
"PGEN_.00g041220",2942,2209,2133,1935,2146,1980,2511,1976
"PGEN_.00g284000",11,13,6,15,7,16,19,11
"PGEN_.00g151640",32,16,8,15,14,13,12,16
"PGEN_.00g171370",41,24,23,46,25,37,33,40
"PGEN_.00g047830",18,11,15,15,26,18,27,15
"PGEN_.00g081460",101,37,11,45,32,15,76,46
"PGEN_.00g004870",10,4,17,9,9,12,5,10
"PGEN_.00g072290",15,15,15,20,24,41,3,28
"PGEN_.00g150110",50,14,8,23,13,22,17,15
"PGEN_.00g040200",34,23,13,24,8,26,26,12
"PGEN_.00g174250",41,2,16,12,18,19,46,44
"PGEN_.00g045520",126,57,56,65,91,119,110,76
"PGEN_.00g220650",6,2,12,7,27,14,24,7
"PGEN_.00g222790",3,18,8,16,27,22,10,23
"PGEN_.00g007750",5,6,7,9,10,17,4,13
"PGEN_.00g127080",18,19,14,24,22,31,25,28
"PGEN_.00g238280",8,14,7,15,14,13,7,9
"PGEN_.00g251710",371,299,396,506,533,800,612,515
"PGEN_.00g223680",14,20,9,17,18,12,19,9
"PGEN_.00g238130",17,28,14,39,41,34,28,21
"PGEN_.00g225970",10,8,12,4,13,11,17,5
"PGEN_.00g177130",38,20,17,21,28,25,22,10
"PGEN_.00g160820",35,14,9,14,11,14,40,17
"PGEN_.00g123500",16,7,6,11,8,17,15,7
"PGEN_.00g057190",58,174,239,317,538,637,132,198
"PGEN_.00g218850",37,44,26,40,35,47,34,34
"PGEN_.00g125900",33,24,32,36,35,73,40,49
"PGEN_.00g160790",21,6,9,17,21,39,20,12
"PGEN_.00g120260",72,32,45,63,49,76,60,56
"PGEN_.00g284740",33,17,15,21,19,30,34,25
"PGEN_.00g200770",21,50,47,51,50,53,40,52
"PGEN_.00g084280",45,28,14,33,36,47,32,25
"PGEN_.00g283200",35,8,16,10,14,33,16,24
"PGEN_.00g046190",73,37,46,95,65,83,71,74
"PGEN_.00g164490",8,15,7,9,26,14,14,25
"PGEN_.00g249880",17,11,9,31,30,54,32,18
"PGEN_.00g014140",62,32,22,58,54,74,37,74
"PGEN_.00g041610",50,34,35,53,45,68,55,73
"PGEN_.00g231940",48,10,12,9,8,21,25,8
"PGEN_.00g133090",99,105,92,79,106,80,137,72
"PGEN_.00g152720",157,58,140,150,213,56,132,111
"PGEN_.00g277240",8,7,7,4,9,6,13,11
"PGEN_.00g071370",27,4,6,8,7,16,14,9
"PGEN_.00g001410",46,36,14,39,19,35,54,31
"PGEN_.00g055450",50,39,23,44,39,52,33,44
"PGEN_.00g298100",36,34,25,38,35,66,43,36
"PGEN_.00g162530",65,57,50,86,80,107,63,67
"PGEN_.00g091350",7,2,37,30,48,55,27,15
"PGEN_.00g328650",17,30,16,24,18,43,36,20
"PGEN_.00g051480",86,31,38,61,43,60,77,54
"PGEN_.00g208310",34,7,8,10,4,12,9,9
"PGEN_.00g243590",23,15,12,31,26,18,35,17
"PGEN_.00g336120",27,21,19,34,19,32,54,26
"PGEN_.00g242640",36,62,20,53,45,65,41,36
"PGEN_.00g158000",30,5,10,20,14,35,13,13
"PGEN_.00g052680",866,780,621,934,1041,1402,1299,825
"PGEN_.00g149020",403,441,349,294,431,426,393,371
"PGEN_.00g197280",60,21,27,43,35,70,51,53
"PGEN_.00g324920",8,13,16,24,25,18,15,18
"PGEN_.00g291800",26,7,8,7,7,12,10,6
"PGEN_.00g168580",9,9,43,38,121,112,17,28
"PGEN_.00g111730",30,14,18,12,17,48,35,26
"PGEN_.00g252170",17,8,7,5,5,9,12,11
"PGEN_.00g098290",24,27,13,29,30,30,31,23
"PGEN_.00g151190",197,415,172,476,382,201,368,575
"PGEN_.00g086340",23,5,22,14,15,9,21,18
"PGEN_.00g153800",18,11,18,17,20,20,13,15
"PGEN_.00g247690",9,15,16,23,16,27,33,25
"PGEN_.00g025020",17,73,13,46,27,127,40,64
"PGEN_.00g246340",7,8,14,12,10,18,12,15
"PGEN_.00g102320",1054,159,387,287,281,383,447,335
"PGEN_.00g028420",59,36,37,31,38,46,49,44
"PGEN_.00g287260",42,18,14,14,17,35,32,20
"PGEN_.00g183210",85,33,23,52,48,71,60,53
"PGEN_.00g255960",129,61,125,124,118,176,120,119
"PGEN_.00g067140",11,22,4,10,10,17,19,16
"PGEN_.00g101430",3590,59,135,252,146,58,89,74
"PGEN_.00g320820",3,8,10,19,25,27,10,20
"PGEN_.00g293460",19,23,18,14,18,22,35,22
"PGEN_.00g321190",12,14,14,12,7,15,21,7
"PGEN_.00g113600",28,19,23,14,9,13,17,22
"PGEN_.00g241520",15,21,27,37,22,42,60,29
"PGEN_.00g287880",82,209,17,43,34,17,135,184
"PGEN_.00g023460",139,100,84,191,121,146,126,155
"PGEN_.00g272330",27,9,18,21,22,39,36,16
"PGEN_.00g313930",96,33,34,68,46,82,61,47
"PGEN_.00g255030",58,35,38,31,22,55,71,26
"PGEN_.00g271150",15,11,3,4,16,4,14,9
"PGEN_.00g289370",1155,2333,1072,918,859,644,694,890
"PGEN_.00g214740",39,39,36,58,75,108,54,57
"PGEN_.00g137840",13,7,16,14,13,6,7,17
"PGEN_.00g185210",17,14,14,20,23,18,13,15
"PGEN_.00g089960",31,29,22,27,34,32,47,31
"PGEN_.00g209160",99,48,28,79,48,41,51,50
"PGEN_.00g118020",25,21,24,24,15,30,26,29
"PGEN_.00g148030",59,18,12,27,23,25,50,25
"PGEN_.00g009770",11,11,20,8,20,25,12,15
"PGEN_.00g311640",7,5,7,27,12,23,10,12
"PGEN_.00g109330",32,9,10,14,9,27,12,15
"PGEN_.00g078610",249,142,113,163,169,165,199,156
"PGEN_.00g176060",18,13,13,31,20,31,26,28
"PGEN_.00g212740",15,5,21,7,26,33,10,16
"PGEN_.00g120060",179,127,93,185,146,202,152,120
"PGEN_.00g216240",32,113,122,271,135,234,134,168
"PGEN_.00g292780",111,38,62,46,68,81,80,38
"PGEN_.00g175000",55,32,19,38,20,31,46,43
"PGEN_.00g195130",3,4,8,5,17,11,10,0
"PGEN_.00g128180",57,20,24,57,53,61,73,55
"PGEN_.00g035720",8,15,14,23,23,22,23,24
"PGEN_.00g006680",54,51,44,0,47,46,61,45
"PGEN_.00g004680",54,35,33,25,14,53,29,34
"PGEN_.00g072550",30,14,4,11,8,16,14,20
"PGEN_.00g054970",57,31,18,22,21,38,47,18
"PGEN_.00g035180",5,11,5,21,18,25,7,16
"PGEN_.00g125780",10,16,5,11,25,24,11,26
"PGEN_.00g081690",57,105,64,34,94,53,24,49
"PGEN_.00g184420",54,34,55,64,31,28,53,36
"PGEN_.00g092580",59,44,30,60,65,66,59,61
"PGEN_.00g005330",17,9,5,11,15,16,9,18
"PGEN_.00g249570",17,14,5,15,7,2,8,11
"PGEN_.00g019410",16,20,6,12,10,12,31,12
"PGEN_.00g000300",26,33,75,41,137,43,117,98
"PGEN_.00g041940",9,0,8,8,24,15,25,12
"PGEN_.00g122570",17,131,20,93,112,147,122,120
"PGEN_.00g304580",5,7,15,29,37,25,8,10
"PGEN_.00g007650",14,17,12,6,14,11,17,13
"PGEN_.00g224120",58,23,32,44,47,59,61,41
"PGEN_.00g334510",161,80,75,131,113,109,140,131
"PGEN_.00g316800",26,11,8,14,13,19,17,9
"PGEN_.00g127120",18,10,17,23,15,26,32,18
"PGEN_.00g087030",66,25,27,30,36,60,46,34
"PGEN_.00g325500",5,23,15,19,12,15,8,9
"PGEN_.00g208670",219,180,170,255,212,322,184,258
"PGEN_.00g251320",43,74,33,63,56,88,50,82
"PGEN_.00g336450",309,173,137,205,211,242,181,199
"PGEN_.00g160610",4321,2735,2070,3106,2333,2389,2831,2484
"PGEN_.00g017070",15,9,4,10,9,24,8,10
"PGEN_.00g115720",72,55,64,90,50,112,47,46
"PGEN_.00g021240",42,46,26,42,42,65,58,45
"PGEN_.00g239160",19,6,7,15,7,6,10,13
"PGEN_.00g012640",13,14,12,15,15,21,24,19
"PGEN_.00g027950",18,7,18,29,21,30,28,18
"PGEN_.00g239290",21,35,15,57,42,44,24,30
"PGEN_.00g264620",7,18,7,20,16,29,13,11
"PGEN_.00g251810",35,13,15,27,23,35,33,14
"PGEN_.00g068330",107,41,67,113,101,132,108,95
"PGEN_.00g057780",7,31,32,28,21,36,18,25
"PGEN_.00g114090",26,7,11,12,10,17,17,15
"PGEN_.00g080950",5,12,10,9,9,6,3,18
"PGEN_.00g236820",238,197,217,350,252,543,349,331
"PGEN_.00g113370",17,1,7,12,2,17,0,33
"PGEN_.00g138110",22,16,7,20,11,12,12,27
"PGEN_.00g121940",26,20,39,51,59,90,56,33
"PGEN_.00g050780",224,59,97,192,117,195,206,75
"PGEN_.00g141870",28,21,34,50,59,95,61,36
"PGEN_.00g237190",52,26,23,32,33,42,28,32
"PGEN_.00g046650",20,14,7,9,11,12,13,8
"PGEN_.00g305890",31,11,11,22,16,20,33,24
"PGEN_.00g291330",10,16,16,10,8,6,9,14
"PGEN_.00g169390",96,96,102,65,85,103,98,96
"PGEN_.00g275670",64,94,497,425,1782,98,88,326
"PGEN_.00g153680",45,67,14,18,45,70,35,25
"PGEN_.00g119360",55,46,26,40,25,41,31,43
"PGEN_.00g155680",8,12,13,12,8,5,16,11
"PGEN_.00g165730",25,13,14,18,13,38,18,20
"PGEN_.00g088890",38,9,13,7,15,11,28,15
"PGEN_.00g162700",21,15,13,13,15,21,17,16
"PGEN_.00g015000",17,4,4,16,10,20,20,14
"PGEN_.00g338210",23,15,7,6,12,19,11,5
"PGEN_.00g144750",33,35,16,44,15,1,27,24
"PGEN_.00g149180",42,14,11,27,31,31,30,18
"PGEN_.00g191980",20,15,15,8,17,8,18,10
"PGEN_.00g102950",7,10,7,22,13,26,15,13
"PGEN_.00g272150",0,12,15,12,4,16,10,5
"PGEN_.00g098840",3193,2616,2310,2028,2180,1853,3140,1848
"PGEN_.00g285120",9,18,10,14,12,12,14,13
"PGEN_.00g097020",23,19,28,46,16,45,10,45
"PGEN_.00g092010",176,78,66,122,108,137,163,108
"PGEN_.00g202670",72,82,47,47,54,130,109,104
"PGEN_.00g052520",2,11,12,20,20,23,15,13
"PGEN_.00g212100",38,17,10,15,21,12,16,15
"PGEN_.00g058640",12,6,10,12,10,16,14,13
"PGEN_.00g101210",44,49,38,46,37,80,77,61
"PGEN_.00g259530",9,4,8,3,8,11,15,16
"PGEN_.00g283980",13,17,11,24,15,15,15,23
"PGEN_.00g327460",13,4,15,6,12,21,7,14
"PGEN_.00g317400",48,13,13,12,23,30,28,12
"PGEN_.00g075620",55,17,12,25,7,30,28,21
"PGEN_.00g146320",86,22,35,33,52,27,45,28
"PGEN_.00g068030",57,14,18,18,17,18,20,28
"PGEN_.00g257280",31,32,17,21,24,34,19,20
"PGEN_.00g100620",13,28,22,30,38,41,29,36
"PGEN_.00g059990",25,79,71,113,115,60,129,122
"PGEN_.00g157790",58,34,32,45,35,81,41,42
"PGEN_.00g025610",23,15,8,11,11,16,13,13
"PGEN_.00g028090",20,6,7,9,6,22,15,15
"PGEN_.00g064620",58,793,338,464,457,608,68,658
"PGEN_.00g286580",3,6,7,15,11,11,9,10
"PGEN_.00g187530",97,61,75,104,65,132,126,102
"PGEN_.00g336570",24,25,19,19,28,22,25,30
"PGEN_.00g122130",17,15,7,8,8,8,14,12
"PGEN_.00g293050",23,36,20,24,18,31,31,36
"PGEN_.00g287180",76,156,111,120,143,181,154,117
"PGEN_.00g152940",165,117,73,144,142,176,167,144
"PGEN_.00g210270",12,15,13,9,13,11,21,3
"PGEN_.00g031790",370,290,299,384,471,525,443,402
"PGEN_.00g066660",22,19,9,14,21,26,24,19
"PGEN_.00g128840",174,93,100,132,123,163,149,113
"PGEN_.00g321780",85,83,93,92,113,118,170,105
"PGEN_.00g023610",146,50,59,111,87,148,118,79
"PGEN_.00g210890",18,15,7,7,9,26,10,14
"PGEN_.00g224450",21,15,7,20,16,16,19,19
"PGEN_.00g220340",14,14,3,17,18,9,2,8
"PGEN_.00g228590",96,70,59,98,79,95,78,94
"PGEN_.00g033480",28,19,10,19,10,19,24,22
"PGEN_.00g008320",22,6,5,11,12,14,18,15
"PGEN_.00g181480",50,20,24,21,23,41,57,38
"PGEN_.00g098500",102,61,79,85,93,104,88,104
"PGEN_.00g083840",12,4,7,16,9,12,9,11
"PGEN_.00g033150",58,37,57,96,94,41,92,81
"PGEN_.00g104160",21,29,16,18,41,24,46,27
"PGEN_.00g068950",179,51,38,63,83,106,96,59
"PGEN_.00g223100",9,5,12,27,26,20,11,13
"PGEN_.00g042250",39,16,41,44,47,72,52,46
"PGEN_.00g261380",10,6,10,17,13,10,29,6
"PGEN_.00g245490",37,11,12,50,25,26,37,34
"PGEN_.00g078000",21,8,11,17,22,37,20,14
"PGEN_.00g261650",55,57,46,65,42,89,69,78
"PGEN_.00g339290",3,6,7,15,13,13,7,3
"PGEN_.00g178300",44,32,28,57,49,59,69,49
"PGEN_.00g006720",23,26,7,6,12,8,19,7
"PGEN_.00g046090",57,63,45,84,59,97,76,91
"PGEN_.00g042770",817,885,473,956,1215,1283,968,937
"PGEN_.00g240300",27,11,6,12,24,19,16,11
"PGEN_.00g048520",11,14,17,24,25,42,19,21
"PGEN_.00g219750",16,12,13,9,14,10,7,13
"PGEN_.00g131480",27,12,13,15,9,16,25,17
"PGEN_.00g260520",25,14,7,16,10,21,16,17
"PGEN_.00g329770",1604,1111,1063,1468,1312,1838,1690,1574
"PGEN_.00g244150",0,17,20,10,26,17,4,12
"PGEN_.00g115090",21,11,22,13,20,18,24,19
"PGEN_.00g238990",10,25,10,24,13,24,10,17
"PGEN_.00g303620",49,25,20,42,23,50,54,20
"PGEN_.00g019620",28,8,9,12,8,13,16,12
"PGEN_.00g332380",25,10,14,21,35,2,7,10
"PGEN_.00g078860",187,368,276,272,368,405,326,427
"PGEN_.00g266160",1452,1035,877,670,962,1016,907,772
