"","SG117","SG137","SG38","SG97","SG88","SG87","SG98","SG37"
"PGEN_.00g328910",25,32,18,32,31,42,27,29
"PGEN_.00g323850",91,42,29,38,66,92,35,38
"PGEN_.00g331600",18,30,21,32,31,41,35,46
"PGEN_.00g319790",28,14,8,20,11,28,27,16
"PGEN_.00g026070",0,6,9,28,22,45,16,12
"PGEN_.00g119160",31,18,52,81,98,76,45,35
"PGEN_.00g183080",44,45,25,53,45,29,29,46
"PGEN_.00g024500",246,187,140,188,96,219,120,177
"PGEN_.00g196500",19,3,3,5,11,4,11,9
"PGEN_.00g028260",18,10,16,20,13,18,27,6
"PGEN_.00g101110",5,8,9,7,13,14,10,18
"PGEN_.00g094960",13,2,17,5,44,20,1,19
"PGEN_.00g341720",9,31,11,14,28,16,18,28
"PGEN_.00g056620",8,6,19,15,15,26,39,25
"PGEN_.00g086840",20,23,14,22,24,36,37,36
"PGEN_.00g124290",49,7,19,19,9,13,18,32
"PGEN_.00g085790",2,6,15,23,59,30,3,9
"PGEN_.00g050660",29,8,19,14,16,34,18,14
"PGEN_.00g143680",69,14,9,21,17,10,10,5
"PGEN_.00g094340",4930,3259,2629,2927,3069,3259,3495,3009
"PGEN_.00g231670",61,24,10,11,8,21,33,21
"PGEN_.00g156200",9,20,13,32,10,33,29,34
"PGEN_.00g270760",68,14,18,42,22,46,32,25
"PGEN_.00g076650",32,26,21,52,27,21,27,16
"PGEN_.00g297240",4,9,2,13,7,15,12,13
"PGEN_.00g275730",141,64,85,77,99,106,129,96
"PGEN_.00g153520",15,4,12,6,16,3,15,0
"PGEN_.00g140080",40,40,16,38,32,36,17,18
"PGEN_.00g232090",111,58,55,102,100,108,100,104
"PGEN_.00g095760",8,8,0,11,13,12,2,6
"PGEN_.00g212310",33,5,5,13,15,10,20,11
"PGEN_.00g206830",26,25,18,29,41,42,44,38
"PGEN_.00g220590",20,15,4,16,11,14,11,12
"PGEN_.00g282390",22,8,7,20,10,14,10,4
"PGEN_.00g091440",24,18,19,31,24,37,41,31
"PGEN_.00g133130",27,7,9,25,8,11,34,19
"PGEN_.00g196880",89,52,50,62,38,67,66,67
"PGEN_.00g232320",260,125,146,205,164,235,182,161
"PGEN_.00g230250",52,22,21,24,32,46,27,39
"PGEN_.00g204570",15,41,7,63,18,55,31,8
"PGEN_.00g088440",22,16,13,24,25,24,23,20
"PGEN_.00g299370",9,18,38,8,33,19,21,8
"PGEN_.00g281280",40,134,54,152,97,101,104,85
"PGEN_.00g023360",67,35,38,34,17,30,34,24
"PGEN_.00g008120",15,11,9,19,14,16,17,17
"PGEN_.00g188190",21,6,9,21,15,30,18,12
"PGEN_.00g071860",24,11,9,19,7,9,18,19
"PGEN_.00g169580",14,13,31,36,20,40,22,26
"PGEN_.00g272050",281,362,239,388,336,534,396,369
"PGEN_.00g190170",30,42,33,58,44,78,31,65
"PGEN_.00g273900",2,9,7,13,9,8,11,4
"PGEN_.00g277480",12,9,8,5,8,14,11,8
"PGEN_.00g207000",115,86,70,104,89,129,104,126
"PGEN_.00g181810",133,85,99,115,93,145,103,124
"PGEN_.00g288070",53,40,41,47,35,41,45,44
"PGEN_.00g097180",184,113,54,128,43,51,96,43
"PGEN_.00g310760",4343,2617,2662,3171,3125,3533,3469,2800
"PGEN_.00g079190",6,12,3,8,6,17,14,9
"PGEN_.00g176920",14,22,10,36,4,34,28,20
"PGEN_.00g058430",12,10,5,5,18,4,5,10
"PGEN_.00g184550",14,5,12,17,20,34,20,11
"PGEN_.00g156950",198,137,103,137,137,66,73,118
"PGEN_.00g293150",8,13,6,6,14,20,20,21
"PGEN_.00g214940",9,8,5,3,15,13,9,12
"PGEN_.00g073830",3,13,11,14,9,17,6,10
"PGEN_.00g039850",12,11,15,14,21,29,14,10
"PGEN_.00g064780",49,298,42,202,48,206,41,42
"PGEN_.00g255890",61,32,28,48,47,58,72,38
"PGEN_.00g110240",17,9,9,5,15,7,11,8
"PGEN_.00g066780",27,12,18,19,13,31,19,26
"PGEN_.00g064870",12,10,4,12,0,2,1,10
"PGEN_.00g136910",37,13,28,25,30,46,37,44
"PGEN_.00g187760",184,113,103,165,172,184,113,146
"PGEN_.00g180380",23,10,8,13,14,19,34,20
"PGEN_.00g263880",31,37,20,20,18,10,23,12
"PGEN_.00g345250",45,37,36,41,24,45,35,42
"PGEN_.00g032160",40,24,25,49,33,37,32,40
"PGEN_.00g184230",15,7,4,11,10,11,8,8
"PGEN_.00g167730",9,5,9,10,7,11,11,9
"PGEN_.00g336820",89,45,66,88,92,134,115,133
"PGEN_.00g129980",10,7,15,10,12,8,20,24
"PGEN_.00g172070",66,22,28,26,23,30,41,22
"PGEN_.00g018850",16,16,8,12,26,26,27,17
"PGEN_.00g251790",262,128,115,194,158,190,189,181
"PGEN_.00g223600",49,16,19,18,25,39,39,27
"PGEN_.00g023000",178,27,25,19,23,12,2,34
"PGEN_.00g021650",117,0,48,64,57,39,68,64
"PGEN_.00g037070",149,83,67,113,83,88,108,89
"PGEN_.00g264270",16,23,12,27,20,10,12,9
"PGEN_.00g262820",11,12,6,18,17,20,11,11
"PGEN_.00g172690",11,11,3,14,17,8,17,11
"PGEN_.00g171520",56,5,14,23,21,40,22,12
"PGEN_.00g050460",717,638,392,853,688,920,758,735
"PGEN_.00g170690",29,24,23,16,33,43,28,35
"PGEN_.00g331880",31,8,13,18,15,35,19,20
"PGEN_.00g170340",5,7,23,19,9,13,17,12
"PGEN_.00g131360",10,9,9,7,28,32,3,7
"PGEN_.00g042920",33,14,15,19,12,20,24,6
"PGEN_.00g233430",20,16,11,14,17,25,33,33
"PGEN_.00g049040",22,12,10,15,40,53,30,16
"PGEN_.00g249800",17,14,8,9,13,20,11,19
"PGEN_.00g330280",12,12,6,13,9,12,2,9
"PGEN_.00g041690",32,38,22,27,35,45,59,25
"PGEN_.00g082980",11,9,8,16,19,27,52,9
"PGEN_.00g249540",91,81,56,84,62,61,51,61
"PGEN_.00g267990",21,6,14,11,33,29,30,8
"PGEN_.00g164410",4,4,5,12,11,12,15,16
"PGEN_.00g174840",6,39,8,11,22,10,22,22
"PGEN_.00g126540",87,97,59,69,91,103,109,83
"PGEN_.00g234570",71,41,49,67,72,100,94,66
"PGEN_.00g035340",8,11,21,10,16,20,9,15
"PGEN_.00g106620",507,341,254,536,380,201,336,484
"PGEN_.00g303290",43,25,35,38,45,67,56,30
"PGEN_.00g322020",17,19,10,13,10,19,10,16
"PGEN_.00g313160",6,5,8,2,9,11,10,4
"PGEN_.00g127630",33,43,21,46,54,64,55,47
"PGEN_.00g055720",26,12,9,9,9,20,15,7
"PGEN_.00g322790",64,28,45,57,37,53,43,43
"PGEN_.00g242970",67,35,44,62,40,69,56,42
"PGEN_.00g182650",38,422,195,476,332,569,19,716
"PGEN_.00g243370",17,8,5,17,10,14,24,16
"PGEN_.00g193660",15,21,2,19,18,20,18,48
"PGEN_.00g055230",32,22,20,25,20,38,31,18
"PGEN_.00g304740",28,21,17,29,13,30,25,21
"PGEN_.00g247610",98,22,19,14,17,16,37,19
"PGEN_.00g049860",236,160,124,228,179,256,179,197
"PGEN_.00g198870",19,22,10,14,4,12,10,8
"PGEN_.00g324740",22,17,13,19,0,13,17,28
"PGEN_.00g265660",15,26,14,19,20,9,16,10
"PGEN_.00g118680",16,20,8,23,27,8,26,18
"PGEN_.00g045840",27,11,16,13,10,25,17,19
"PGEN_.00g254070",20,79,67,74,58,70,36,78
"PGEN_.00g140980",29,20,6,15,20,22,16,17
"PGEN_.00g236080",32,28,22,32,29,40,35,31
"PGEN_.00g297890",3,3,13,40,35,55,47,14
"PGEN_.00g192200",12,11,3,11,10,8,21,8
"PGEN_.00g301590",40,18,13,35,12,31,39,33
"PGEN_.00g305030",113,80,79,124,133,144,233,106
"PGEN_.00g281890",28,44,18,24,16,41,21,43
"PGEN_.00g047270",13,0,8,6,14,23,19,11
"PGEN_.00g325160",59,23,14,40,26,32,40,28
"PGEN_.00g169010",201,23,10,47,21,8,14,9
"PGEN_.00g157360",6,4,28,41,37,118,39,21
"PGEN_.00g110480",7,7,20,27,23,39,2,29
"PGEN_.00g156010",32,5,0,17,12,21,24,5
"PGEN_.00g103410",50,24,31,35,33,35,61,41
"PGEN_.00g255300",29,16,13,21,12,21,10,15
"PGEN_.00g271400",39,85,55,82,84,111,86,100
"PGEN_.00g143720",17,16,9,15,13,11,25,18
"PGEN_.00g334910",259,102,142,160,167,217,187,177
"PGEN_.00g214430",80,76,61,65,37,78,85,68
"PGEN_.00g181630",44,34,39,42,36,62,56,37
"PGEN_.00g141760",10,19,6,19,24,30,19,23
"PGEN_.00g237060",41,63,40,21,31,41,50,26
"PGEN_.00g089610",24,14,18,23,9,22,33,22
"PGEN_.00g157940",17,2,11,13,12,17,7,12
"PGEN_.00g291820",10,8,3,16,19,9,10,8
"PGEN_.00g014260",54,30,28,48,37,49,35,55
"PGEN_.00g185290",209,100,111,186,179,269,199,189
"PGEN_.00g009440",87,62,48,62,67,93,88,46
"PGEN_.00g038790",15,5,6,10,10,12,6,13
"PGEN_.00g096400",23,16,13,12,17,26,21,6
"PGEN_.00g186360",234,170,79,202,236,58,139,135
"PGEN_.00g206640",34,15,13,12,11,8,12,8
"PGEN_.00g212870",32,15,53,24,48,29,44,58
"PGEN_.00g070090",9,18,11,18,16,22,19,14
"PGEN_.00g203030",37,25,6,33,18,6,9,21
"PGEN_.00g177950",32,28,22,23,16,16,39,29
"PGEN_.00g051360",16,7,10,9,13,14,23,11
"PGEN_.00g132030",45,23,14,47,38,31,53,43
"PGEN_.00g078690",10,7,2,10,15,15,12,6
"PGEN_.00g029740",16,58,15,27,33,37,36,14
"PGEN_.00g281070",25,10,5,8,10,31,16,14
"PGEN_.00g054620",52,134,63,109,97,113,78,128
"PGEN_.00g285980",7,12,5,29,10,35,31,20
"PGEN_.00g255840",35,20,13,23,22,52,39,48
"PGEN_.00g149340",32,27,18,9,26,32,11,20
"PGEN_.00g310590",23,12,6,21,20,19,23,13
"PGEN_.00g219960",10,4,21,30,74,49,37,16
"PGEN_.00g205690",15,7,9,20,14,9,10,17
"PGEN_.00g187100",53,22,30,31,20,59,45,60
"PGEN_.00g151120",19,31,17,22,24,32,43,30
"PGEN_.00g059620",32,23,12,26,27,19,24,25
"PGEN_.00g208990",19,7,22,19,17,10,8,8
"PGEN_.00g134790",85,27,31,61,56,34,49,28
"PGEN_.00g339390",13,14,10,15,6,14,9,22
"PGEN_.00g002380",174,69,101,144,327,285,153,167
"PGEN_.00g076830",3849,2373,2270,2249,2255,2682,2749,2280
"PGEN_.00g267200",92,64,69,100,79,106,90,91
"PGEN_.00g332510",14,8,4,15,7,12,5,10
"PGEN_.00g126700",3,11,62,31,82,25,9,19
"PGEN_.00g157000",15,0,14,20,37,14,16,10
"PGEN_.00g080070",14,19,12,28,31,32,23,28
"PGEN_.00g035100",27,8,3,2,12,11,12,16
"PGEN_.00g121080",121,52,73,87,82,100,105,96
"PGEN_.00g173660",94,68,54,126,65,132,80,86
"PGEN_.00g128750",11,12,12,16,7,23,16,24
"PGEN_.00g222360",18,2,12,8,7,13,15,7
"PGEN_.00g060160",19,5,3,10,14,5,20,5
"PGEN_.00g313760",28,17,13,19,11,19,18,27
"PGEN_.00g229480",12,17,8,3,8,6,7,9
"PGEN_.00g000520",8,9,7,5,9,14,12,6
"PGEN_.00g319500",52,10,21,22,27,30,68,24
"PGEN_.00g179990",43,29,19,24,20,26,45,30
"PGEN_.00g170810",56,91,47,62,69,109,74,96
"PGEN_.00g245940",16,46,36,52,32,29,13,43
"PGEN_.00g162840",100,27,18,43,44,70,58,43
"PGEN_.00g035810",2,1,7,13,19,28,9,9
"PGEN_.00g044790",8,11,7,4,0,16,11,7
"PGEN_.00g309150",86,40,25,53,28,25,61,33
"PGEN_.00g251050",10,2,5,12,9,10,15,16
"PGEN_.00g026760",10,9,13,15,7,11,11,10
"PGEN_.00g234590",48,32,33,30,16,42,31,18
"PGEN_.00g341570",6,6,10,10,8,20,17,15
"PGEN_.00g315280",37,23,52,46,44,72,54,57
"PGEN_.00g044420",68,49,66,37,34,73,50,38
"PGEN_.00g229730",42,21,29,46,33,37,42,42
"PGEN_.00g003240",26,31,18,10,11,14,17,12
"PGEN_.00g311050",11,12,18,6,16,24,11,7
"PGEN_.00g314480",36,25,15,32,28,60,42,20
"PGEN_.00g083750",14,7,7,3,17,13,20,11
"PGEN_.00g048930",4,4,12,10,15,19,12,16
"PGEN_.00g235240",33,30,20,43,34,58,37,38
"PGEN_.00g056470",369,389,269,278,297,392,364,289
"PGEN_.00g057700",71,62,27,42,49,64,50,42
"PGEN_.00g171770",12,19,13,19,17,20,13,19
"PGEN_.00g297700",155,126,105,86,81,100,123,100
"PGEN_.00g261140",156,101,79,136,144,152,126,102
"PGEN_.00g055020",20,8,9,25,14,21,18,18
"PGEN_.00g125110",5,8,3,6,15,14,17,8
"PGEN_.00g084010",81,36,34,94,73,104,59,96
"PGEN_.00g237660",34,0,28,50,34,122,0,48
"PGEN_.00g335510",328,150,159,201,233,269,233,206
"PGEN_.00g161120",7,5,20,6,24,53,37,15
"PGEN_.00g233570",55,131,85,125,110,158,113,171
"PGEN_.00g306270",13,18,8,23,13,15,13,5
"PGEN_.00g188250",186,291,451,1434,1320,2236,611,419
"PGEN_.00g040680",18,9,5,9,11,19,7,19
"PGEN_.00g194500",27,22,15,14,19,21,20,28
"PGEN_.00g303310",731,295,400,489,439,611,517,432
"PGEN_.00g159650",177,1292,257,279,313,1081,320,419
"PGEN_.00g001350",162,60,296,567,608,1330,582,294
"PGEN_.00g161780",24,12,18,25,31,40,20,30
"PGEN_.00g090940",12,9,3,8,12,10,15,11
"PGEN_.00g268840",26,10,16,14,19,19,24,22
"PGEN_.00g306890",162,104,136,163,173,271,224,145
"PGEN_.00g328510",9,26,20,18,20,15,28,25
"PGEN_.00g322610",26,29,68,24,64,31,67,12
"PGEN_.00g117630",8,13,9,15,17,4,9,3
"PGEN_.00g161870",135,82,22,53,65,21,36,57
"PGEN_.00g244060",21,12,16,18,25,15,24,12
"PGEN_.00g162780",46,24,13,31,29,62,45,23
"PGEN_.00g208050",99,39,33,53,51,74,93,38
"PGEN_.00g054420",97,78,52,116,96,194,86,122
"PGEN_.00g016570",212,183,145,296,286,276,253,264
"PGEN_.00g319260",4,12,4,12,6,14,5,12
"PGEN_.00g190500",20,19,12,13,13,19,17,16
"PGEN_.00g274880",651,11,72,145,136,216,118,56
"PGEN_.00g068740",154,133,100,95,128,111,144,153
"PGEN_.00g269080",9,10,13,3,14,8,10,6
"PGEN_.00g158290",11,10,8,7,6,8,12,10
"PGEN_.00g093580",79,87,53,73,96,95,102,114
"PGEN_.00g272730",14,8,10,10,11,29,29,11
"PGEN_.00g299040",13,8,5,15,7,5,7,14
"PGEN_.00g119850",13,16,8,21,13,22,38,13
"PGEN_.00g151720",26,12,11,13,8,18,25,9
"PGEN_.00g231150",8,23,13,28,14,18,32,17
"PGEN_.00g273280",26,19,5,20,9,19,21,12
"PGEN_.00g043440",16,12,8,17,10,20,21,22
"PGEN_.00g111670",15,10,9,8,9,21,22,9
"PGEN_.00g274770",33,10,16,19,22,37,20,31
"PGEN_.00g093320",33,10,17,23,35,26,20,33
"PGEN_.00g205320",88,23,32,30,24,56,71,28
"PGEN_.00g266500",10,6,11,8,13,12,15,11
"PGEN_.00g005680",9,13,8,23,5,48,22,11
"PGEN_.00g084840",23,5,6,13,16,5,11,28
"PGEN_.00g252780",8,3,6,12,13,11,12,10
"PGEN_.00g027760",33,17,28,9,15,0,22,13
"PGEN_.00g185870",34,23,18,0,0,43,44,40
"PGEN_.00g075840",55,48,34,40,33,49,51,42
"PGEN_.00g110070",50,54,30,21,28,49,59,44
"PGEN_.00g149810",6,23,5,23,32,25,33,36
"PGEN_.00g118720",24,16,6,12,10,9,22,18
"PGEN_.00g072310",20,52,24,37,25,36,34,48
"PGEN_.00g300030",21,10,10,18,31,24,28,15
"PGEN_.00g088380",59,16,12,17,27,61,44,29
"PGEN_.00g287100",45,23,35,39,47,64,72,54
"PGEN_.00g085550",17,5,12,6,2,13,12,12
"PGEN_.00g348040",4,5,11,18,48,47,8,10
"PGEN_.00g130940",28,8,10,12,10,16,20,16
"PGEN_.00g321250",9,5,32,16,48,34,30,9
"PGEN_.00g113520",47,54,46,45,50,60,57,56
"PGEN_.00g060360",11,8,10,16,8,5,23,18
"PGEN_.00g241400",44,73,60,73,93,109,64,93
"PGEN_.00g177470",16,22,20,19,17,34,30,18
"PGEN_.00g291980",191,146,255,170,255,240,270,164
"PGEN_.00g076760",23,12,6,10,7,12,13,4
"PGEN_.00g072860",18,15,13,16,14,15,30,9
"PGEN_.00g103590",40,23,22,17,30,34,21,24
"PGEN_.00g290580",27,29,27,23,38,38,35,34
"PGEN_.00g073190",13,1,24,45,47,233,66,32
"PGEN_.00g276590",31,55,21,31,20,43,29,35
"PGEN_.00g023690",44,19,27,78,22,48,64,55
"PGEN_.00g060980",25,19,10,10,7,9,12,0
"PGEN_.00g211140",21,27,30,43,22,45,31,24
"PGEN_.00g112690",75,38,33,43,46,38,51,37
"PGEN_.00g067350",57,73,54,52,78,63,41,50
"PGEN_.00g090000",27,33,24,44,44,52,33,40
"PGEN_.00g276040",3,41,9,25,33,11,28,47
"PGEN_.00g091750",15,8,22,9,22,23,24,13
"PGEN_.00g322930",27,21,11,13,22,4,8,16
"PGEN_.00g063180",25,7,10,41,20,55,38,22
"PGEN_.00g003080",13,3,8,10,5,11,12,8
"PGEN_.00g311290",31,35,66,54,115,104,89,64
"PGEN_.00g133550",162,42,72,66,53,83,100,59
"PGEN_.00g289230",63,13,17,29,23,25,40,31
"PGEN_.00g145720",9,9,7,19,18,14,12,10
"PGEN_.00g108560",864,1008,685,976,1240,1003,945,1002
"PGEN_.00g288540",24,8,4,8,10,13,12,11
"PGEN_.00g097690",22,43,37,21,35,34,25,33
"PGEN_.00g136450",98,48,29,41,35,84,63,42
"PGEN_.00g058830",31,166,128,189,185,194,131,205
"PGEN_.00g065720",19,8,3,10,7,8,10,4
"PGEN_.00g202130",4,7,12,14,12,17,11,10
"PGEN_.00g105660",18,11,8,23,16,23,11,13
"PGEN_.00g176230",202,116,136,185,152,246,147,238
"PGEN_.00g047940",32,40,23,32,36,35,31,44
"PGEN_.00g227200",29,7,10,19,17,9,18,15
"PGEN_.00g074850",10,45,65,81,86,64,71,57
"PGEN_.00g046010",324,121,181,79,175,278,266,143
"PGEN_.00g079680",39,30,18,24,33,20,8,24
"PGEN_.00g213170",22,14,13,20,23,17,20,17
"PGEN_.00g339210",11,6,6,25,12,7,9,15
"PGEN_.00g120650",75,35,28,42,42,44,38,23
"PGEN_.00g039520",19,53,212,328,564,486,107,117
"PGEN_.00g226550",25,19,16,21,26,27,32,32
"PGEN_.00g130200",110,123,96,129,132,161,154,160
"PGEN_.00g303150",13,18,16,14,28,45,15,21
"PGEN_.00g045090",50,21,30,43,57,50,44,35
"PGEN_.00g332300",135,156,72,162,124,196,151,127
"PGEN_.00g213820",43,32,8,8,12,13,19,20
"PGEN_.00g312400",48,47,20,49,46,63,50,54
"PGEN_.00g218100",49,71,36,47,68,71,33,49
"PGEN_.00g210730",17,11,17,19,12,29,18,13
"PGEN_.00g011740",31,7,9,17,23,22,31,18
"PGEN_.00g016770",62,20,17,14,24,39,50,24
"PGEN_.00g067010",217,213,221,371,307,539,343,528
"PGEN_.00g308160",21,5,5,22,18,16,6,14
"PGEN_.00g044320",83,36,33,49,47,65,54,52
"PGEN_.00g229670",234,214,169,130,128,118,190,160
"PGEN_.00g319710",35,15,12,19,9,12,21,14
"PGEN_.00g018740",27,19,17,16,13,36,12,16
"PGEN_.00g087370",94,79,67,77,119,162,27,126
"PGEN_.00g314520",7,9,21,26,62,46,26,10
"PGEN_.00g269530",40,16,16,25,19,37,26,24
"PGEN_.00g331720",21,15,23,22,33,22,17,11
"PGEN_.00g166550",32,47,26,48,42,58,39,30
"PGEN_.00g265430",3,10,7,7,10,9,10,7
"PGEN_.00g331020",183,141,149,200,212,287,229,189
"PGEN_.00g038540",23,22,16,36,28,38,23,32
"PGEN_.00g052850",253,129,121,203,141,227,237,157
"PGEN_.00g172360",449,247,214,311,285,377,347,344
"PGEN_.00g340310",63,39,14,41,50,85,76,70
"PGEN_.00g014090",6,6,9,12,9,8,23,5
"PGEN_.00g146120",10,7,12,5,18,9,19,18
"PGEN_.00g177620",98,61,77,66,101,129,110,91
"PGEN_.00g305440",368,287,359,347,371,539,451,388
"PGEN_.00g147650",10,2,2,9,14,18,15,11
"PGEN_.00g143570",13,8,6,3,5,24,4,13
"PGEN_.00g279120",14,8,4,8,6,15,17,3
"PGEN_.00g231540",23,10,18,17,19,10,8,12
"PGEN_.00g264740",51,28,23,24,27,39,47,17
"PGEN_.00g346960",16,16,8,10,11,8,21,6
"PGEN_.00g037360",17,10,15,12,16,16,16,6
"PGEN_.00g335230",36,25,19,26,23,33,46,29
"PGEN_.00g038350",335,569,282,604,447,677,555,585
"PGEN_.00g014380",18,14,9,16,36,19,15,20
"PGEN_.00g053890",17,10,10,10,16,8,13,10
"PGEN_.00g297130",12,11,9,14,7,13,10,12
"PGEN_.00g237250",350,299,91,283,144,126,133,315
"PGEN_.00g186500",33,10,6,11,13,15,16,10
"PGEN_.00g041760",6,10,7,15,15,17,7,9
"PGEN_.00g199720",48,9,6,12,14,31,26,6
"PGEN_.00g196800",14,23,12,25,14,24,16,17
"PGEN_.00g200680",12,8,7,11,16,17,9,2
"PGEN_.00g084190",48,24,41,52,44,92,44,49
"PGEN_.00g070190",57,68,74,90,76,78,71,67
"PGEN_.00g152610",28,36,10,29,25,21,21,19
"PGEN_.00g155960",142,49,82,118,129,118,134,98
"PGEN_.00g112100",205,121,78,127,121,217,125,119
"PGEN_.00g091220",56,20,21,24,16,25,31,17
"PGEN_.00g071570",11,15,5,9,18,24,7,10
"PGEN_.00g244450",43,2,15,31,39,41,54,9
"PGEN_.00g064530",17,9,14,38,29,26,21,24
"PGEN_.00g145520",11,8,5,4,0,14,17,7
"PGEN_.00g289780",22,26,24,35,32,53,24,34
"PGEN_.00g212420",23,13,13,14,33,23,21,21
"PGEN_.00g088990",45,5,8,17,19,13,28,12
"PGEN_.00g119130",45,50,24,56,25,37,25,42
"PGEN_.00g198540",43,35,42,64,48,71,43,56
"PGEN_.00g273360",15,44,46,102,150,114,35,45
"PGEN_.00g163570",34,36,25,21,40,24,40,17
"PGEN_.00g258500",14,7,9,11,5,27,7,13
"PGEN_.00g227040",22,9,19,14,13,24,11,23
"PGEN_.00g150440",358,250,195,402,335,417,488,334
"PGEN_.00g206350",136,101,74,114,78,168,112,117
"PGEN_.00g247100",84,103,114,40,70,38,38,36
"PGEN_.00g158920",62,15,102,10,6,303,175,21
"PGEN_.00g269270",20,8,10,10,8,5,11,2
"PGEN_.00g327630",15,22,30,26,42,23,28,36
"PGEN_.00g323180",36,10,16,6,10,19,20,15
"PGEN_.00g281780",4646,3207,2569,3142,3073,3484,3562,2822
"PGEN_.00g103810",110,41,54,73,78,81,110,56
"PGEN_.00g072120",275,460,312,518,395,611,442,537
"PGEN_.00g100540",6,14,14,19,11,21,13,15
"PGEN_.00g068280",42,10,6,6,4,17,25,7
"PGEN_.00g257410",1054,1837,1231,1973,1136,1694,1503,1441
"PGEN_.00g153930",9,24,11,10,12,16,12,22
"PGEN_.00g025150",17,21,13,17,20,18,9,21
"PGEN_.00g061750",17,13,5,16,13,19,25,12
"PGEN_.00g204840",55,10,8,9,10,31,14,16
"PGEN_.00g053420",522,131,122,122,157,106,143,166
"PGEN_.00g253240",47,14,12,16,19,22,28,13
"PGEN_.00g149710",18,10,14,15,13,17,18,21
"PGEN_.00g282840",22,13,7,10,13,19,14,16
"PGEN_.00g290460",159,145,141,177,162,217,143,175
"PGEN_.00g102030",5,4,10,8,2,17,11,13
"PGEN_.00g348570",12,26,64,120,214,209,58,48
"PGEN_.00g077400",1365,1035,1087,1312,1179,907,2179,1655
"PGEN_.00g345120",6,11,16,35,68,55,17,16
"PGEN_.00g181300",48,34,26,41,53,32,39,69
"PGEN_.00g043470",62,7,21,7,24,23,10,22
"PGEN_.00g251240",33,20,21,30,42,38,32,33
"PGEN_.00g044690",19,25,24,13,23,34,29,19
"PGEN_.00g138260",20,11,15,50,18,81,48,34
"PGEN_.00g228650",39,64,37,47,53,42,46,60
"PGEN_.00g023080",43,25,27,38,25,33,28,26
"PGEN_.00g107780",18,2,1,58,0,35,27,3
"PGEN_.00g212980",47,71,80,117,40,117,86,107
"PGEN_.00g104470",74,74,57,79,65,99,73,61
"PGEN_.00g214360",18,13,4,11,13,15,15,12
"PGEN_.00g135570",49,29,18,23,38,30,38,39
"PGEN_.00g175860",28,17,7,18,9,32,25,10
"PGEN_.00g188570",22,14,5,6,4,13,17,11
"PGEN_.00g314050",14,10,2,7,11,8,19,6
"PGEN_.00g317880",55,52,78,75,65,47,85,49
"PGEN_.00g310280",11,4,7,7,5,20,18,13
"PGEN_.00g335030",88,32,35,66,63,89,80,42
"PGEN_.00g330200",13,11,0,0,13,7,8,15
"PGEN_.00g120190",90,196,160,191,196,218,62,241
"PGEN_.00g037610",58,13,5,24,14,6,15,12
"PGEN_.00g131050",9,9,9,10,11,15,41,11
"PGEN_.00g042430",44,56,54,94,51,111,94,78
"PGEN_.00g254800",527,441,329,429,519,497,460,468
"PGEN_.00g195620",47,46,36,67,40,105,49,75
"PGEN_.00g046220",14,3,9,13,6,10,25,8
"PGEN_.00g226960",14,9,7,18,16,24,21,10
"PGEN_.00g260640",15,9,10,14,12,6,5,14
"PGEN_.00g001140",81,55,62,94,80,106,93,73
"PGEN_.00g284500",52,23,88,95,135,76,62,40
"PGEN_.00g210670",12,25,7,4,10,6,19,7
"PGEN_.00g117440",30,17,14,16,24,18,18,14
"PGEN_.00g244610",12,5,12,13,6,23,10,6
"PGEN_.00g217130",73,45,40,56,46,76,69,44
"PGEN_.00g010620",32,17,15,22,23,25,26,25
"PGEN_.00g054850",39,29,14,34,27,19,39,25
"PGEN_.00g111840",16,12,12,21,16,25,25,13
"PGEN_.00g194280",13,6,7,17,14,14,12,11
"PGEN_.00g019700",94,25,27,27,44,48,68,45
"PGEN_.00g316020",12,11,13,5,24,37,16,14
"PGEN_.00g238760",37,9,14,19,28,8,27,26
"PGEN_.00g318340",11,11,5,12,8,15,12,17
"PGEN_.00g011280",88,109,63,94,87,136,101,131
"PGEN_.00g186050",28,48,12,31,17,14,32,34
"PGEN_.00g332170",3,9,4,10,13,0,2,9
"PGEN_.00g116710",23,9,11,18,11,30,22,19
"PGEN_.00g027150",44,19,16,18,16,35,16,21
"PGEN_.00g315040",72,15,21,7,53,7,32,12
"PGEN_.00g092440",0,9,7,24,12,10,2,10
"PGEN_.00g266390",26,14,13,26,15,27,21,12
"PGEN_.00g083260",12,20,21,20,17,22,15,19
"PGEN_.00g111150",38,6,9,21,7,11,8,33
"PGEN_.00g304120",83,24,39,51,51,91,136,47
"PGEN_.00g026680",88,60,48,68,64,115,101,87
"PGEN_.00g297810",30,16,8,9,19,16,17,16
"PGEN_.00g192280",10,9,7,5,10,16,17,7
"PGEN_.00g233980",25,39,20,53,56,46,57,47
"PGEN_.00g021480",19,25,13,17,25,23,25,36
"PGEN_.00g264530",23,19,31,20,23,24,25,32
"PGEN_.00g169090",74,37,30,38,49,70,86,50
"PGEN_.00g191390",352,232,231,217,301,343,359,216
"PGEN_.00g279680",110,86,82,106,116,144,122,104
"PGEN_.00g115430",24,11,10,14,20,29,33,12
"PGEN_.00g085690",40,33,54,45,67,78,59,59
"PGEN_.00g014770",11,12,6,15,6,21,18,8
"PGEN_.00g239580",53,64,58,69,54,78,88,71
