"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SG25","SG60","SG90","SG128","SG89","SG40","SG43","SG44","SG77","SG19","SG57","SG20","SG62","SG41","SG21","SG129","SG61","SG45","SG58","SG26","SG22","SG140","SG63","SG100","SG17","SG138","SG59","SG42","SG139","SG99","SG130","SG24","SG18","SG127","SG23","SG39"
"1998","PGEN_.00g009780",22.17325,0.4947812,0.3763096,1.314825,0.1885687,0.774374,18.12065,23.64284,16.65673,27.06741,23.75879,23.58138,17.97175,18.13924,16.12888,22.95446,20.48575,23.81416,21.03979,16.69963,24.7602,44.74521,20.08429,14.15702,14.71777,11.38184,16.14468,21.46308,14.79925,25.06798,12.70429,40.33731,30.30017,23.61994,29.33878,26.81654,31.40118,18.08649,11.48882,31.93546,22.36874,22.45651
"1999","PGEN_.00g217010",12.21973,0.5640695,0.4292997,1.313929,0.18887,0.774374,11.07373,5.139749,6.662692,10.26695,4.751757,8.489295,16.40899,14.01668,14.23137,15.89155,7.125478,13.89159,21.03979,6.072594,12.3801,10.59755,10.04215,16.17946,8.410154,18.38605,12.91574,16.58511,13.31933,8.086444,8.220426,17.92769,8.657192,11.80997,10.26857,9.464661,17.32479,14.21081,13.40362,12.77418,14.23465,19.64945
"2000","PGEN_.00g153860",78.38494,0.5082797,0.386673,1.314495,0.1886797,0.774374,76.5094,54.48134,77.4538,81.20222,83.63093,47.16275,64.85458,67.60988,51.23292,80.34061,69.47341,76.40376,52.04581,138.9106,146.4978,64.76281,68.62132,53.59445,71.4863,50.78051,95.25361,44.87734,101.3749,97.84598,96.40317,85.15654,190.4582,62.68369,92.41715,66.25263,67.13356,38.75675,89.99574,70.258,40.67044,105.2649
"2001","PGEN_.00g170870",265.1699,-0.395935,0.3009934,-1.315428,0.1883662,0.774374,308.051,344.3632,501.3676,239.8732,325.0202,238.6435,219.5679,288.5788,215.368,246.319,268.0961,248.0641,440.7283,226.9632,295.059,221.3711,264.4432,239.6582,215.5102,233.7654,226.0255,192.1921,250.8473,253.9144,235.4031,161.3492,521.5958,313.4184,239.111,191.6594,207.8975,274.527,259.4558,175.1888,211.4863,251.2323
"2002","PGEN_.00g227010",12.43202,0.6443678,0.4902232,1.314438,0.188699,0.774374,13.08713,6.167698,9.994038,12.13366,1.900703,8.489295,20.31589,13.19217,12.33385,9.711502,11.5789,12.89934,8.858861,10.62704,14.44345,8.242539,17.57375,9.100944,10.51269,16.63499,11.30128,27.31664,9.619514,12.93831,16.44085,14.56625,2.164298,24.5284,8.801633,14.98571,6.496796,18.08649,12.44622,14.59907,14.23465,11.22826
"2003","PGEN_.00g188710",38.97291,0.4724714,0.3595065,1.314222,0.1887714,0.774374,28.18767,40.09004,21.65375,45.73458,45.61687,28.29765,35.9435,44.52358,34.15528,31.7831,24.93917,34.72898,38.75752,34.91742,22.69685,27.08263,61.08972,24.26918,35.74315,46.40288,37.13276,64.38923,67.3366,43.6668,53.05911,19.04817,25.97158,42.69758,36.67347,43.3797,23.82159,52.96757,39.25346,36.49766,59.9889,50.52716
"2004","PGEN_.00g208930",75.9423,-0.2702807,0.2060371,-1.311806,0.1895855,0.7752559,102.6837,87.37573,87.44783,70.00191,69.37566,65.0846,105.4864,74.20597,64.51553,82.10634,87.2871,76.40376,95.23275,87.29355,47.45704,69.47283,71.13186,68.76269,83.05027,63.03787,75.87999,75.12077,66.59664,76.82122,79.96232,87.39751,69.25754,77.21903,55.01021,70.19624,84.45835,76.86756,80.42172,82.11974,63.03918,56.14129
"2005","PGEN_.00g055230",22.71777,-0.441221,0.3362305,-1.312257,0.1894333,0.7752559,28.18767,25.69874,22.48659,33.60092,27.56019,18.8651,25.78556,26.38434,20.87267,30.90023,18.70438,13.89159,22.14715,33.39927,20.6335,30.61515,18.4106,18.20189,12.61523,19.26157,19.37362,25.36546,20.71895,26.68527,24.66128,24.65058,21.64298,25.43686,23.47102,18.1406,17.32479,11.62703,20.10543,20.07372,15.25141,35.0883
"2006","PGEN_.00g232370",26.58747,-0.3625246,0.2761125,-1.31296,0.1891964,0.7752559,31.20778,23.64284,40.80899,28.00076,37.06371,25.46789,24.2228,33.80494,28.46273,22.0716,23.1578,23.81416,25.46922,24.29038,26.82355,17.66258,25.10536,33.37013,22.07665,28.89236,24.21702,31.21902,25.15873,26.68527,29.14515,22.40962,36.79307,19.07764,27.13837,26.81654,20.57319,23.25405,26.80724,21.8986,29.48607,21.05298
"2007","PGEN_.00g015770",38.34492,-0.4981918,0.3798318,-1.311612,0.1896511,0.7752559,63.42227,24.67079,63.29557,52.26809,60.82249,20.75161,37.50626,49.47065,34.15528,39.72887,50.76903,30.75995,33.22073,18.21778,20.6335,32.97016,41.00543,30.33648,29.43554,30.64341,30.67489,52.6821,41.43791,42.04951,32.8817,31.37346,45.45026,52.69064,33.73959,36.2812,28.15278,43.92432,20.10543,23.72348,36.60339,64.56248
