"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SG25","SG60","SG90","SG128","SG89","SG40","SG43","SG44","SG77","SG19","SG57","SG20","SG62","SG41","SG21","SG129","SG61","SG45","SG58","SG26","SG22","SG140","SG63","SG100","SG17","SG138","SG59","SG42","SG139","SG99","SG130","SG24","SG18","SG127","SG23","SG39","up","down"
"92","PGEN_.00g239280",30.9959893927027,1.82967808409757,0.398249132651808,4.59430525790316,4.34193393537022e-06,0.00424127204141121,10,18,12,17,14,30,34,20,21,20,26,25,19,42,31,15,48,24,42,61,26,45,62,52,61,24,11,46,63,44,25,48,38,31,24,39,TRUE,FALSE
"93","PGEN_.00g025680",128.361038355071,0.876685623438288,0.219942202321552,3.98598183606703,6.72016529860089e-05,0.0146493204646373,102,83,171,139,79,119,134,167,110,126,117,96,146,194,69,86,132,94,124,147,94,117,184,158,161,167,48,175,210,253,114,226,165,165,111,110,TRUE,FALSE
"94","PGEN_.00g274890",151.213685266338,-4.09670757551763,0.739457742632128,-5.54015103139666,3.0221089368713e-08,0.000248175585895871,181,607,1064,223,443,55,195,446,314,179,143,134,49,77,20,51,82,48,215,292,54,19,92,53,90,70,34,94,181,45,41,34,99,24,37,79,FALSE,TRUE
"95","PGEN_.00g122110",124.784410544465,-1.69974185287715,0.456085426259057,-3.72680588989417,0.000193921688235952,0.0265046579407501,162,218,191,147,214,146,137,127,166,301,249,156,41,118,59,154,78,68,225,115,117,49,78,87,88,150,70,82,95,137,63,74,148,100,17,127,FALSE,TRUE
"96","PGEN_.00g116130",28.8565479663645,-3.03998097572458,0.688560726250323,-4.41497875180788,1.01019912299315e-05,0.00553050346534647,52,59,66,27,59,44,35,25,15,96,100,36,4,18,4,48,43,30,54,20,14,11,10,9,24,30,14,8,17,20,6,23,20,24,4,15,FALSE,TRUE
"97","PGEN_.00g263590",17.3330942620252,-3.62603446558912,1.03392394657094,-3.507061111811,0.000453085081307975,0.0418060077269786,89,56,16,18,83,22,4,3,17,27,30,19,6,6,10,11,10,11,20,8,20,0,2,4,4,17,7,4,5,34,2,4,15,6,4,19,FALSE,TRUE
"98","PGEN_.00g224680",29.0004786710546,-1.81846300867741,0.51782753008192,-3.51171558682816,0.000445224190190795,0.0418060077269786,19,46,66,27,67,35,19,54,45,55,66,42,12,23,20,19,19,8,23,40,16,34,19,30,37,24,20,10,39,51,7,17,26,19,10,20,FALSE,TRUE
"99","PGEN_.00g078540",56.432558739815,-3.90609596777747,0.883869541132031,-4.41931278995617,9.90152515746062e-06,0.00553050346534647,68,97,35,43,453,65,34,41,203,41,65,141,19,21,11,61,47,47,129,47,35,15,19,11,25,16,19,12,26,59,12,19,85,30,11,19,FALSE,TRUE
"100","PGEN_.00g171640",33.0588221866451,-1.05830369679305,0.30467328686784,-3.47356904070201,0.000513585213154942,0.0453188901203807,23,30,36,44,52,44,36,61,45,45,51,37,41,40,17,31,22,34,35,36,34,26,52,39,32,17,10,27,35,28,27,59,26,39,29,13,FALSE,TRUE
"101","PGEN_.00g006380",185.148046837407,-1.33969244425109,0.304617857963564,-4.39794453682797,1.09280894787508e-05,0.00560884192496884,204,295,351,186,266,170,165,295,222,284,325,262,168,147,129,161,184,175,179,210,151,126,190,205,240,138,101,104,150,197,113,202,233,126,103,112,FALSE,TRUE
"102","PGEN_.00g220610",23.6890046972995,-1.64205971408144,0.461968509611675,-3.5544840826093,0.000378721435282918,0.038284049440095,36,48,30,35,64,20,35,22,20,48,26,19,8,20,9,25,18,25,26,41,17,19,26,35,25,20,11,22,25,36,15,14,18,21,10,6,FALSE,TRUE
"103","PGEN_.00g255920",26.5546532843364,1.04241200217178,0.294521352123118,3.53934271541718,0.000401124723956586,0.0396871835317046,27,20,26,28,22,24,37,31,29,17,22,15,18,20,16,28,30,22,23,22,19,26,28,28,49,29,26,44,36,37,30,53,34,27,25,17,TRUE,FALSE
"104","PGEN_.00g344880",10.4793832953269,-2.52186727647601,0.629392128790373,-4.00683002077382,6.15391175602563e-05,0.0144388352401379,11,5,6,14,34,22,7,10,35,20,15,23,4,11,9,14,7,5,15,9,4,12,7,8,10,9,0,8,10,19,2,6,11,5,3,4,FALSE,TRUE
"105","PGEN_.00g281950",63.689244568544,-1.65379163412934,0.450750175967286,-3.66897612536787,0.000243523817391533,0.0295645413623532,106,146,104,48,115,87,66,67,101,93,76,63,37,45,27,58,51,81,90,97,69,40,64,23,68,62,17,18,70,87,41,56,53,69,26,46,FALSE,TRUE
"106","PGEN_.00g227770",70.6196007658655,-2.91210029091948,0.73988014193088,-3.9359081638814,8.28826657216479e-05,0.0158286616489808,119,159,68,44,342,110,40,61,170,71,102,124,17,49,44,84,35,41,148,94,60,15,20,30,27,32,36,16,59,107,22,23,86,52,6,41,FALSE,TRUE
