"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SG119","SG86","SG85","SG132","SG75","SG54","SG73","SG47","SG34","SG126","SG68","SG112","SG133","SG52","SG123","SG115","SG122","SG33","SG120","SG111","SG142","SG96","SG113","SG30","SG51","SG83","SG125","SG35","SG84","SG49","SG116","SG136","SG70","SG31","SG121","SG74","SG134","SG56","SG76","SG55","SG48","SG53","SG106","SG104","SG32","SG124","SG29","SG110","SG105","SG72","SG94","SG95","SG135","SG71","SG114","SG69","SG141","SG36","SG67","SG28","SG50","SG103","up","down"
"21","PGEN_.00g178500",23.8484878084758,7.44146942005425,1.82441573261661,4.07882331149466,4.52642209569446e-05,0.0063339221732294,117,48,14,28,15,12,4,9,11,6,28,34,2,17,3,1,27,6,7,49,13,42,5,5,3,42,18,114,28,19,18,15,7,12,30,15,9,29,12,17,90,23,41,49,98,0,4,17,48,20,12,15,4,68,21,40,11,9,61,15,6,13,TRUE,FALSE
"22","PGEN_.00g048610",53.7612932253999,-2.0966068431026,0.584959391511657,-3.58419212260963,0.000338123140342614,0.025847635617302,42,65,106,36,56,56,67,40,37,96,58,73,73,50,48,33,52,32,44,53,54,33,51,63,25,38,94,55,51,51,63,54,46,37,64,59,49,96,43,74,46,95,82,37,52,84,38,82,98,42,42,47,49,39,50,54,65,85,28,55,47,46,FALSE,TRUE
"23","PGEN_.00g079020",28.6744759836793,3.09206541324501,0.793673732317883,3.89588981887406,9.78388619505359e-05,0.0117066325255598,33,49,39,46,15,11,36,45,30,11,33,37,66,18,23,15,36,25,35,53,21,35,21,14,3,22,58,39,39,53,24,20,11,32,28,13,28,47,20,18,58,27,38,27,44,37,10,21,21,35,38,48,30,26,24,34,23,39,42,27,32,13,TRUE,FALSE
"24","PGEN_.00g348220",30.6514064816455,6.22904604469097,1.61823183086245,3.84929150810928,0.000118459963675549,0.0135834091681296,49,77,106,48,39,19,15,20,9,1,91,40,53,17,16,2,8,14,27,33,7,18,23,4,4,12,14,23,77,190,27,14,11,54,18,7,90,20,25,12,121,11,42,34,38,71,17,18,17,23,38,106,32,19,12,10,4,28,14,41,11,47,TRUE,FALSE
"25","PGEN_.00g176540",43.6483277806697,-13.5362018654222,2.80888335600886,-4.81906870090034,1.44229886407156e-06,0.000590288876733016,4,21,28,10,8,141,223,5,13,31,10,10,11,70,32,3,3,24,5,6,6,13,26,10,75,64,6,13,2,31,10,6,0,4,21,13,4,9,1,248,4,186,5,0,7,48,37,34,431,11,6,6,0,6,325,43,118,33,14,7,28,27,FALSE,TRUE
"26","PGEN_.00g130720",38.0185870938704,6.27047307155941,1.50439372727825,4.16810636594713,3.07140611779761e-05,0.00517386502296705,66,92,71,89,40,26,48,49,9,7,98,50,71,25,14,7,4,25,15,32,10,19,20,9,6,17,7,41,71,273,55,10,15,45,21,7,109,30,23,35,111,20,33,38,52,80,70,11,18,21,49,99,33,25,25,22,13,48,19,58,16,26,TRUE,FALSE
"27","PGEN_.00g230850",19.9042025654733,4.15964409859164,1.23788285967643,3.36028895309118,0.000778609925011821,0.0440130726140429,62,11,27,11,3,7,39,21,16,7,22,13,37,8,3,10,17,13,33,20,18,40,7,8,5,13,20,8,21,32,12,20,14,21,35,8,13,17,33,10,64,17,30,33,29,31,4,29,28,15,21,20,15,15,15,46,6,30,26,46,44,12,TRUE,FALSE
"28","PGEN_.00g090200",9.62893753136657,3.47967024046583,0.983603873122506,3.53767439875914,0.000403667506540823,0.0289798168174003,21,19,12,6,12,5,11,11,13,2,14,17,13,3,5,3,10,8,7,7,4,14,9,6,3,11,9,15,14,25,9,5,13,9,17,9,9,7,14,9,15,5,13,19,21,4,10,7,4,10,10,7,11,13,7,6,3,14,9,6,13,8,TRUE,FALSE
"29","PGEN_.00g245510",256.650475300772,15.4854141756962,2.80743209805797,5.51586419005759,3.47070208965925e-08,3.18379071691409e-05,564,79,46,1212,114,16,12,63,356,573,412,40,41,31,2,14,156,15,93,308,36,271,5,43,10,214,16,127,902,464,11,32,17,828,3,54,968,122,28,59,198,15,783,488,1204,15,30,46,619,26,150,34,264,1140,13,104,5,26,2275,200,12,31,TRUE,FALSE
"30","PGEN_.00g282850",15.2920692368334,3.41866599060101,0.945569406845803,3.61545748609283,0.000299817677812617,0.0235742356954378,10,30,16,27,14,11,5,13,15,17,17,18,19,8,13,12,11,17,18,22,23,19,7,22,4,2,14,19,28,41,19,14,19,17,15,7,25,6,13,15,27,7,23,14,14,16,12,15,51,12,10,18,6,12,8,28,6,15,12,14,12,13,TRUE,FALSE
"31","PGEN_.00g130390",87.7278336167548,-15.5228920033316,3.04276379405191,-5.10157641341605,3.36835970326023e-07,0.00021391675161628,18,49,11,22,8,79,591,19,8,176,10,14,0,16,104,88,7,4,5,7,36,8,110,28,640,69,10,20,4,140,8,4,7,17,8,22,9,68,0,850,15,62,0,2,6,158,2,4,21,24,9,24,3,7,452,99,10,33,21,12,165,22,FALSE,TRUE
"32","PGEN_.00g130020",103.841611498807,6.65312468962895,1.59800299419933,4.16339938897452,3.13544219054326e-05,0.00517386502296705,210,380,298,151,96,19,22,122,17,19,358,128,49,32,48,7,9,79,75,118,73,83,57,15,18,83,33,216,274,781,88,35,70,122,36,24,343,113,78,33,437,28,153,76,114,42,46,44,295,102,126,158,102,59,25,79,24,175,33,197,36,43,TRUE,FALSE
"33","PGEN_.00g161570",234.543229482203,-1.51862679687818,0.414076482200321,-3.66750313567314,0.000244930547867337,0.0206341490121708,238,440,472,224,212,185,337,226,176,370,294,290,273,257,201,121,296,378,191,259,160,177,191,236,82,155,354,195,186,271,346,218,248,229,365,216,154,406,251,254,266,382,318,234,200,269,125,175,227,272,254,151,148,144,282,271,295,414,224,173,353,163,FALSE,TRUE
"34","PGEN_.00g087530",22.2658812119113,8.9714930042023,2.04703842677417,4.38266956147964,1.1723385787274e-05,0.00268856314054817,23,61,40,50,5,2,9,16,4,3,66,37,34,3,2,1,0,4,26,14,5,6,14,7,8,10,4,12,72,141,15,1,1,23,5,7,35,10,21,23,43,10,27,15,22,38,25,6,18,5,8,266,32,19,3,17,11,23,14,16,5,14,TRUE,FALSE
"35","PGEN_.00g345340",27.5087728935487,5.5590646228281,1.59372682090505,3.48809127756989,0.000486481970983757,0.0321311612195352,34,73,28,28,57,0,3,15,44,42,56,29,60,12,5,2,8,11,33,44,5,41,24,12,7,41,17,34,0,59,21,32,23,48,18,39,34,44,10,22,90,15,40,27,48,14,36,23,6,44,18,29,34,62,30,38,6,18,13,44,5,19,TRUE,FALSE
"36","PGEN_.00g112080",44.6392290617166,2.38481300676137,0.706027184876561,3.37779204235361,0.000730703170837993,0.0416047267478515,44,69,71,52,50,34,16,39,33,52,92,57,62,30,17,13,42,48,49,47,34,69,38,21,22,33,56,35,66,87,45,34,34,62,35,27,48,72,34,64,93,63,90,47,51,74,37,78,35,19,33,72,40,29,38,40,31,54,38,48,38,44,TRUE,FALSE
"37","PGEN_.00g175550",21.092688208545,-2.94680464702312,0.855522527231392,-3.44445009129035,0.000572222267094095,0.035255724157678,22,31,43,11,27,13,21,13,21,21,21,11,33,46,17,25,21,27,17,23,12,21,19,15,23,8,37,14,13,21,34,20,9,31,35,14,9,34,21,41,18,43,30,21,21,39,10,24,7,19,8,11,13,8,30,19,34,25,16,12,18,25,FALSE,TRUE
"38","PGEN_.00g178010",25.4317858767268,-2.44928059452066,0.712213060663464,-3.43897174848075,0.000583928168504799,0.035710451549449,14,46,65,23,24,12,22,26,16,32,23,38,29,29,15,16,22,31,7,24,32,21,23,32,13,10,30,20,30,31,40,24,15,33,55,29,25,43,29,39,29,51,57,25,21,53,12,37,31,18,19,17,20,15,21,11,27,72,20,23,28,8,FALSE,TRUE
"39","PGEN_.00g279610",272.817946696023,-9.33539249386072,2.70525782341874,-3.45083282378728,0.000558859625240018,0.0351796863900838,49,43,92,46,64,387,854,60,55,1557,53,14,498,372,176,72,28,152,17,37,23,53,55,349,123,83,40,38,23,73,31,34,32,58,36,43,26,37,36,3240,77,1777,55,17,38,815,672,419,190,42,31,327,10,39,1191,122,856,119,34,33,92,619,FALSE,TRUE
"40","PGEN_.00g333460",17.5685077508158,-13.7481426774471,2.37740210109949,-5.78284282288172,7.34486833627419e-09,1.21278465968559e-05,8,9,45,2,26,52,68,5,4,32,2,4,0,73,19,5,10,22,0,0,18,4,45,0,38,18,34,3,4,13,15,25,12,3,19,21,0,7,3,18,12,48,7,0,0,52,5,9,22,22,0,5,3,3,77,6,14,24,9,12,53,0,FALSE,TRUE
"41","PGEN_.00g068640",13.7752963632686,-4.43311630632463,1.32262750886649,-3.35174966240033,0.000803025964145852,0.0446323820660572,13,43,45,33,16,8,8,8,17,24,6,25,5,13,6,7,19,13,5,17,6,21,13,3,12,7,25,3,11,20,5,18,9,12,18,13,7,34,6,31,11,32,6,6,9,62,8,7,25,2,13,11,16,5,16,14,23,32,6,6,8,2,FALSE,TRUE
"42","PGEN_.00g313910",83.5934200751692,-9.98768568055073,2.34429081855142,-4.26042946613693,2.04034466190808e-05,0.00401073464969361,15,7,97,11,154,75,235,17,17,907,15,5,142,98,69,172,22,13,6,9,71,6,61,82,58,66,8,29,34,60,8,70,39,19,89,22,14,29,14,314,14,577,44,33,49,435,72,167,11,31,5,38,15,32,76,13,224,18,14,8,42,104,FALSE,TRUE
"43","PGEN_.00g096560",68.376911701638,7.84226597166469,1.34882230327773,5.81415798997945,6.0939839459049e-09,1.21278465968559e-05,182,42,64,125,40,10,99,55,175,12,128,91,209,27,9,14,17,32,73,188,19,81,38,49,8,41,36,41,52,128,37,16,25,57,381,23,30,49,54,18,241,115,62,99,155,79,48,49,22,77,100,107,25,40,28,114,20,82,196,93,34,28,TRUE,FALSE
"44","PGEN_.00g027970",40.7936956001659,5.08380624512367,1.36210804907523,3.73230761581301,0.000189733596203676,0.0176733006509247,117,89,106,72,18,14,19,29,16,5,88,61,22,11,24,14,22,16,44,40,19,15,31,3,18,29,30,44,86,241,39,16,22,64,32,22,169,47,39,37,142,14,79,49,76,11,30,15,57,52,59,40,44,28,19,40,5,64,29,30,28,16,TRUE,FALSE
"45","PGEN_.00g092270",91.4941449387313,-9.11015100450401,1.85232790122063,-4.91821723275921,8.73359614022872e-07,0.000400580942965157,18,104,129,34,97,494,231,31,19,52,63,27,6,186,260,10,98,46,19,37,49,21,147,12,273,106,98,45,47,101,27,38,23,67,20,68,18,78,49,117,100,148,69,25,40,389,44,11,21,174,26,7,21,50,275,83,11,83,75,31,218,23,FALSE,TRUE
"46","PGEN_.00g093630",17.5023329274469,-3.64745340094085,0.8512880503876,-4.28462892117437,1.83044442774762e-05,0.00377803729887109,7,28,48,8,13,17,14,9,9,11,23,34,17,36,15,3,18,17,15,19,24,19,21,7,14,12,32,10,12,12,47,16,11,10,44,14,19,35,16,18,20,30,18,24,11,28,7,17,16,34,9,20,15,12,15,8,21,43,9,17,17,16,FALSE,TRUE
"47","PGEN_.00g057130",63.5241842590015,6.39521724643573,1.72271361673402,3.71229273647933,0.000205390236908824,0.0183754293192608,115,93,168,70,59,26,39,71,10,26,161,68,167,12,21,31,7,67,28,48,23,21,51,49,7,25,8,72,81,163,28,17,22,50,29,22,94,30,30,221,176,108,26,25,53,118,322,60,25,23,62,295,18,18,16,17,56,63,17,44,18,119,TRUE,FALSE
"48","PGEN_.00g049840",53.2106722549296,5.75182754523503,1.62709325692181,3.53503250091303,0.00040772500626054,0.0290187728593708,98,91,244,73,70,48,26,60,15,2,128,53,86,11,21,5,6,35,37,110,25,13,44,18,8,48,19,68,115,291,75,34,31,71,32,13,198,49,48,19,213,26,75,64,72,70,37,8,22,70,76,117,43,42,25,32,2,86,20,63,29,10,TRUE,FALSE
"49","PGEN_.00g122510",43.3070074898172,7.06288881068178,1.87387676291208,3.76913196773184,0.00016381626237526,0.0163780583544928,73,136,89,117,46,24,17,42,12,4,123,34,24,10,12,0,3,16,24,46,9,16,17,10,7,19,18,81,69,559,36,8,26,106,22,14,180,37,42,11,229,13,77,55,29,47,3,5,89,21,54,24,53,28,14,22,3,30,36,45,18,8,TRUE,FALSE
"50","PGEN_.00g169480",19.3673036899555,5.79760937994607,1.70698501585622,3.39640320570595,0.000682777011278541,0.0393735171571936,33,39,60,30,24,4,15,27,6,2,38,28,17,4,2,5,0,10,12,26,0,9,14,13,3,9,9,15,43,113,17,4,5,32,21,11,67,24,27,25,46,6,44,23,17,31,42,9,17,12,15,58,26,12,5,9,5,31,8,29,4,11,TRUE,FALSE
"51","PGEN_.00g248050",1379.26995153921,-8.24226232823523,2.42789663552243,-3.3948159932524,0.000686747392276632,0.0393735171571936,357,365,616,405,693,3460,1749,291,171,8282,337,142,1855,1054,610,1752,296,576,187,414,596,254,1120,2856,1130,2697,237,262,482,708,184,195,310,255,689,344,119,295,169,16101,425,4640,114,68,431,9106,1674,1363,132,375,123,1226,30,344,2821,340,1815,271,489,309,1153,2041,FALSE,TRUE
"52","PGEN_.00g272710",36.8711362123963,5.92217247504895,1.4449833657044,4.09843643574542,4.1595043004516e-05,0.00602471359728568,63,64,133,55,46,23,21,24,8,10,79,37,183,14,24,4,10,26,38,63,16,27,44,9,7,12,19,33,94,245,34,18,12,45,18,7,67,25,18,36,77,33,58,52,30,60,33,15,22,16,25,149,15,21,38,18,12,18,30,34,20,26,TRUE,FALSE
"53","PGEN_.00g305460",25.3748129268712,9.11133903775106,2.08657277913281,4.36665288116036,1.26164990133139e-05,0.00281518421226809,96,14,86,69,28,6,16,24,12,10,73,0,95,16,7,5,4,23,7,21,4,2,12,4,9,3,10,14,15,226,21,5,7,15,11,11,60,8,11,40,198,11,12,4,27,29,50,4,15,8,31,80,6,20,5,2,20,40,4,32,4,6,TRUE,FALSE
"54","PGEN_.00g176530",498.710720684331,-15.8747706944903,2.90648434680735,-5.46184627208749,4.71208046973107e-08,3.89029363580997e-05,38,39,196,162,95,1734,1752,48,76,1604,126,84,238,1107,376,26,82,224,67,75,120,141,202,55,991,816,66,99,24,348,58,42,12,40,124,61,9,48,38,4092,47,1757,5,19,26,624,120,547,4248,91,15,351,29,30,2513,171,1512,248,172,97,347,413,FALSE,TRUE
"55","PGEN_.00g059680",19.9669176109793,6.67085115667801,1.71415766155672,3.89162053542955,9.95768983898974e-05,0.0117443839015285,38,40,51,63,20,9,9,14,1,1,48,17,55,7,9,2,1,17,9,16,5,10,18,5,3,10,3,18,50,152,33,8,6,13,10,7,46,25,15,9,84,13,19,26,28,42,20,1,12,25,16,65,15,9,5,16,3,23,23,28,7,10,TRUE,FALSE
"56","PGEN_.00g142010",22.3443959111168,12.3693725733337,2.36247819111655,5.23576159130072,1.64305929753492e-07,0.000113042479670403,23,15,6,45,24,5,2,0,14,51,49,5,48,11,0,9,0,11,8,26,8,26,2,130,0,33,4,34,59,8,2,2,5,65,4,0,21,17,3,26,26,13,60,22,73,12,11,43,3,2,8,26,12,42,0,17,6,11,90,22,0,72,TRUE,FALSE
"57","PGEN_.00g149930",55.1350402251885,-2.33906594509472,0.651297539370246,-3.59139380037642,0.000328914203238028,0.0253786510461043,37,112,107,35,60,25,71,33,44,114,84,53,87,51,49,50,72,58,55,46,48,45,44,58,17,54,121,28,57,67,87,71,44,50,98,55,23,74,42,35,45,109,56,63,45,97,53,71,62,67,55,40,31,23,63,66,85,94,32,45,61,22,FALSE,TRUE
"58","PGEN_.00g037730",240.019741878406,-11.4458870613213,2.25700800667744,-5.07126559917298,3.95178791553776e-07,0.00023304257879057,59,88,111,33,39,55,48,30,44,3054,57,50,168,84,28,49,57,72,45,57,61,89,53,80,35,122,100,41,50,131,80,69,43,60,177,52,36,65,45,5267,36,1494,61,65,47,93,60,216,782,96,29,95,21,35,110,59,556,194,31,42,254,80,FALSE,TRUE
"59","PGEN_.00g281940",77.955126802998,9.74233659749618,2.07054230032103,4.70521012586205,2.53604611188967e-06,0.000837503867990445,111,139,241,104,45,29,19,71,9,10,161,62,808,18,16,8,2,43,25,87,8,29,26,40,8,30,6,72,130,288,67,9,30,96,30,12,132,22,16,119,236,30,45,53,26,166,143,34,50,37,69,684,45,33,11,34,35,52,15,40,19,118,TRUE,FALSE
"60","PGEN_.00g245440",48.1032246213381,-12.150952383864,3.56937403534041,-3.40422501636346,0.000663520699456403,0.0385776541881131,5,42,22,19,7,12,177,5,4,768,8,6,275,13,23,210,4,6,7,13,0,21,0,68,69,34,0,15,8,8,4,40,46,10,2,7,0,2,0,440,3,116,0,0,5,7,54,15,22,3,7,1,24,2,17,4,18,4,4,2,5,59,FALSE,TRUE
"61","PGEN_.00g131800",10.7550255293924,6.48193428211701,1.55806939581162,4.16023464650654,3.17920796742337e-05,0.00517386502296705,18,29,30,13,11,5,3,7,2,5,24,12,34,6,5,0,0,10,6,9,6,5,3,10,4,7,2,10,14,54,7,2,3,12,5,5,28,6,9,9,26,17,8,7,15,17,38,6,11,8,17,28,5,7,7,5,1,8,11,10,5,15,TRUE,FALSE
"62","PGEN_.00g266130",59.6903759001251,-20.5443188187001,2.83175205810217,-7.25498504006346,4.01706231284355e-13,3.31648664548363e-09,4,23,29,4,119,147,123,9,2,445,5,7,15,74,57,261,14,4,6,4,1,14,83,21,49,12,17,7,9,20,2,10,13,13,0,20,4,12,3,138,6,171,8,2,6,1365,12,7,0,9,3,0,9,5,192,16,15,30,4,2,56,8,FALSE,TRUE
"63","PGEN_.00g033640",101.538920272273,7.58548826538643,1.84552056825298,4.11021605278941,3.95289089678733e-05,0.00589161247280517,128,221,273,200,88,42,71,112,12,12,233,112,306,34,30,39,7,51,68,83,25,38,39,48,14,20,15,128,229,526,73,13,36,95,25,18,311,51,51,105,311,64,92,55,91,279,170,43,72,76,104,614,109,43,29,68,15,110,35,119,21,184,TRUE,FALSE
"64","PGEN_.00g127990",11.8777152392368,5.91801366859383,1.47178317873656,4.02098199931466,5.79560340777129e-05,0.00771750027976771,22,33,31,17,8,7,13,13,2,3,26,26,19,3,4,2,3,9,13,9,2,9,4,8,5,7,7,15,38,66,13,4,11,18,7,3,33,7,5,13,27,1,12,14,11,22,19,6,4,9,9,32,14,8,14,5,5,12,8,13,1,7,TRUE,FALSE
"65","PGEN_.00g230540",42.8318773766805,-11.4382190090981,2.06896774339282,-5.52846657258222,3.23041961793386e-08,3.18379071691409e-05,18,53,19,12,22,19,29,13,3,226,39,17,17,175,148,39,24,6,7,8,7,7,8,15,181,10,24,9,17,56,15,7,17,21,44,22,22,27,11,67,28,304,25,15,56,222,15,7,10,41,13,7,13,19,125,8,16,21,8,13,42,14,FALSE,TRUE
"66","PGEN_.00g009920",161.815221723865,8.23681328819072,2.31623642239734,3.55611940497227,0.000376373068906411,0.0279940185305525,158,155,340,184,136,118,49,42,41,96,180,64,921,36,55,79,5,74,0,134,10,38,27,315,23,113,20,85,132,474,127,13,34,175,82,23,197,44,48,245,500,89,118,99,121,682,776,67,0,65,91,1398,48,34,32,41,99,105,43,68,52,418,TRUE,FALSE
